#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,298.7507310849364,0,--
20.0%,500000,297.0445759057212,456,25:15
30.0%,750000,298.9789826763021,454,22:12
40.0%,1000000,303.1981182778876,454,19:01
50.0%,1250000,301.7098793769759,454,15:51
60.0%,1500000,300.89971332131336,454,12:40
70.0%,1750000,301.41643595081945,455,9:29
80.0%,2000000,299.69930425337895,455,6:19
90.0%,2250000,301.07572823905474,455,3:10
100.0%,2500000,299.6648560672249,455,0:00
