#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,303.9914301836285,0,--
20.0%,500000,301.45211904594254,417,27:35
30.0%,750000,300.68150861478455,417,24:09
40.0%,1000000,298.6445957533288,417,20:43
50.0%,1250000,304.4176941352868,417,17:16
60.0%,1500000,301.440258211094,415,13:53
70.0%,1750000,303.53622825586416,413,10:27
80.0%,2000000,303.05665171253753,413,6:58
90.0%,2250000,301.86802864253804,412,3:29
100.0%,2500000,297.4829339326105,413,0:00
