#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,299.19368326689073,0,--
20.0%,500000,299.6536471070354,469,24:34
30.0%,750000,303.6956201733609,470,21:26
40.0%,1000000,302.55731130740406,469,18:26
50.0%,1250000,302.6522388171872,466,15:27
60.0%,1500000,302.6322389477402,465,12:23
70.0%,1750000,299.70406331617363,463,9:19
80.0%,2000000,299.8918768396756,462,6:13
90.0%,2250000,300.4895822379577,460,3:07
100.0%,2500000,298.7836538250042,457,0:00
