CompScore,PoseScore,ContactScore
-3.667978325579347,1.3320216744206528,1.0
-2.131891532217537,2.6049505730456204,0.9473684210526315
0.08847266172457635,2.456893714356155,0.47368421052631576
4.2445259624887015,4.2445259624887015,0.0
2.6804000554590104,5.048821108090589,0.47368421052631576
0.1183428944454521,4.85518499970861,0.9473684210526315
0.22459774166104296,5.224597741661043,1.0
0.26176113297592707,4.998603238239085,0.9473684210526315
0.7669182370429724,5.50376034230613,0.9473684210526315
3.349453987468527,5.717875040100106,0.47368421052631576
0.10696567236063093,5.106965672360631,1.0
0.8341491203095126,5.834149120309513,1.0
0.2062181286678486,5.206218128667849,1.0
-0.028668568844594233,4.971331431155406,1.0
-0.06223384153909528,4.937766158460905,1.0
0.6913537758180848,5.428195881081242,0.9473684210526315
4.5784049988761515,4.5784049988761515,0.0
-0.15518827672044289,4.844811723279557,1.0
-0.022072891232874703,4.714769214030283,0.9473684210526315
-0.8729314967326731,4.127068503267327,1.0
-1.6071122364853134,3.129729868777844,0.9473684210526315
-0.0910012693526756,4.645840835910482,0.9473684210526315
-1.1088396715405975,3.8911603284594025,1.0
-2.9030037676051013,2.0969962323948987,1.0
-1.6483621766938272,3.0884799285693303,0.9473684210526315
-2.756726204663113,2.243273795336887,1.0
-1.5146405750802812,3.485359424919719,1.0
-2.2551865114191374,2.7448134885808626,1.0
-1.14202438546186,3.85797561453814,1.0
-0.7362628813943557,4.263737118605644,1.0
-0.6134933987712854,4.386506601228715,1.0
-1.28710099560069,3.4497411096624675,0.9473684210526315
-0.9677266235505209,3.7691154817126367,0.9473684210526315
-0.9212360903569792,4.078763909643021,1.0
-2.036942074317405,2.963057925682595,1.0
-2.1564095374220043,2.8435904625779957,1.0
-3.292298565775985,1.7077014342240153,1.0
-1.9242699000714811,3.075730099928519,1.0
-1.5860928553246203,3.4139071446753797,1.0
-2.2204505062460096,2.516391599017148,0.9473684210526315
-3.0010822927211147,1.9989177072788853,1.0
-2.683084975700178,2.316915024299822,1.0
-1.3429380551451078,3.657061944854892,1.0
-0.2940720272967301,4.70592797270327,1.0
0.20443429329362406,5.204434293293624,1.0
-0.08998854047575833,4.910011459524242,1.0
-0.8955534680707489,4.104446531929251,1.0
-1.1838071935826369,3.5530349116805207,0.9473684210526315
-0.3403405888936284,4.659659411106372,1.0
-0.05513002410208223,4.944869975897918,1.0
2.3514150630714417,4.71983611570302,0.47368421052631576
-1.7885100454409204,3.2114899545590796,1.0
-0.4081124998071086,4.591887500192891,1.0
0.12721729811517068,5.127217298115171,1.0
0.2537532082121796,4.990595313475337,0.9473684210526315
-0.057733013385253606,4.942266986614746,1.0
-1.4592153231167373,3.5407846768832627,1.0
1.0039043600541304,3.372325412685709,0.47368421052631576
-2.169991404897395,2.830008595102605,1.0
-0.5837319315948903,4.41626806840511,1.0
-1.3575693042410006,3.6424306957589994,1.0
-0.8666678311704925,3.870174274092665,0.9473684210526315
-0.6225362513133472,4.377463748686653,1.0
-1.3517005521584804,3.6482994478415196,1.0
-0.7190397281306398,4.28096027186936,1.0
-0.31606527323223066,4.683934726767769,1.0
0.4000474290720186,5.400047429072019,1.0
0.14200099909080333,4.878843104353961,0.9473684210526315
-0.4158191525838655,4.5841808474161345,1.0
-0.5399329744395605,4.4600670255604395,1.0
-0.3612746261354518,4.638725373864548,1.0
-0.18904491530489054,4.8109550846951095,1.0
-1.249085140249461,3.750914859750539,1.0
-1.1892716317803296,3.8107283682196704,1.0
0.2213029728849989,5.221302972884999,1.0
-0.4197300839413485,4.5802699160586515,1.0
0.24065898714113665,4.977501092404294,0.9473684210526315
0.43657104452149387,5.436571044521494,1.0
-0.048009768350561366,4.951990231649439,1.0
0.28157179561173695,5.281571795611737,1.0
2.8403042580313578,5.2087253106629365,0.47368421052631576
0.355185351292703,5.355185351292703,1.0
0.2885884973482389,5.288588497348239,1.0
0.23809744249731501,5.238097442497315,1.0
0.2395901024763356,5.239590102476336,1.0
0.20677608135899916,5.206776081358999,1.0
0.7724627587119102,5.509304863975068,0.9473684210526315
0.5029918671685545,5.5029918671685545,1.0
0.34885756956812397,5.348857569568124,1.0
0.3363179245397392,5.336317924539739,1.0
0.501646532303579,5.501646532303579,1.0
0.22655731208288632,5.226557312082886,1.0
-0.10195194890011816,4.898048051099882,1.0
0.1966941011505341,5.196694101150534,1.0
0.07709450339634039,5.07709450339634,1.0
0.18907517838984145,5.1890751783898414,1.0
0.41950108688264187,5.419501086882642,1.0
0.5798497775501845,5.5798497775501845,1.0
0.5364734379779987,5.273315543241156,0.9473684210526315
