#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,301.8773154311762,0,--
20.0%,500000,301.6123232434166,460,25:03
30.0%,750000,301.4341555890469,465,21:41
40.0%,1000000,302.65511588817157,462,18:42
50.0%,1250000,300.60023670431764,460,15:39
60.0%,1500000,296.8132328592173,459,12:32
70.0%,1750000,293.5974266473353,460,9:23
80.0%,2000000,300.8394446840501,461,6:15
90.0%,2250000,299.5593000269762,460,3:07
100.0%,2500000,298.48433254801523,461,0:00
