#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,301.3782060814847,0,--
20.0%,500000,301.08979751617204,455,25:17
30.0%,750000,301.43551254860176,456,22:05
40.0%,1000000,300.20050977455287,457,18:54
50.0%,1250000,301.4388951233234,460,15:39
60.0%,1500000,298.9530417738445,459,12:32
70.0%,1750000,299.7669219668187,458,9:25
80.0%,2000000,297.5652936920554,458,6:17
90.0%,2250000,299.593584416215,459,3:08
100.0%,2500000,299.1127514416601,459,0:00
