time,Potential Energy (kJ/mole)
1680.000000,-339714.343750
1690.000000,-338845.156250
1700.000000,-339698.375000
1710.000000,-340273.281250
1720.000000,-339825.593750
1730.000000,-341031.968750
1740.000000,-339495.468750
1750.000000,-340187.187500
1760.000000,-339466.406250
1770.000000,-339735.843750
1780.000000,-340827.062500
1790.000000,-340237.031250
1800.000000,-339397.531250
1810.000000,-338300.718750
1820.000000,-338199.093750
1830.000000,-340039.187500
1840.000000,-338900.406250
1850.000000,-339100.687500
1860.000000,-341945.937500
1870.000000,-339974.625000
1880.000000,-339866.187500
1890.000000,-340248.843750
1900.000000,-339759.031250
1910.000000,-339737.000000
1920.000000,-339355.593750
1930.000000,-339232.468750
1940.000000,-339800.062500
1950.000000,-340368.968750
1960.000000,-339821.156250
1970.000000,-340244.875000
1980.000000,-341120.500000
1990.000000,-339216.718750
2000.000000,-338953.468750
2010.000000,-338843.156250
2020.000000,-340421.437500
2030.000000,-339010.531250
2040.000000,-338722.812500
2050.000000,-339526.000000
2060.000000,-340322.281250
2070.000000,-338731.093750
2080.000000,-340348.218750
2090.000000,-339486.343750
2100.000000,-338913.062500
2110.000000,-338510.718750
2120.000000,-339728.187500
2130.000000,-340997.750000
2140.000000,-338897.718750
2150.000000,-340060.875000
2160.000000,-341210.531250
2170.000000,-341098.125000
2180.000000,-340513.031250
2190.000000,-339960.562500
2200.000000,-340198.531250
2210.000000,-340024.312500
2220.000000,-339768.093750
2230.000000,-340444.687500
2240.000000,-338922.000000
2250.000000,-339755.031250
2260.000000,-338693.281250
2270.000000,-340248.593750
2280.000000,-339970.968750
2290.000000,-340110.781250
2300.000000,-340994.750000
2310.000000,-337805.375000
2320.000000,-340045.406250
2330.000000,-339143.031250
2340.000000,-339902.187500
2350.000000,-339920.812500
2360.000000,-340870.218750
2370.000000,-340142.906250
2380.000000,-340516.250000
2390.000000,-340101.687500
2400.000000,-340397.875000
2410.000000,-339628.093750
2420.000000,-339758.656250
2430.000000,-340331.937500
2440.000000,-339087.781250
2450.000000,-339990.187500
2460.000000,-340242.781250
2470.000000,-339318.156250
2480.000000,-340070.437500
2490.000000,-339009.093750
2500.000000,-340502.656250
2510.000000,-340705.875000
2520.000000,-338514.281250
2530.000000,-340761.843750
2540.000000,-341208.750000
2550.000000,-340685.812500
2560.000000,-339557.875000
2570.000000,-341306.468750
2580.000000,-340592.031250
2590.000000,-340015.406250
2600.000000,-340724.156250
2610.000000,-340912.531250
2620.000000,-340930.906250
2630.000000,-341110.000000
2640.000000,-340111.968750
2650.000000,-339669.906250
2660.000000,-339242.000000
2670.000000,-340349.593750
2680.000000,-339589.500000
2690.000000,-340220.750000
2700.000000,-340043.750000
2710.000000,-340223.531250
2720.000000,-340336.781250
2730.000000,-339863.093750
2740.000000,-340224.218750
2750.000000,-339866.218750
2760.000000,-340240.062500
2770.000000,-339118.562500
2780.000000,-340127.312500
2790.000000,-340597.750000
2800.000000,-340417.093750
2810.000000,-340791.218750
2820.000000,-341403.281250
2830.000000,-340317.937500
2840.000000,-338892.125000
2850.000000,-339730.031250
2860.000000,-339663.250000
2870.000000,-340713.437500
2880.000000,-339400.093750
2890.000000,-338700.281250
2900.000000,-341065.875000
2910.000000,-339244.531250
2920.000000,-338837.875000
2930.000000,-339541.625000
2940.000000,-340189.843750
2950.000000,-339348.937500
2960.000000,-339748.468750
2970.000000,-341457.281250
2980.000000,-340208.375000
2990.000000,-340632.468750
3000.000000,-340299.000000
3010.000000,-340552.875000
3020.000000,-341717.687500
3030.000000,-341682.687500
3040.000000,-339632.656250
3050.000000,-338672.656250
3060.000000,-339392.000000
3070.000000,-341064.625000
3080.000000,-339741.968750
3090.000000,-339472.968750
3100.000000,-340392.031250
3110.000000,-338606.281250
3120.000000,-340341.812500
3130.000000,-339466.031250
3140.000000,-339439.375000
3150.000000,-339839.062500
3160.000000,-339155.437500
3170.000000,-339997.875000
3180.000000,-338931.750000
3190.000000,-338975.125000
3200.000000,-339798.687500
3210.000000,-339344.531250
3220.000000,-340178.437500
3230.000000,-339816.875000
3240.000000,-339645.843750
3250.000000,-340531.562500
3260.000000,-339471.562500
3270.000000,-339278.093750
3280.000000,-339409.687500
3290.000000,-340246.218750
3300.000000,-339432.625000
3310.000000,-339205.156250
3320.000000,-339608.687500
3330.000000,-338539.812500
3340.000000,-340568.656250
3350.000000,-339542.406250
3360.000000,-339803.281250
3370.000000,-338560.406250
3380.000000,-340601.218750
3390.000000,-339946.875000
3400.000000,-341119.781250
3410.000000,-340141.531250
3420.000000,-339983.718750
3430.000000,-340059.968750
3440.000000,-339957.937500
3450.000000,-338804.156250
3460.000000,-341184.562500
3470.000000,-339881.062500
3480.000000,-340613.937500
3490.000000,-340812.812500
3500.000000,-339888.156250
3510.000000,-338184.843750
3520.000000,-339003.687500
3530.000000,-339988.125000
3540.000000,-340117.906250
3550.000000,-341775.687500
3560.000000,-340198.843750
3570.000000,-340052.062500
3580.000000,-340261.593750
3590.000000,-340116.656250
3600.000000,-340226.093750
3610.000000,-339336.625000
3620.000000,-341250.781250
3630.000000,-339603.937500
3640.000000,-340314.468750
3650.000000,-340793.812500
3660.000000,-340088.812500
3670.000000,-341100.343750
3680.000000,-339883.062500
3690.000000,-339425.187500
3700.000000,-339722.687500
3710.000000,-340257.062500
3720.000000,-338994.093750
3730.000000,-339188.250000
3740.000000,-340606.843750
3750.000000,-339363.656250
3760.000000,-340439.125000
3770.000000,-340666.218750
3780.000000,-340148.812500
3790.000000,-339889.156250
3800.000000,-339998.687500
3810.000000,-341218.937500
3820.000000,-340782.187500
3830.000000,-339720.000000
3840.000000,-340791.812500
3850.000000,-340061.500000
3860.000000,-340695.250000
3870.000000,-340747.406250
3880.000000,-339731.906250
3890.000000,-339724.718750
3900.000000,-338119.031250
3910.000000,-339664.062500
3920.000000,-340293.843750
3930.000000,-341197.281250
3940.000000,-340420.093750
3950.000000,-340803.531250
3960.000000,-340320.687500
3970.000000,-340419.500000
3980.000000,-340598.000000
3990.000000,-339686.843750
4000.000000,-339481.718750
4010.000000,-340833.656250
4020.000000,-340627.406250
4030.000000,-339701.187500
4040.000000,-340631.312500
4050.000000,-339140.031250
4060.000000,-340052.781250
4070.000000,-339308.312500
4080.000000,-339860.000000
4090.000000,-339903.500000
4100.000000,-341247.812500
4110.000000,-339386.625000
4120.000000,-341122.781250
4130.000000,-338953.375000
4140.000000,-340309.000000
4150.000000,-340380.218750
4160.000000,-339342.906250
4170.000000,-339185.843750
4180.000000,-339580.468750
4190.000000,-339218.187500
4200.000000,-340316.468750
4210.000000,-340107.218750
4220.000000,-340239.281250
4230.000000,-340683.031250
4240.000000,-339706.593750
4250.000000,-338409.281250
4260.000000,-339619.125000
4270.000000,-340239.437500
4280.000000,-340280.718750
4290.000000,-339356.250000
4300.000000,-340021.562500
4310.000000,-340438.968750
4320.000000,-341171.718750
4330.000000,-339885.437500
4340.000000,-341200.750000
4350.000000,-340503.187500
4360.000000,-340185.906250
4370.000000,-339393.343750
4380.000000,-339093.875000
4390.000000,-338898.687500
4400.000000,-339775.906250
4410.000000,-339131.812500
4420.000000,-341080.312500
4430.000000,-339511.781250
4440.000000,-340248.531250
4450.000000,-340050.187500
4460.000000,-339848.312500
4470.000000,-339242.281250
4480.000000,-339562.906250
4490.000000,-339448.156250
4500.000000,-339277.468750
4510.000000,-340293.937500
4520.000000,-340570.437500
4530.000000,-340566.781250
4540.000000,-340911.187500
4550.000000,-338981.687500
4560.000000,-340737.468750
4570.000000,-339882.562500
4580.000000,-339973.031250
4590.000000,-340034.968750
4600.000000,-340295.625000
4610.000000,-339129.062500
4620.000000,-339869.562500
4630.000000,-340917.500000
4640.000000,-340816.218750
4650.000000,-339854.468750
4660.000000,-340932.156250
4670.000000,-340260.250000
4680.000000,-340238.437500
4690.000000,-339466.656250
4700.000000,-340049.062500
4710.000000,-341863.156250
4720.000000,-340906.125000
4730.000000,-338979.750000
4740.000000,-341355.687500
4750.000000,-340442.375000
4760.000000,-339275.687500
4770.000000,-341138.125000
4780.000000,-340235.250000
4790.000000,-339984.656250
4800.000000,-339783.531250
4810.000000,-340653.437500
4820.000000,-340705.156250
4830.000000,-340440.031250
4840.000000,-339965.937500
4850.000000,-340557.218750
4860.000000,-339862.187500
4870.000000,-339515.687500
4880.000000,-339364.031250
4890.000000,-339133.187500
4900.000000,-340778.312500
4910.000000,-340264.281250
4920.000000,-340971.156250
4930.000000,-339820.781250
4940.000000,-339105.812500
4950.000000,-338953.906250
4960.000000,-340291.718750
4970.000000,-341285.875000
4980.000000,-340951.406250
4990.000000,-340533.000000
5000.000000,-340791.593750
5010.000000,-339762.062500
5020.000000,-340477.687500
5030.000000,-341092.468750
5040.000000,-340332.562500
5050.000000,-341083.781250
5060.000000,-340482.937500
5070.000000,-338795.718750
5080.000000,-340420.843750
5090.000000,-340592.500000
5100.000000,-339273.406250
5110.000000,-340123.375000
5120.000000,-340790.687500
5130.000000,-340889.281250
5140.000000,-338692.625000
5150.000000,-340051.562500
5160.000000,-339905.031250
5170.000000,-339721.656250
5180.000000,-340337.843750
5190.000000,-340079.312500
5200.000000,-341095.156250
5210.000000,-339699.187500
5220.000000,-339239.687500
5230.000000,-339855.375000
5240.000000,-340202.406250
5250.000000,-340191.562500
5260.000000,-340820.812500
5270.000000,-341934.843750
5280.000000,-338580.375000
5290.000000,-340832.500000
5300.000000,-340100.468750
5310.000000,-338830.781250
5320.000000,-339430.218750
5330.000000,-340272.875000
5340.000000,-339876.781250
5350.000000,-340126.062500
5360.000000,-340000.218750
5370.000000,-340384.812500
5380.000000,-340197.625000
5390.000000,-338014.031250
5400.000000,-338856.218750
5410.000000,-339831.437500
5420.000000,-339578.500000
5430.000000,-339745.343750
5440.000000,-340347.218750
5450.000000,-340067.531250
5460.000000,-338612.156250
5470.000000,-339223.406250
5480.000000,-338740.031250
5490.000000,-339931.343750
5500.000000,-340585.218750
5510.000000,-339438.937500
5520.000000,-339338.750000
5530.000000,-340235.093750
5540.000000,-339908.218750
5550.000000,-340661.031250
5560.000000,-340455.937500
5570.000000,-339839.875000
5580.000000,-339979.093750
5590.000000,-340422.875000
5600.000000,-339142.812500
5610.000000,-338926.187500
5620.000000,-341015.593750
5630.000000,-342097.437500
5640.000000,-340181.750000
5650.000000,-338482.312500
5660.000000,-339268.750000
5670.000000,-340977.343750
5680.000000,-339838.937500
5690.000000,-339311.156250
5700.000000,-339788.062500
5710.000000,-339249.156250
5720.000000,-340611.500000
5730.000000,-339867.968750
5740.000000,-339123.875000
5750.000000,-340302.000000
5760.000000,-340919.031250
5770.000000,-339608.406250
5780.000000,-340517.906250
5790.000000,-340977.625000
5800.000000,-340383.281250
5810.000000,-339493.562500
5820.000000,-339526.781250
5830.000000,-337938.281250
5840.000000,-340522.593750
5850.000000,-339878.718750
5860.000000,-340470.312500
5870.000000,-339312.625000
5880.000000,-339261.750000
5890.000000,-340512.500000
5900.000000,-340776.281250
5910.000000,-340292.093750
5920.000000,-339505.031250
5930.000000,-339950.093750
5940.000000,-338599.593750
5950.000000,-341233.156250
5960.000000,-340839.812500
5970.000000,-340591.687500
5980.000000,-339220.031250
5990.000000,-339775.718750
6000.000000,-339865.812500
6010.000000,-339332.656250
6020.000000,-339852.593750
6030.000000,-340089.468750
6040.000000,-340550.718750
6050.000000,-340330.437500
6060.000000,-338122.906250
6070.000000,-340714.843750
6080.000000,-340014.906250
6090.000000,-340339.125000
6100.000000,-339376.281250
6110.000000,-341310.937500
6120.000000,-338389.437500
6130.000000,-339463.906250
6140.000000,-339380.625000
6150.000000,-339586.000000
6160.000000,-340866.937500
6170.000000,-340146.375000
6180.000000,-340006.968750
6190.000000,-338317.062500
6200.000000,-338964.812500
6210.000000,-340378.781250
6220.000000,-340774.343750
6230.000000,-340911.875000
6240.000000,-341492.625000
6250.000000,-341383.812500
6260.000000,-340745.625000
6270.000000,-339351.312500
6280.000000,-340069.437500
6290.000000,-340151.312500
6300.000000,-339377.875000
6310.000000,-340760.593750
6320.000000,-340235.937500
6330.000000,-339251.718750
6340.000000,-340148.750000
6350.000000,-341204.250000
6360.000000,-339513.250000
6370.000000,-339561.625000
6380.000000,-340444.437500
6390.000000,-339957.218750
6400.000000,-339814.687500
6410.000000,-341102.968750
6420.000000,-340227.750000
6430.000000,-339147.906250
6440.000000,-340976.468750
6450.000000,-340761.656250
6460.000000,-341121.687500
6470.000000,-338723.468750
6480.000000,-339434.812500
6490.000000,-339503.625000
6500.000000,-340226.031250
6510.000000,-340449.968750
6520.000000,-340198.656250
6530.000000,-339731.906250
6540.000000,-340422.812500
6550.000000,-341423.312500
6560.000000,-339602.406250
6570.000000,-340052.250000
6580.000000,-341123.750000
6590.000000,-341110.781250
6600.000000,-340172.343750
6610.000000,-340225.656250
6620.000000,-339443.156250
6630.000000,-339602.500000
6640.000000,-340564.906250
6650.000000,-339069.781250
6660.000000,-340026.062500
6670.000000,-339543.781250
6680.000000,-340174.906250
6690.000000,-340739.031250
6700.000000,-340701.531250
6710.000000,-340039.250000
6720.000000,-339123.500000
6730.000000,-340143.906250
6740.000000,-340272.593750
6750.000000,-339136.218750
6760.000000,-341271.187500
6770.000000,-339300.593750
6780.000000,-340091.937500
6790.000000,-340316.250000
6800.000000,-339893.593750
6810.000000,-340753.968750
6820.000000,-339172.406250
6830.000000,-339957.500000
6840.000000,-341136.812500
6850.000000,-339413.375000
6860.000000,-340328.312500
6870.000000,-341006.375000
6880.000000,-341918.343750
6890.000000,-339728.125000
6900.000000,-339924.062500
6910.000000,-340439.968750
6920.000000,-339740.843750
6930.000000,-339240.031250
6940.000000,-338826.093750
6950.000000,-341155.156250
6960.000000,-340200.375000
6970.000000,-340419.218750
6980.000000,-339079.875000
6990.000000,-340012.781250
7000.000000,-338907.125000
7010.000000,-339687.968750
7020.000000,-340532.968750
7030.000000,-340505.062500
7040.000000,-338846.343750
7050.000000,-339017.687500
7060.000000,-339620.500000
7070.000000,-340091.937500
7080.000000,-339877.156250
7090.000000,-341617.781250
7100.000000,-338855.468750
7110.000000,-340477.312500
7120.000000,-339964.250000
7130.000000,-339728.906250
7140.000000,-340635.375000
7150.000000,-340288.843750
7160.000000,-339550.093750
7170.000000,-338782.750000
7180.000000,-339825.468750
7190.000000,-340887.593750
7200.000000,-340301.875000
7210.000000,-340316.000000
7220.000000,-340814.031250
7230.000000,-339706.718750
7240.000000,-340448.875000
7250.000000,-339363.906250
7260.000000,-340055.281250
7270.000000,-339604.906250
7280.000000,-338941.593750
7290.000000,-339403.906250
7300.000000,-339437.875000
7310.000000,-340604.812500
7320.000000,-339463.000000
7330.000000,-339722.906250
7340.000000,-340556.250000
7350.000000,-338748.750000
7360.000000,-340361.218750
7370.000000,-339703.250000
7380.000000,-338358.125000
7390.000000,-339926.468750
7400.000000,-339466.562500
7410.000000,-339776.312500
7420.000000,-339920.531250
7430.000000,-339641.937500
7440.000000,-340288.093750
7450.000000,-338917.406250
7460.000000,-339787.468750
7470.000000,-340988.718750
7480.000000,-341020.000000
7490.000000,-338738.656250
7500.000000,-339843.000000
7510.000000,-340164.343750
7520.000000,-340939.906250
7530.000000,-340402.625000
7540.000000,-340068.625000
7550.000000,-340413.000000
7560.000000,-339576.812500
7570.000000,-338523.062500
7580.000000,-339787.750000
7590.000000,-340646.906250
7600.000000,-340473.000000
7610.000000,-341508.968750
7620.000000,-339289.187500
7630.000000,-340316.218750
7640.000000,-339579.468750
7650.000000,-340464.312500
7660.000000,-340716.281250
7670.000000,-339902.156250
7680.000000,-339733.968750
7690.000000,-339211.437500
7700.000000,-340143.562500
7710.000000,-339586.375000
7720.000000,-340467.250000
7730.000000,-339750.156250
7740.000000,-340702.656250
7750.000000,-340808.281250
7760.000000,-339881.750000
7770.000000,-341032.187500
7780.000000,-340825.812500
7790.000000,-339720.500000
7800.000000,-340274.562500
7810.000000,-339584.750000
7820.000000,-339243.437500
7830.000000,-340086.375000
7840.000000,-337732.812500
7850.000000,-339578.187500
7860.000000,-339414.812500
7870.000000,-339420.625000
7880.000000,-339497.593750
7890.000000,-340400.375000
7900.000000,-339874.781250
7910.000000,-339772.250000
7920.000000,-340728.562500
7930.000000,-340586.250000
7940.000000,-340911.906250
7950.000000,-340643.687500
7960.000000,-340078.406250
7970.000000,-340441.218750
7980.000000,-340026.968750
7990.000000,-340074.593750
8000.000000,-340535.218750
8010.000000,-339348.937500
8020.000000,-340823.875000
8030.000000,-339369.875000
8040.000000,-339752.437500
8050.000000,-340850.593750
8060.000000,-340932.625000
8070.000000,-339913.250000
8080.000000,-342537.562500
8090.000000,-340149.718750
8100.000000,-340173.500000
8110.000000,-340061.812500
8120.000000,-341159.156250
8130.000000,-339667.781250
8140.000000,-340641.843750
8150.000000,-338983.250000
8160.000000,-341110.656250
8170.000000,-341452.750000
8180.000000,-339448.062500
8190.000000,-339937.093750
8200.000000,-340238.781250
8210.000000,-340541.593750
8220.000000,-339781.750000
8230.000000,-340540.312500
8240.000000,-338124.375000
8250.000000,-340354.312500
8260.000000,-339264.750000
8270.000000,-339497.500000
8280.000000,-340731.281250
8290.000000,-339479.812500
8300.000000,-340512.687500
8310.000000,-340270.250000
8320.000000,-340513.437500
8330.000000,-341217.562500
8340.000000,-339196.843750
8350.000000,-339707.875000
8360.000000,-340290.968750
8370.000000,-339955.781250
8380.000000,-340585.812500
8390.000000,-338917.093750
8400.000000,-339454.468750
8410.000000,-338367.906250
8420.000000,-340108.500000
8430.000000,-338691.125000
8440.000000,-339915.281250
8450.000000,-340205.437500
8460.000000,-338333.156250
8470.000000,-339833.687500
8480.000000,-340411.812500
8490.000000,-341088.500000
8500.000000,-341284.562500
8510.000000,-341085.031250
8520.000000,-339683.093750
8530.000000,-340665.281250
8540.000000,-340185.343750
8550.000000,-339918.843750
8560.000000,-339716.218750
8570.000000,-340255.656250
8580.000000,-340351.812500
8590.000000,-341404.687500
8600.000000,-340565.656250
8610.000000,-339589.906250
8620.000000,-341291.250000
8630.000000,-340593.562500
8640.000000,-340149.968750
8650.000000,-339756.187500
8660.000000,-340803.406250
8670.000000,-339767.656250
8680.000000,-339368.843750
8690.000000,-340799.687500
8700.000000,-339176.093750
8710.000000,-339018.718750
8720.000000,-339692.250000
8730.000000,-339886.000000
8740.000000,-340148.937500
8750.000000,-340516.500000
8760.000000,-339401.375000
8770.000000,-340402.937500
8780.000000,-341679.093750
8790.000000,-339667.093750
8800.000000,-340022.000000
8810.000000,-338906.156250
8820.000000,-340966.093750
8830.000000,-340087.937500
8840.000000,-340898.531250
8850.000000,-339107.062500
8860.000000,-340320.812500
8870.000000,-339601.718750
8880.000000,-340013.968750
8890.000000,-339621.187500
8900.000000,-339795.937500
8910.000000,-338937.968750
8920.000000,-340224.500000
8930.000000,-340473.406250
8940.000000,-339463.343750
8950.000000,-341150.000000
8960.000000,-340107.562500
8970.000000,-340025.218750
8980.000000,-340092.843750
8990.000000,-339831.000000
9000.000000,-341287.281250
9010.000000,-340847.593750
9020.000000,-338855.937500
9030.000000,-339340.687500
9040.000000,-339862.406250
9050.000000,-340477.031250
9060.000000,-339448.937500
9070.000000,-340092.093750
9080.000000,-339707.312500
9090.000000,-340679.843750
9100.000000,-340831.593750
9110.000000,-339897.468750
9120.000000,-339783.625000
9130.000000,-338902.875000
9140.000000,-339402.718750
9150.000000,-340063.281250
9160.000000,-339392.500000
9170.000000,-339998.656250
9180.000000,-341415.000000
9190.000000,-340131.875000
9200.000000,-340418.093750
9210.000000,-339559.125000
9220.000000,-339240.593750
9230.000000,-339676.406250
9240.000000,-340690.781250
9250.000000,-339871.750000
9260.000000,-340053.218750
9270.000000,-339054.843750
9280.000000,-339072.687500
9290.000000,-339420.562500
9300.000000,-341369.468750
9310.000000,-340488.125000
9320.000000,-339400.843750
9330.000000,-340199.875000
9340.000000,-339779.031250
9350.000000,-339110.406250
9360.000000,-340427.312500
9370.000000,-339634.000000
9380.000000,-340203.375000
9390.000000,-339029.937500
9400.000000,-339347.281250
9410.000000,-338633.375000
9420.000000,-340414.437500
9430.000000,-341058.875000
9440.000000,-338663.781250
9450.000000,-339525.031250
9460.000000,-340417.562500
9470.000000,-339489.343750
9480.000000,-339182.812500
9490.000000,-338829.343750
9500.000000,-338731.593750
9510.000000,-339417.250000
9520.000000,-339829.468750
9530.000000,-339453.750000
9540.000000,-338938.812500
9550.000000,-340338.312500
9560.000000,-338695.031250
9570.000000,-339964.968750
9580.000000,-338145.093750
9590.000000,-340186.906250
9600.000000,-340407.593750
9610.000000,-340836.093750
9620.000000,-339275.281250
9630.000000,-340014.062500
9640.000000,-340223.343750
9650.000000,-339489.343750
9660.000000,-339205.937500
9670.000000,-338766.843750
9680.000000,-339886.125000
9690.000000,-339482.937500
9700.000000,-339855.437500
9710.000000,-339699.468750
9720.000000,-339550.906250
9730.000000,-339665.718750
9740.000000,-340015.750000
9750.000000,-339177.656250
9760.000000,-340082.062500
9770.000000,-340894.406250
9780.000000,-340194.468750
9790.000000,-340048.843750
9800.000000,-339682.218750
9810.000000,-340906.968750
9820.000000,-340332.562500
9830.000000,-340116.468750
9840.000000,-340244.531250
9850.000000,-341610.656250
9860.000000,-340731.531250
9870.000000,-340971.875000
9880.000000,-340289.687500
9890.000000,-340730.281250
9900.000000,-339373.375000
9910.000000,-339941.562500
9920.000000,-339368.406250
9930.000000,-340234.531250
9940.000000,-340160.218750
9950.000000,-339716.343750
9960.000000,-340457.093750
9970.000000,-340079.625000
9980.000000,-340760.562500
9990.000000,-339688.812500
10000.000000,-340771.781250
