filename,HOMO_LUMO_gap,sampling method in explicit TIP3P,XTB_opt_Energy (+ ALPB) / kcal/mol
ANI2x_L_1236_opt.json,2.2107213,ANI2x 0.2 ns (ML/MM),-138886.75802766523
ANI2x_L_1190_opt.json,2.1831301,ANI2x 0.2 ns (ML/MM),-138886.75582510864
MACEsmall_0665_opt.json,2.35501208,MACEsmall 0.1 ns (ML/MM),-138886.7557184321
ANI2x_L_1248_opt.json,2.16699862,ANI2x 0.2 ns (ML/MM),-138886.75571215703
ANI2x_L_1621_opt.json,2.1371659,ANI2x 0.2 ns (ML/MM),-138886.75540467762
MACEsmall_0485_opt.json,2.37945964,MACEsmall 0.1 ns (ML/MM),-138886.75331507265
REST600d_0082_opt.json,2.62299529,SAGE 10 ns (16 REST up to 600K),-138886.75322722137
REMD_0820_opt.json,2.50534209,SAGE 10 ns (16 REMD up to 475K),-138886.75301386832
MACEsmall_0492_opt.json,2.43883445,MACEsmall 0.1 ns (ML/MM),-138886.75297621777
ANI2x_L_1581_opt.json,2.10557168,ANI2x 0.2 ns (ML/MM),-138886.74887230893
MACEsmall_1168_opt.json,2.33157881,MACEsmall 0.1 ns (ML/MM),-138886.74877190747
MACEsmall_0910_opt.json,2.39922462,MACEsmall 0.1 ns (ML/MM),-138886.74862130533
MACEsmall_0816_opt.json,2.41124246,MACEsmall 0.1 ns (ML/MM),-138886.7483828519
MACEsmall_0677_opt.json,2.34362418,MACEsmall 0.1 ns (ML/MM),-138886.74810674795
MACEsmall_1099_opt.json,2.38519148,MACEsmall 0.1 ns (ML/MM),-138886.74781181873
MACEsmall_1166_opt.json,2.34756034,MACEsmall 0.1 ns (ML/MM),-138886.74614264478
ANI2x_L_3772_opt.json,2.38876713,ANI2x 0.2 ns (ML/MM),-138886.74607989387
REMD_0267_opt.json,2.60737701,SAGE 10 ns (16 REMD up to 475K),-138886.74277292145
MACEsmall_1094_opt.json,2.40129681,MACEsmall 0.1 ns (ML/MM),-138886.74245289186
ANI2x_L_3723_opt.json,2.36360614,ANI2x 0.2 ns (ML/MM),-138886.74233366514
ANI2x_L_1332_opt.json,2.20903987,ANI2x 0.2 ns (ML/MM),-138886.74112884785
MACEsmall_1476_opt.json,2.24353061,MACEsmall 0.1 ns (ML/MM),-138886.74103472152
MACEsmall_0319_opt.json,2.40682567,MACEsmall 0.1 ns (ML/MM),-138886.74026916054
MACEsmall_1200_opt.json,2.37887354,MACEsmall 0.1 ns (ML/MM),-138886.73920867033
MACEsmall_1155_opt.json,2.35872977,MACEsmall 0.1 ns (ML/MM),-138886.73919612015
MACEsmall_0354_opt.json,2.41952649,MACEsmall 0.1 ns (ML/MM),-138886.73917729486
MACEsmall_0355_opt.json,2.40893378,MACEsmall 0.1 ns (ML/MM),-138886.7385309606
MACEsmall_0457_opt.json,2.44296165,MACEsmall 0.1 ns (ML/MM),-138886.73836780826
MACEsmall_1110_opt.json,2.3952915,MACEsmall 0.1 ns (ML/MM),-138886.73824858156
MACEsmall_1956_opt.json,2.20327606,MACEsmall 0.1 ns (ML/MM),-138886.73775284944
MACEsmall_0375_opt.json,2.4237757,MACEsmall 0.1 ns (ML/MM),-138886.7377151989
MACEsmall_1197_opt.json,2.35471084,MACEsmall 0.1 ns (ML/MM),-138886.73673000978
MACEsmall_1751_opt.json,2.25332671,MACEsmall 0.1 ns (ML/MM),-138886.7348851333
ANI2x_L_1241_opt.json,2.20068523,ANI2x 0.2 ns (ML/MM),-138886.73292103014
MACEsmall_1438_opt.json,2.38373555,MACEsmall 0.1 ns (ML/MM),-138886.73185426486
MACEsmall_0894_opt.json,2.41680768,MACEsmall 0.1 ns (ML/MM),-138886.73016626562
MACEsmall_1302_opt.json,2.36161696,MACEsmall 0.1 ns (ML/MM),-138886.72857239278
ANI2x_L_1330_opt.json,2.18764753,ANI2x 0.2 ns (ML/MM),-138886.72823353793
MACEsmall_0197_opt.json,2.46049261,MACEsmall 0.1 ns (ML/MM),-138886.72578625282
MACEsmall_0987_opt.json,2.39335201,MACEsmall 0.1 ns (ML/MM),-138886.7257799777
MACEsmall_0240_opt.json,2.44588004,MACEsmall 0.1 ns (ML/MM),-138886.72443710847
ANI2x_L_1227_opt.json,2.15418645,ANI2x 0.2 ns (ML/MM),-138886.72338289334
ANI2x_L_1243_opt.json,2.19670598,ANI2x 0.2 ns (ML/MM),-138886.7230879641
REST600d_0249_opt.json,2.71847681,SAGE 10 ns (16 REST up to 600K),-138886.71973706607
MACEsmall_0899_opt.json,2.36272828,MACEsmall 0.1 ns (ML/MM),-138886.7197119657
MACEsmall_1758_opt.json,2.16086633,MACEsmall 0.1 ns (ML/MM),-138886.71964293972
ANI2x_L_1004_opt.json,2.15977499,ANI2x 0.2 ns (ML/MM),-138886.71940448627
ANI2x_L_1625_opt.json,2.16065729,ANI2x 0.2 ns (ML/MM),-138886.7187016762
MACEsmall_1273_opt.json,2.33964482,MACEsmall 0.1 ns (ML/MM),-138886.71816829353
MACEsmall_1418_opt.json,2.39576773,MACEsmall 0.1 ns (ML/MM),-138886.71767883652
ANI2x_L_1175_opt.json,2.18286517,ANI2x 0.2 ns (ML/MM),-138886.7174592084
ANI2x_L_3856_opt.json,2.4223068,ANI2x 0.2 ns (ML/MM),-138886.71609123878
ANI2x_L_1628_opt.json,2.15639216,ANI2x 0.2 ns (ML/MM),-138886.71478602005
REST600d_0239_opt.json,2.52877856,SAGE 10 ns (16 REST up to 600K),-138886.71436558902
MACEsmall_1229_opt.json,2.36547826,MACEsmall 0.1 ns (ML/MM),-138886.71253326273
MACEsmall_0445_opt.json,2.41044055,MACEsmall 0.1 ns (ML/MM),-138886.71169867576
REMD_0973_opt.json,2.53499001,SAGE 10 ns (16 REMD up to 475K),-138886.71165475014
MACEsmall_1867_opt.json,2.20690231,MACEsmall 0.1 ns (ML/MM),-138886.70844190405
MACEsmall_0806_opt.json,2.40812313,MACEsmall 0.1 ns (ML/MM),-138886.7079022463
MACEsmall_0981_opt.json,2.35798543,MACEsmall 0.1 ns (ML/MM),-138886.7072935626
MACEsmall_0252_opt.json,2.42282373,MACEsmall 0.1 ns (ML/MM),-138886.7067790052
MACEsmall_0716_opt.json,2.37628123,MACEsmall 0.1 ns (ML/MM),-138886.70676645503
ANI2x_L_3724_opt.json,2.38701969,ANI2x 0.2 ns (ML/MM),-138886.70635229908
MACEsmall_0487_opt.json,2.39822662,MACEsmall 0.1 ns (ML/MM),-138886.7061577713
MACEsmall_1439_opt.json,2.4176273,MACEsmall 0.1 ns (ML/MM),-138886.70291354976
REMD_0446_opt.json,2.71481699,SAGE 10 ns (16 REMD up to 475K),-138886.7019597361
MACEsmall_1202_opt.json,2.39361823,MACEsmall 0.1 ns (ML/MM),-138886.70109377368
MACEsmall_0739_opt.json,2.43272308,MACEsmall 0.1 ns (ML/MM),-138886.69847078604
REMD_0693_opt.json,2.56151893,SAGE 10 ns (16 REMD up to 475K),-138886.69633098037
ANI2x_L_1239_opt.json,2.18591938,ANI2x 0.2 ns (ML/MM),-138886.6956720959
ANI2x_L_1289_opt.json,2.17476028,ANI2x 0.2 ns (ML/MM),-138886.69506341216
MACEsmall_1139_opt.json,2.37284677,MACEsmall 0.1 ns (ML/MM),-138886.69356366567
ANI2x_L_1626_opt.json,2.16886279,ANI2x 0.2 ns (ML/MM),-138886.69111638056
MACEsmall_0415_opt.json,2.39382163,MACEsmall 0.1 ns (ML/MM),-138886.69108500512
MACEsmall_0466_opt.json,2.40587757,MACEsmall 0.1 ns (ML/MM),-138886.6905265221
MACEsmall_0932_opt.json,2.38247608,MACEsmall 0.1 ns (ML/MM),-138886.68857496913
ANI2x_L_3779_opt.json,2.36674005,ANI2x 0.2 ns (ML/MM),-138886.68849966803
MACEsmall_0813_opt.json,2.40207641,MACEsmall 0.1 ns (ML/MM),-138886.68721954967
MACEsmall_0637_opt.json,2.35667097,MACEsmall 0.1 ns (ML/MM),-138886.68615278436
REMD_0676_opt.json,2.57764081,SAGE 10 ns (16 REMD up to 475K),-138886.68596453167
MACEsmall_0990_opt.json,2.3833505,MACEsmall 0.1 ns (ML/MM),-138886.68528054687
REMD_0403_opt.json,2.69276748,SAGE 10 ns (16 REMD up to 475K),-138886.68158451887
ANI2x_L_3751_opt.json,2.34690073,ANI2x 0.2 ns (ML/MM),-138886.67968316659
MACEsmall_1346_opt.json,2.34541024,MACEsmall 0.1 ns (ML/MM),-138886.6788548547
MACEsmall_0425_opt.json,2.36453535,MACEsmall 0.1 ns (ML/MM),-138886.67813949444
MACEsmall_1432_opt.json,2.40181549,MACEsmall 0.1 ns (ML/MM),-138886.67648287068
ANI2x_L_0985_opt.json,2.1749712,ANI2x 0.2 ns (ML/MM),-138886.6762193169
MACEsmall_1145_opt.json,2.3811836,MACEsmall 0.1 ns (ML/MM),-138886.6752717783
MACEsmall_1140_opt.json,2.38517439,MACEsmall 0.1 ns (ML/MM),-138886.67403558557
ANI2x_L_1714_opt.json,2.16298533,ANI2x 0.2 ns (ML/MM),-138886.67374065635
MACEsmall_0463_opt.json,2.37638541,MACEsmall 0.1 ns (ML/MM),-138886.6735147531
REST600d_0282_opt.json,2.56195952,SAGE 10 ns (16 REST up to 600K),-138886.67298137047
MACEsmall_1286_opt.json,2.40475029,MACEsmall 0.1 ns (ML/MM),-138886.6728433185
ANI2x_L_1287_opt.json,2.18529798,ANI2x 0.2 ns (ML/MM),-138886.67241033728
MACEsmall_0614_opt.json,2.35488667,MACEsmall 0.1 ns (ML/MM),-138886.67237268673
MACEsmall_0741_opt.json,2.40766712,MACEsmall 0.1 ns (ML/MM),-138886.67188322972
MACEsmall_0361_opt.json,2.40607667,MACEsmall 0.1 ns (ML/MM),-138886.67121807017
ANI2x_L_1197_opt.json,2.18512423,ANI2x 0.2 ns (ML/MM),-138886.67084156477
MACEsmall_0260_opt.json,2.35875946,MACEsmall 0.1 ns (ML/MM),-138886.66979989983
REMD_0078_opt.json,2.60861802,SAGE 10 ns (16 REMD up to 475K),-138886.66974342402
MACEsmall_0814_opt.json,2.40332646,MACEsmall 0.1 ns (ML/MM),-138886.6671831873
MACEsmall_0253_opt.json,2.42197017,MACEsmall 0.1 ns (ML/MM),-138886.66701375987
MACEsmall_1322_opt.json,2.3091182,MACEsmall 0.1 ns (ML/MM),-138886.66570854117
REST600d_0285_opt.json,2.59476217,SAGE 10 ns (16 REST up to 600K),-138886.6656771657
MACEsmall_1135_opt.json,2.37018626,MACEsmall 0.1 ns (ML/MM),-138886.66521280905
MACEsmall_0892_opt.json,2.3977642,MACEsmall 0.1 ns (ML/MM),-138886.66447234844
REMD_0930_opt.json,2.5291554,SAGE 10 ns (16 REMD up to 475K),-138886.66280944957
MACEsmall_0673_opt.json,2.34320406,MACEsmall 0.1 ns (ML/MM),-138886.6602241125
MACEsmall_1392_opt.json,2.40966456,MACEsmall 0.1 ns (ML/MM),-138886.6580905819
REST600d_0838_opt.json,2.49285057,SAGE 10 ns (16 REST up to 600K),-138886.657400322
MACEsmall_0859_opt.json,2.3874232,MACEsmall 0.1 ns (ML/MM),-138886.6569673408
MACEsmall_1750_opt.json,2.23428011,MACEsmall 0.1 ns (ML/MM),-138886.65684811407
MACEsmall_1136_opt.json,2.3374629,MACEsmall 0.1 ns (ML/MM),-138886.65600725202
REST600d_0894_opt.json,2.54080379,SAGE 10 ns (16 REST up to 600K),-138886.65599470184
MACEsmall_0241_opt.json,2.44741031,MACEsmall 0.1 ns (ML/MM),-138886.65483381017
ANI2x_L_1613_opt.json,2.13753484,ANI2x 0.2 ns (ML/MM),-138886.65405569904
MACEsmall_1230_opt.json,2.36480546,MACEsmall 0.1 ns (ML/MM),-138886.65013376778
MACEsmall_0465_opt.json,2.40226728,MACEsmall 0.1 ns (ML/MM),-138886.64994551506
MACEsmall_0680_opt.json,2.3788349,MACEsmall 0.1 ns (ML/MM),-138886.6497384371
MACEsmall_1878_opt.json,2.23116656,MACEsmall 0.1 ns (ML/MM),-138886.6471656502
MACEsmall_0441_opt.json,2.40262415,MACEsmall 0.1 ns (ML/MM),-138886.64222087926
MACEsmall_1265_opt.json,2.39076477,MACEsmall 0.1 ns (ML/MM),-138886.64155571975
ANI2x_L_3857_opt.json,2.43114042,ANI2x 0.2 ns (ML/MM),-138886.64070230752
MACEsmall_0424_opt.json,2.3709861,MACEsmall 0.1 ns (ML/MM),-138886.6405705306
REST600d_0111_opt.json,2.64243195,SAGE 10 ns (16 REST up to 600K),-138886.64050777972
ANI2x_L_1153_opt.json,2.15218453,ANI2x 0.2 ns (ML/MM),-138886.64043875373
MACEsmall_1341_opt.json,2.32466035,MACEsmall 0.1 ns (ML/MM),-138886.637878517
REMD_0949_opt.json,2.57536513,SAGE 10 ns (16 REMD up to 475K),-138886.63765888885
MACEsmall_0897_opt.json,2.38388229,MACEsmall 0.1 ns (ML/MM),-138886.63752711195
MACEsmall_0273_opt.json,2.40939122,MACEsmall 0.1 ns (ML/MM),-138886.6367490008
MACEsmall_1532_opt.json,2.32749452,MACEsmall 0.1 ns (ML/MM),-138886.63648544703
MACEsmall_1386_opt.json,2.183822,MACEsmall 0.1 ns (ML/MM),-138886.6363850456
MACEsmall_1746_opt.json,2.11863671,MACEsmall 0.1 ns (ML/MM),-138886.6327956941
MACEsmall_0884_opt.json,2.40557183,MACEsmall 0.1 ns (ML/MM),-138886.63240663853
GAFF_0994_opt.json,2.60723277,GAFF 10 ns classic,-138886.6320426833
MACEsmall_0885_opt.json,2.39291725,MACEsmall 0.1 ns (ML/MM),-138886.63113907035
MACEsmall_1217_opt.json,2.39309134,MACEsmall 0.1 ns (ML/MM),-138886.63017898158
ANI2x_L_3750_opt.json,2.36417017,ANI2x 0.2 ns (ML/MM),-138886.63009113033
MACEsmall_1414_opt.json,2.39430069,MACEsmall 0.1 ns (ML/MM),-138886.62907456572
MACEsmall_1294_opt.json,2.35406161,MACEsmall 0.1 ns (ML/MM),-138886.62799525025
MACEsmall_0705_opt.json,2.37593529,MACEsmall 0.1 ns (ML/MM),-138886.62739284162
MACEsmall_0409_opt.json,2.41206674,MACEsmall 0.1 ns (ML/MM),-138886.62692220986
ANI2x_L_3730_opt.json,2.40699641,ANI2x 0.2 ns (ML/MM),-138886.62660845538
ANI2x_L_1244_opt.json,2.17402164,ANI2x 0.2 ns (ML/MM),-138886.62660218027
ANI2x_L_1366_opt.json,2.20959577,ANI2x 0.2 ns (ML/MM),-138886.62644530303
MACEsmall_0713_opt.json,2.39781875,MACEsmall 0.1 ns (ML/MM),-138886.62355248653
MACEsmall_1195_opt.json,2.38785568,MACEsmall 0.1 ns (ML/MM),-138886.62256102232
MACEsmall_0738_opt.json,2.42421134,MACEsmall 0.1 ns (ML/MM),-138886.61801785717
SAGE_0964_opt.json,2.68151319,SAGE 10 ns classic,-138886.6178107792
REST600d_0129_opt.json,2.70355344,SAGE 10 ns (16 REST up to 600K),-138886.61740917343
MACEsmall_1393_opt.json,2.3886118,MACEsmall 0.1 ns (ML/MM),-138886.61732759725
ANI2x_L_1305_opt.json,2.25121398,ANI2x 0.2 ns (ML/MM),-138886.61713306946
ANI2x_L_3776_opt.json,2.40160256,ANI2x 0.2 ns (ML/MM),-138886.61658713664
REST600d_0888_opt.json,2.6238029,SAGE 10 ns (16 REST up to 600K),-138886.6164239843
MACEsmall_1704_opt.json,2.3182324,MACEsmall 0.1 ns (ML/MM),-138886.61461675836
MACEsmall_0596_opt.json,2.38532065,MACEsmall 0.1 ns (ML/MM),-138886.61404572517
MACEsmall_0464_opt.json,2.39728986,MACEsmall 0.1 ns (ML/MM),-138886.61370687032
MACEsmall_0621_opt.json,2.37248407,MACEsmall 0.1 ns (ML/MM),-138886.6130291606
REST600d_0362_opt.json,2.50751357,SAGE 10 ns (16 REST up to 600K),-138886.612778157
MACEsmall_0214_opt.json,2.46870388,MACEsmall 0.1 ns (ML/MM),-138886.61230125016
MACEsmall_0706_opt.json,2.37988971,MACEsmall 0.1 ns (ML/MM),-138886.61104623217
ANI2x_L_1157_opt.json,2.19433591,ANI2x 0.2 ns (ML/MM),-138886.61033087192
MACEsmall_1250_opt.json,2.37213854,MACEsmall 0.1 ns (ML/MM),-138886.6099104409
MACEsmall_0915_opt.json,2.40377409,MACEsmall 0.1 ns (ML/MM),-138886.60935195786
MACEsmall_0717_opt.json,2.40933467,MACEsmall 0.1 ns (ML/MM),-138886.6091386048
MACEsmall_0469_opt.json,2.39914579,MACEsmall 0.1 ns (ML/MM),-138886.6088123001
MACEsmall_1053_opt.json,2.399823,MACEsmall 0.1 ns (ML/MM),-138886.60723097745
MACEsmall_0702_opt.json,2.43485908,MACEsmall 0.1 ns (ML/MM),-138886.60628971396
ANI2x_L_1635_opt.json,2.22598507,ANI2x 0.2 ns (ML/MM),-138886.60615166198
MACEsmall_0622_opt.json,2.35614999,MACEsmall 0.1 ns (ML/MM),-138886.6051978483
MACEsmall_0935_opt.json,2.37316131,MACEsmall 0.1 ns (ML/MM),-138886.60488409377
MACEsmall_1870_opt.json,2.20704365,MACEsmall 0.1 ns (ML/MM),-138886.6036918267
ANI2x_L_3735_opt.json,2.34537363,ANI2x 0.2 ns (ML/MM),-138886.60332787145
MACEsmall_1469_opt.json,2.36132706,MACEsmall 0.1 ns (ML/MM),-138886.60270036245
REMD_0061_opt.json,2.50458917,SAGE 10 ns (16 REMD up to 475K),-138886.6025497603
MACEsmall_0657_opt.json,2.35820633,MACEsmall 0.1 ns (ML/MM),-138886.60078018493
MACEsmall_0696_opt.json,2.41143846,MACEsmall 0.1 ns (ML/MM),-138886.6000459994
MACEsmall_0262_opt.json,2.36794166,MACEsmall 0.1 ns (ML/MM),-138886.59921141242
ANI2x_L_3722_opt.json,2.37164292,ANI2x 0.2 ns (ML/MM),-138886.59655077427
MACEsmall_1272_opt.json,2.32873325,MACEsmall 0.1 ns (ML/MM),-138886.59632487103
MACEsmall_1754_opt.json,2.27963935,MACEsmall 0.1 ns (ML/MM),-138886.59519535484
MACEsmall_0620_opt.json,2.37041542,MACEsmall 0.1 ns (ML/MM),-138886.59453647037
MACEsmall_0817_opt.json,2.40754084,MACEsmall 0.1 ns (ML/MM),-138886.59363285743
REMD_0043_opt.json,2.48172655,SAGE 10 ns (16 REMD up to 475K),-138886.59303044877
MACEsmall_0907_opt.json,2.37748484,MACEsmall 0.1 ns (ML/MM),-138886.5925786423
MACEsmall_1047_opt.json,2.44241368,MACEsmall 0.1 ns (ML/MM),-138886.5916938546
REMD_0283_opt.json,2.55540635,SAGE 10 ns (16 REMD up to 475K),-138886.59164365387
MACEsmall_0447_opt.json,2.42275479,MACEsmall 0.1 ns (ML/MM),-138886.59075259112
ANI2x_L_1226_opt.json,2.19134036,ANI2x 0.2 ns (ML/MM),-138886.59048276223
MACEsmall_1343_opt.json,2.33882127,MACEsmall 0.1 ns (ML/MM),-138886.58873828722
MACEsmall_0802_opt.json,2.36991219,MACEsmall 0.1 ns (ML/MM),-138886.58846845833
MACEsmall_0238_opt.json,2.45268296,MACEsmall 0.1 ns (ML/MM),-138886.5873703176
MACEsmall_0233_opt.json,2.46136957,MACEsmall 0.1 ns (ML/MM),-138886.58695616166
MACEsmall_0852_opt.json,2.40740832,MACEsmall 0.1 ns (ML/MM),-138886.58644160428
MACEsmall_1470_opt.json,2.35539909,MACEsmall 0.1 ns (ML/MM),-138886.5858580209
MACEsmall_1185_opt.json,2.3688223,MACEsmall 0.1 ns (ML/MM),-138886.58564466785
MACEsmall_1959_opt.json,2.20256098,MACEsmall 0.1 ns (ML/MM),-138886.58560074223
MACEsmall_0412_opt.json,2.39552986,MACEsmall 0.1 ns (ML/MM),-138886.58493558268
MACEsmall_1845_opt.json,2.20166259,MACEsmall 0.1 ns (ML/MM),-138886.583774691
ANI2x_L_1007_opt.json,2.19683308,ANI2x 0.2 ns (ML/MM),-138886.58196119
MACEsmall_0731_opt.json,2.39136838,MACEsmall 0.1 ns (ML/MM),-138886.58130230557
ANI2x_L_0762_opt.json,2.243849,ANI2x 0.2 ns (ML/MM),-138886.57952018
MACEsmall_0656_opt.json,2.35442469,MACEsmall 0.1 ns (ML/MM),-138886.57818986094
MACEsmall_0278_opt.json,2.38101319,MACEsmall 0.1 ns (ML/MM),-138886.57738037434
MACEsmall_0275_opt.json,2.41715197,MACEsmall 0.1 ns (ML/MM),-138886.5767026646
ANI2x_L_3867_opt.json,2.42856184,ANI2x 0.2 ns (ML/MM),-138886.57641401046
MACEsmall_1137_opt.json,2.34228426,MACEsmall 0.1 ns (ML/MM),-138886.5758116018
MACEsmall_1283_opt.json,2.39697048,MACEsmall 0.1 ns (ML/MM),-138886.57564217437
ANI2x_L_0983_opt.json,2.19575771,ANI2x 0.2 ns (ML/MM),-138886.5749519145
MACEsmall_1188_opt.json,2.37234215,MACEsmall 0.1 ns (ML/MM),-138886.57466953542
MACEsmall_1268_opt.json,2.37673455,MACEsmall 0.1 ns (ML/MM),-138886.57404830153
ANI2x_L_1331_opt.json,2.18399948,ANI2x 0.2 ns (ML/MM),-138886.5735023687
ANI2x_L_1191_opt.json,2.19204152,ANI2x 0.2 ns (ML/MM),-138886.57303801205
MACEsmall_1292_opt.json,2.37881837,MACEsmall 0.1 ns (ML/MM),-138886.57207164817
MACEsmall_0718_opt.json,2.41339293,MACEsmall 0.1 ns (ML/MM),-138886.57132491245
ANI2x_L_1709_opt.json,2.14386098,ANI2x 0.2 ns (ML/MM),-138886.5709107565
MACEsmall_0709_opt.json,2.41505531,MACEsmall 0.1 ns (ML/MM),-138886.57004479412
MACEsmall_1678_opt.json,2.36033232,MACEsmall 0.1 ns (ML/MM),-138886.56750338266
ANI2x_L_1345_opt.json,2.19397492,ANI2x 0.2 ns (ML/MM),-138886.56702020072
REST600d_0349_opt.json,2.62720915,SAGE 10 ns (16 REST up to 600K),-138886.56607893723
MACEsmall_1276_opt.json,2.35810818,MACEsmall 0.1 ns (ML/MM),-138886.5649556961
MACEsmall_1307_opt.json,2.35845373,MACEsmall 0.1 ns (ML/MM),-138886.56487411994
REST600d_0099_opt.json,2.63505199,SAGE 10 ns (16 REST up to 600K),-138886.56404580807
MACEsmall_0493_opt.json,2.43378771,MACEsmall 0.1 ns (ML/MM),-138886.56366930265
MACEsmall_0255_opt.json,2.39372581,MACEsmall 0.1 ns (ML/MM),-138886.56287864133
MACEsmall_1411_opt.json,2.40100703,MACEsmall 0.1 ns (ML/MM),-138886.56286609115
MACEsmall_1231_opt.json,2.36738047,MACEsmall 0.1 ns (ML/MM),-138886.5608204118
MACEsmall_1718_opt.json,2.3118957,MACEsmall 0.1 ns (ML/MM),-138886.56014270207
MACEsmall_1693_opt.json,2.31733836,MACEsmall 0.1 ns (ML/MM),-138886.55989797358
ANI2x_L_1567_opt.json,2.13622522,ANI2x 0.2 ns (ML/MM),-138886.55989169847
MACEsmall_1872_opt.json,2.22363499,MACEsmall 0.1 ns (ML/MM),-138886.55879355772
ANI2x_L_3728_opt.json,2.40496249,ANI2x 0.2 ns (ML/MM),-138886.55860530504
