Frame,Temperature
0,0.0
15,0.0
14,0.0
13,0.0
12,0.0
11,0.0
10,0.0
9,0.0
8,0.0
7,0.0
6,0.0
5,0.0
4,0.0
3,0.0
2,0.0
1,0.0
451,178.60394288938113
2277,186.39156071472448
1292,188.77938130402057
1526,190.13841518486308
7498,191.74305866651878
1764,191.93008898610088
4905,192.8400175634934
6049,194.48968470641012
3406,194.67422435466588
986,194.8081257071607
500,195.07671846767272
5377,196.05095308029928
6137,196.2274696969562
70,196.84790309108485
501,197.1473050005047
682,197.2645446050282
6780,197.41564791768235
5941,197.56368390410574
2413,198.25965003425486
6593,199.31364506009638
6935,199.61532556730512
7721,200.08518854316668
3937,200.32205605554194
1211,200.32255302922783
5645,201.3346471060243
5253,201.34438991708103
2333,201.41586631291707
2948,201.41752030292582
4041,201.955284853454
6146,202.0996204553115
570,202.38649925269033
979,202.41075169512652
1123,202.84774509164137
3796,203.1857666788924
192,203.41218810183585
591,203.53693872908963
3360,203.68201557741858
3940,203.70616544332856
6773,203.79220904903545
369,203.9213194227001
2775,204.5148679962936
1767,204.51650236626753
4078,204.69879438880184
5579,204.70347185968794
7392,204.82878707324414
1050,204.82982550050397
6704,204.91376597644998
5314,205.06173945781256
1963,205.09763226098553
1765,205.2443054924713
4318,205.25294690117843
1778,205.37917099410083
4921,205.38124225360443
4796,205.4286237189428
7833,205.48283202556755
858,205.60143298350832
1695,205.73911231362308
1141,205.84112276126277
6430,205.96167722440015
349,206.00841658055668
6179,206.08544699383336
1591,206.11531023234664
2969,206.17248428382032
7019,206.35163841157512
1467,206.41516611693618
1682,206.45658878315714
2976,206.61535898205392
4686,206.63448674263816
61,206.6528446984844
6816,206.65822004276046
7519,206.73784713203372
3981,206.79037812944242
3645,206.898651560705
679,207.11136102639804
531,207.36436472264188
4638,207.38500678464493
6958,207.71934551443286
5748,207.85066327339732
4359,207.8716316889615
2500,207.87894580771965
6785,207.8830050676904
3005,207.98176467731284
4393,207.98883028441722
6484,208.0482926931136
6469,208.2451494575774
3768,208.27504871156614
6274,208.3007551890982
4485,208.52066860947454
5982,208.56409409537244
5745,208.5803409569422
1952,208.6721332289168
1662,208.6775370905897
374,208.73750094918552
7690,208.90890858072058
4166,209.12231231451264
6486,209.13836678446395
3176,209.30993018128427
1821,209.34727706610428
4623,209.38242289817038
5644,209.52045384549638
3037,209.6154759551941
1252,209.62395125813057
2023,209.62980278403222
7584,209.68222804003645
7515,209.76919644747795
3866,209.8657176245983
4322,209.91709190936027
7757,209.9719542912843
4711,210.04938495865036
7355,210.07295794819134
4249,210.13138620764428
2651,210.22096302601264
2788,210.36692644736553
7661,210.38028820327645
38,210.4056441944204
4021,210.44422300477595
464,210.52371894299216
1895,210.536162071852
5562,210.55449256267386
1308,210.6624648736129
2553,210.88422311305666
1744,210.9424702940437
6831,210.99418231118557
558,211.0879439158137
212,211.12311262942924
1081,211.13764760099062
5475,211.14247412763282
694,211.4046150865587
2640,211.4707800163539
5922,211.50091094857092
651,211.57973810805606
2495,211.6041548010154
3161,211.67936761057987
4367,211.805717751127
1258,211.83045000936906
