time,Potential Energy (kJ/mole)
2090.000000,-339675.875000
2100.000000,-340596.843750
2110.000000,-339467.406250
2120.000000,-339717.656250
2130.000000,-341185.875000
2140.000000,-339102.968750
2150.000000,-339401.593750
2160.000000,-340370.750000
2170.000000,-341132.187500
2180.000000,-338304.125000
2190.000000,-339225.593750
2200.000000,-339964.000000
2210.000000,-339936.218750
2220.000000,-340010.000000
2230.000000,-339862.281250
2240.000000,-338997.968750
2250.000000,-339813.187500
2260.000000,-340181.750000
2270.000000,-340189.000000
2280.000000,-339730.281250
2290.000000,-339256.875000
2300.000000,-340157.218750
2310.000000,-339155.906250
2320.000000,-339876.500000
2330.000000,-340491.906250
2340.000000,-339640.125000
2350.000000,-340156.406250
2360.000000,-339176.750000
2370.000000,-339229.312500
2380.000000,-341252.500000
2390.000000,-341703.031250
2400.000000,-340534.281250
2410.000000,-340136.437500
2420.000000,-339621.812500
2430.000000,-340721.156250
2440.000000,-341267.125000
2450.000000,-340483.156250
2460.000000,-340459.781250
2470.000000,-341327.125000
2480.000000,-340733.062500
2490.000000,-341665.125000
2500.000000,-341109.656250
2510.000000,-340404.218750
2520.000000,-340165.531250
2530.000000,-339211.531250
2540.000000,-338849.562500
2550.000000,-339976.843750
2560.000000,-338110.718750
2570.000000,-340209.593750
2580.000000,-340039.156250
2590.000000,-340516.531250
2600.000000,-339558.375000
2610.000000,-340607.031250
2620.000000,-339882.437500
2630.000000,-339571.718750
2640.000000,-340168.062500
2650.000000,-341990.781250
2660.000000,-339480.031250
2670.000000,-339407.500000
2680.000000,-340241.156250
2690.000000,-339096.625000
2700.000000,-341600.750000
2710.000000,-338451.437500
2720.000000,-339540.500000
2730.000000,-339513.093750
2740.000000,-339237.875000
2750.000000,-340070.687500
2760.000000,-339070.968750
2770.000000,-339510.187500
2780.000000,-340181.000000
2790.000000,-340013.312500
2800.000000,-339908.750000
2810.000000,-338786.843750
2820.000000,-340034.718750
2830.000000,-339840.781250
2840.000000,-339071.093750
2850.000000,-339744.281250
2860.000000,-340192.875000
2870.000000,-339438.437500
2880.000000,-337919.500000
2890.000000,-339227.187500
2900.000000,-340077.593750
2910.000000,-340216.281250
2920.000000,-341232.937500
2930.000000,-339755.312500
2940.000000,-340739.250000
2950.000000,-339875.343750
2960.000000,-339733.531250
2970.000000,-340676.625000
2980.000000,-341047.656250
2990.000000,-341035.968750
3000.000000,-340854.625000
3010.000000,-340423.625000
3020.000000,-339986.968750
3030.000000,-339086.468750
3040.000000,-339787.187500
3050.000000,-339234.625000
3060.000000,-340474.562500
3070.000000,-340593.468750
3080.000000,-338350.156250
3090.000000,-341540.250000
3100.000000,-338742.812500
3110.000000,-340447.437500
3120.000000,-340428.156250
3130.000000,-340394.093750
3140.000000,-339058.406250
3150.000000,-341622.656250
3160.000000,-340852.250000
3170.000000,-339614.031250
3180.000000,-339304.906250
3190.000000,-340016.437500
3200.000000,-339433.312500
3210.000000,-339857.937500
3220.000000,-340036.500000
3230.000000,-340343.468750
3240.000000,-338924.781250
3250.000000,-341138.500000
3260.000000,-339980.281250
3270.000000,-338101.750000
3280.000000,-339332.781250
3290.000000,-340245.218750
3300.000000,-341426.375000
3310.000000,-339720.625000
3320.000000,-338700.093750
3330.000000,-340131.718750
3340.000000,-340948.218750
3350.000000,-339557.031250
3360.000000,-341460.062500
3370.000000,-339345.562500
3380.000000,-340470.968750
3390.000000,-339463.281250
3400.000000,-339512.968750
3410.000000,-340259.218750
3420.000000,-339185.281250
3430.000000,-339236.718750
3440.000000,-339329.500000
3450.000000,-340666.375000
3460.000000,-340165.906250
3470.000000,-340222.031250
3480.000000,-339326.406250
3490.000000,-340216.656250
3500.000000,-339631.312500
3510.000000,-340470.968750
3520.000000,-339391.781250
3530.000000,-340683.812500
3540.000000,-340719.187500
3550.000000,-340063.968750
3560.000000,-339745.437500
3570.000000,-340498.000000
3580.000000,-339326.968750
3590.000000,-340074.750000
3600.000000,-339801.562500
3610.000000,-340684.468750
3620.000000,-339564.968750
3630.000000,-341178.812500
3640.000000,-339083.000000
3650.000000,-340446.531250
3660.000000,-338322.906250
3670.000000,-340299.562500
3680.000000,-339076.937500
3690.000000,-340484.250000
3700.000000,-340350.218750
3710.000000,-340660.468750
3720.000000,-339654.031250
3730.000000,-340115.593750
3740.000000,-339947.625000
3750.000000,-340247.687500
3760.000000,-340034.937500
3770.000000,-340950.031250
3780.000000,-339269.656250
3790.000000,-340107.250000
3800.000000,-338868.281250
3810.000000,-339601.437500
3820.000000,-339712.562500
3830.000000,-340743.406250
3840.000000,-340515.562500
3850.000000,-340382.656250
3860.000000,-339254.562500
3870.000000,-340247.500000
3880.000000,-340936.812500
3890.000000,-338995.437500
3900.000000,-339299.187500
3910.000000,-338968.343750
3920.000000,-340325.125000
3930.000000,-339650.500000
3940.000000,-339713.593750
3950.000000,-339008.625000
3960.000000,-339408.781250
3970.000000,-340854.437500
3980.000000,-340896.531250
3990.000000,-340861.437500
4000.000000,-339454.718750
4010.000000,-339156.375000
4020.000000,-340308.687500
4030.000000,-340583.000000
4040.000000,-339529.875000
4050.000000,-340412.406250
4060.000000,-339241.187500
4070.000000,-340454.000000
4080.000000,-339817.093750
4090.000000,-340623.968750
4100.000000,-339973.437500
4110.000000,-339895.718750
4120.000000,-340562.750000
4130.000000,-339363.718750
4140.000000,-339954.687500
4150.000000,-338954.875000
4160.000000,-341955.281250
4170.000000,-341162.781250
4180.000000,-340997.406250
4190.000000,-339899.312500
4200.000000,-340198.031250
4210.000000,-340907.875000
4220.000000,-340548.500000
4230.000000,-340306.437500
4240.000000,-339619.562500
4250.000000,-339838.937500
4260.000000,-339098.906250
4270.000000,-339866.812500
4280.000000,-339490.250000
4290.000000,-340575.843750
4300.000000,-340301.031250
4310.000000,-340519.875000
4320.000000,-338901.625000
4330.000000,-340325.843750
4340.000000,-340577.000000
4350.000000,-340910.343750
4360.000000,-339528.156250
4370.000000,-338752.156250
4380.000000,-338764.343750
4390.000000,-339149.343750
4400.000000,-339287.875000
4410.000000,-338538.500000
4420.000000,-339275.281250
4430.000000,-341136.562500
4440.000000,-340650.781250
4450.000000,-340640.093750
4460.000000,-339629.843750
4470.000000,-341059.812500
4480.000000,-340067.468750
4490.000000,-340522.625000
4500.000000,-339627.406250
4510.000000,-338748.156250
4520.000000,-340943.500000
4530.000000,-339576.875000
4540.000000,-340757.906250
4550.000000,-340282.031250
4560.000000,-340447.906250
4570.000000,-340025.375000
4580.000000,-339163.468750
4590.000000,-338970.718750
4600.000000,-339280.843750
4610.000000,-340064.562500
4620.000000,-340362.625000
4630.000000,-339443.687500
4640.000000,-339634.812500
4650.000000,-340051.593750
4660.000000,-338860.500000
4670.000000,-339808.343750
4680.000000,-339625.562500
4690.000000,-340541.218750
4700.000000,-339600.687500
4710.000000,-339313.031250
4720.000000,-340889.000000
4730.000000,-338835.468750
4740.000000,-340150.687500
4750.000000,-339515.187500
4760.000000,-341543.343750
4770.000000,-340303.875000
4780.000000,-340054.031250
4790.000000,-340659.593750
4800.000000,-340533.500000
4810.000000,-340276.000000
4820.000000,-339143.687500
4830.000000,-339838.468750
4840.000000,-338866.250000
4850.000000,-339172.531250
4860.000000,-339984.031250
4870.000000,-340275.375000
4880.000000,-340432.406250
4890.000000,-339599.281250
4900.000000,-339793.625000
4910.000000,-339091.312500
4920.000000,-339825.343750
4930.000000,-339978.406250
4940.000000,-340764.187500
4950.000000,-339853.281250
4960.000000,-339729.687500
4970.000000,-340731.937500
4980.000000,-338650.156250
4990.000000,-340844.687500
5000.000000,-339258.000000
5010.000000,-340672.125000
5020.000000,-340937.718750
5030.000000,-341201.000000
5040.000000,-340086.500000
5050.000000,-340519.593750
5060.000000,-339364.406250
5070.000000,-341057.437500
5080.000000,-339717.781250
5090.000000,-339765.156250
5100.000000,-340090.093750
5110.000000,-339108.375000
5120.000000,-339212.500000
5130.000000,-338443.000000
5140.000000,-340499.906250
5150.000000,-339964.343750
5160.000000,-340299.437500
5170.000000,-337688.218750
5180.000000,-339841.812500
5190.000000,-340206.281250
5200.000000,-340307.000000
5210.000000,-340009.437500
5220.000000,-340153.875000
5230.000000,-339070.375000
5240.000000,-339537.437500
5250.000000,-339004.312500
5260.000000,-340424.281250
5270.000000,-340889.625000
5280.000000,-339687.250000
5290.000000,-340847.843750
5300.000000,-339796.843750
5310.000000,-338980.843750
5320.000000,-339034.656250
5330.000000,-338873.031250
5340.000000,-340482.625000
5350.000000,-339394.687500
5360.000000,-338471.187500
5370.000000,-341970.312500
5380.000000,-340405.968750
5390.000000,-340244.875000
5400.000000,-338790.062500
5410.000000,-339639.093750
5420.000000,-341266.687500
5430.000000,-341280.031250
5440.000000,-339876.843750
5450.000000,-338658.281250
5460.000000,-339220.156250
5470.000000,-340127.343750
5480.000000,-338606.468750
5490.000000,-339910.562500
5500.000000,-339471.125000
5510.000000,-339398.500000
5520.000000,-340042.031250
5530.000000,-340330.562500
5540.000000,-340104.781250
5550.000000,-341291.750000
5560.000000,-340514.812500
5570.000000,-340105.750000
5580.000000,-340300.437500
5590.000000,-340577.343750
5600.000000,-340704.968750
5610.000000,-341132.406250
5620.000000,-339787.156250
5630.000000,-339334.062500
5640.000000,-339274.906250
5650.000000,-339270.781250
5660.000000,-340163.687500
5670.000000,-339480.031250
5680.000000,-339769.281250
5690.000000,-340788.781250
5700.000000,-340434.125000
5710.000000,-341288.343750
5720.000000,-338442.312500
5730.000000,-338638.218750
5740.000000,-339405.968750
5750.000000,-341210.906250
5760.000000,-339217.968750
5770.000000,-340627.031250
5780.000000,-340865.343750
5790.000000,-341043.656250
5800.000000,-340918.500000
5810.000000,-339864.781250
5820.000000,-340110.968750
5830.000000,-340869.656250
5840.000000,-340412.062500
5850.000000,-340351.781250
5860.000000,-339956.031250
5870.000000,-339748.281250
5880.000000,-340035.968750
5890.000000,-340500.718750
5900.000000,-339719.750000
5910.000000,-338532.656250
5920.000000,-339056.281250
5930.000000,-339020.031250
5940.000000,-341615.437500
5950.000000,-341458.406250
5960.000000,-341082.968750
5970.000000,-341205.812500
5980.000000,-340313.531250
5990.000000,-339560.843750
6000.000000,-340888.937500
6010.000000,-339298.687500
6020.000000,-340750.718750
6030.000000,-339227.843750
6040.000000,-339661.250000
6050.000000,-340829.437500
6060.000000,-339479.062500
6070.000000,-339846.968750
6080.000000,-339865.000000
6090.000000,-339514.718750
6100.000000,-339201.156250
6110.000000,-340293.500000
6120.000000,-339472.968750
6130.000000,-339795.437500
6140.000000,-339174.406250
6150.000000,-339238.593750
6160.000000,-340784.000000
6170.000000,-340519.062500
6180.000000,-339361.093750
6190.000000,-338240.062500
6200.000000,-339821.750000
6210.000000,-339822.968750
6220.000000,-339879.093750
6230.000000,-340292.593750
6240.000000,-340347.343750
6250.000000,-339732.406250
6260.000000,-338517.375000
6270.000000,-338666.625000
6280.000000,-339309.031250
6290.000000,-340218.562500
6300.000000,-341189.156250
6310.000000,-339100.375000
6320.000000,-339762.125000
6330.000000,-339715.281250
6340.000000,-339395.343750
6350.000000,-338968.062500
6360.000000,-340718.656250
6370.000000,-340268.437500
6380.000000,-340689.468750
6390.000000,-338306.937500
6400.000000,-340593.187500
6410.000000,-339895.875000
6420.000000,-340800.687500
6430.000000,-340705.468750
6440.000000,-340782.500000
6450.000000,-339838.875000
6460.000000,-339131.687500
6470.000000,-339994.750000
6480.000000,-340053.718750
6490.000000,-339132.468750
6500.000000,-339074.437500
6510.000000,-339744.531250
6520.000000,-339553.000000
6530.000000,-339639.843750
6540.000000,-340473.937500
6550.000000,-341188.437500
6560.000000,-341419.218750
6570.000000,-338950.062500
6580.000000,-340296.406250
6590.000000,-339464.437500
6600.000000,-340645.000000
6610.000000,-339170.625000
6620.000000,-340423.468750
6630.000000,-339212.875000
6640.000000,-338280.687500
6650.000000,-340326.093750
6660.000000,-340728.531250
6670.000000,-340863.687500
6680.000000,-337935.812500
6690.000000,-339757.218750
6700.000000,-340101.312500
6710.000000,-339734.062500
6720.000000,-339233.687500
6730.000000,-340572.593750
6740.000000,-339988.531250
6750.000000,-339715.687500
6760.000000,-340595.343750
6770.000000,-340512.375000
6780.000000,-339516.531250
6790.000000,-338920.781250
6800.000000,-339970.718750
6810.000000,-340109.656250
6820.000000,-339441.937500
6830.000000,-339948.718750
6840.000000,-340137.468750
6850.000000,-339846.906250
6860.000000,-340050.906250
6870.000000,-339131.750000
6880.000000,-338020.937500
6890.000000,-338098.375000
6900.000000,-340466.531250
6910.000000,-338821.718750
6920.000000,-340209.656250
6930.000000,-340047.750000
6940.000000,-339954.125000
6950.000000,-340052.875000
6960.000000,-340077.875000
6970.000000,-341255.437500
6980.000000,-338764.031250
6990.000000,-338553.437500
7000.000000,-340201.437500
7010.000000,-339440.031250
7020.000000,-340967.000000
7030.000000,-339366.531250
7040.000000,-339419.531250
7050.000000,-340861.781250
7060.000000,-340759.000000
7070.000000,-339568.500000
7080.000000,-341182.750000
7090.000000,-340336.906250
7100.000000,-340628.687500
7110.000000,-339158.062500
7120.000000,-341116.937500
7130.000000,-340239.781250
7140.000000,-340502.593750
7150.000000,-340716.625000
7160.000000,-339364.875000
7170.000000,-340242.312500
7180.000000,-339803.968750
7190.000000,-339174.812500
7200.000000,-339216.406250
7210.000000,-338993.343750
7220.000000,-339911.937500
7230.000000,-338985.875000
7240.000000,-340098.562500
7250.000000,-340088.906250
7260.000000,-338088.218750
7270.000000,-339915.843750
7280.000000,-340157.812500
7290.000000,-339828.406250
7300.000000,-340921.562500
7310.000000,-339574.125000
7320.000000,-340076.000000
7330.000000,-340579.062500
7340.000000,-340059.937500
7350.000000,-341469.093750
7360.000000,-340147.406250
7370.000000,-339965.062500
7380.000000,-341017.218750
7390.000000,-340357.312500
7400.000000,-339993.593750
7410.000000,-340586.156250
7420.000000,-340790.843750
7430.000000,-339307.250000
7440.000000,-341181.718750
7450.000000,-339809.906250
7460.000000,-340651.406250
7470.000000,-339726.468750
7480.000000,-339579.406250
7490.000000,-341178.000000
7500.000000,-340429.656250
7510.000000,-339460.437500
7520.000000,-341221.718750
7530.000000,-340335.156250
7540.000000,-341234.906250
7550.000000,-339629.875000
7560.000000,-339821.125000
7570.000000,-338869.218750
7580.000000,-339855.031250
7590.000000,-339886.437500
7600.000000,-339498.156250
7610.000000,-340818.625000
7620.000000,-338537.875000
7630.000000,-340042.343750
7640.000000,-340493.906250
7650.000000,-339572.937500
7660.000000,-339576.531250
7670.000000,-338821.218750
7680.000000,-339335.250000
7690.000000,-340436.000000
7700.000000,-340414.125000
7710.000000,-340329.437500
7720.000000,-340866.312500
7730.000000,-339060.125000
7740.000000,-339943.250000
7750.000000,-340249.750000
7760.000000,-339786.937500
7770.000000,-340803.656250
7780.000000,-340016.718750
7790.000000,-340220.468750
7800.000000,-340242.062500
7810.000000,-338517.250000
7820.000000,-340190.968750
7830.000000,-339633.187500
7840.000000,-339355.875000
7850.000000,-340040.468750
7860.000000,-340169.718750
7870.000000,-340027.750000
7880.000000,-339754.656250
7890.000000,-339050.000000
7900.000000,-338953.781250
7910.000000,-340090.250000
7920.000000,-338779.218750
7930.000000,-340003.250000
7940.000000,-338604.281250
7950.000000,-339556.156250
7960.000000,-339060.812500
7970.000000,-340283.093750
7980.000000,-339102.875000
7990.000000,-340007.625000
8000.000000,-339499.937500
8010.000000,-339359.468750
8020.000000,-340062.968750
8030.000000,-340191.437500
8040.000000,-337754.437500
8050.000000,-339602.031250
8060.000000,-341624.593750
8070.000000,-340923.468750
8080.000000,-339351.375000
8090.000000,-340246.625000
8100.000000,-339238.187500
8110.000000,-339508.625000
8120.000000,-340655.093750
8130.000000,-340500.968750
8140.000000,-341163.937500
8150.000000,-340910.718750
8160.000000,-339818.125000
8170.000000,-340649.687500
8180.000000,-340982.750000
8190.000000,-339560.062500
8200.000000,-340012.281250
8210.000000,-338654.937500
8220.000000,-339941.031250
8230.000000,-339515.531250
8240.000000,-338974.812500
8250.000000,-340039.687500
8260.000000,-339233.218750
8270.000000,-339666.562500
8280.000000,-340108.843750
8290.000000,-341161.062500
8300.000000,-338839.656250
8310.000000,-341406.031250
8320.000000,-340292.093750
8330.000000,-339439.718750
8340.000000,-340506.343750
8350.000000,-340146.687500
8360.000000,-341649.656250
8370.000000,-339529.437500
8380.000000,-340940.000000
8390.000000,-340583.250000
8400.000000,-339866.625000
8410.000000,-339432.593750
8420.000000,-340389.968750
8430.000000,-340298.187500
8440.000000,-339043.312500
8450.000000,-340610.125000
8460.000000,-339740.500000
8470.000000,-339438.750000
8480.000000,-340056.781250
8490.000000,-340114.625000
8500.000000,-340719.968750
8510.000000,-340063.875000
8520.000000,-341294.625000
8530.000000,-340297.812500
8540.000000,-339446.125000
8550.000000,-339730.343750
8560.000000,-340096.000000
8570.000000,-339624.406250
8580.000000,-339812.250000
8590.000000,-339205.343750
8600.000000,-340146.000000
8610.000000,-339871.156250
8620.000000,-340303.406250
8630.000000,-339312.312500
8640.000000,-340217.750000
8650.000000,-339654.218750
8660.000000,-339970.593750
8670.000000,-339893.437500
8680.000000,-339083.437500
8690.000000,-340568.187500
8700.000000,-341452.906250
8710.000000,-340343.656250
8720.000000,-340013.781250
8730.000000,-339304.375000
8740.000000,-338815.500000
8750.000000,-339919.750000
8760.000000,-340832.531250
8770.000000,-339915.500000
8780.000000,-339590.031250
8790.000000,-339794.156250
8800.000000,-340839.250000
8810.000000,-339793.562500
8820.000000,-339575.468750
8830.000000,-340408.968750
8840.000000,-340262.625000
8850.000000,-339099.062500
8860.000000,-340410.375000
8870.000000,-341036.781250
8880.000000,-339276.437500
8890.000000,-339409.437500
8900.000000,-340976.718750
8910.000000,-338997.531250
8920.000000,-340652.031250
8930.000000,-340100.687500
8940.000000,-339513.968750
8950.000000,-340928.687500
8960.000000,-339037.562500
8970.000000,-341086.343750
8980.000000,-338851.125000
8990.000000,-339957.500000
9000.000000,-340207.687500
9010.000000,-338798.687500
9020.000000,-339848.125000
9030.000000,-340241.625000
9040.000000,-339873.625000
9050.000000,-340360.843750
9060.000000,-340931.281250
9070.000000,-341272.531250
9080.000000,-341532.343750
9090.000000,-340439.406250
9100.000000,-338720.625000
9110.000000,-339899.968750
9120.000000,-339884.531250
9130.000000,-339126.281250
9140.000000,-339356.000000
9150.000000,-340678.281250
9160.000000,-341356.718750
9170.000000,-339376.750000
9180.000000,-340681.031250
9190.000000,-340064.906250
9200.000000,-340517.250000
9210.000000,-340329.218750
9220.000000,-340396.250000
9230.000000,-340542.937500
9240.000000,-340598.218750
9250.000000,-339495.062500
9260.000000,-341953.000000
9270.000000,-339398.937500
9280.000000,-339254.406250
9290.000000,-339302.062500
9300.000000,-339213.343750
9310.000000,-340411.687500
9320.000000,-339822.656250
9330.000000,-339615.062500
9340.000000,-340311.843750
9350.000000,-340753.312500
9360.000000,-341881.156250
9370.000000,-340826.000000
9380.000000,-339966.187500
9390.000000,-339618.718750
9400.000000,-340868.906250
9410.000000,-339989.937500
9420.000000,-339783.437500
9430.000000,-340422.437500
9440.000000,-340697.031250
9450.000000,-340313.968750
9460.000000,-340074.843750
9470.000000,-339811.656250
9480.000000,-339390.531250
9490.000000,-340581.718750
9500.000000,-340551.500000
9510.000000,-340107.750000
9520.000000,-339457.468750
9530.000000,-339725.531250
9540.000000,-341003.187500
9550.000000,-339683.343750
9560.000000,-341266.875000
9570.000000,-340919.812500
9580.000000,-341136.000000
9590.000000,-340372.125000
9600.000000,-339629.406250
9610.000000,-341435.312500
9620.000000,-339944.781250
9630.000000,-339067.531250
9640.000000,-340319.968750
9650.000000,-340137.093750
9660.000000,-340607.312500
9670.000000,-340497.531250
9680.000000,-339156.531250
9690.000000,-339898.500000
9700.000000,-340093.093750
9710.000000,-340090.593750
9720.000000,-340375.406250
9730.000000,-340761.750000
9740.000000,-340304.375000
9750.000000,-340072.593750
9760.000000,-339680.093750
9770.000000,-341156.375000
9780.000000,-339870.250000
9790.000000,-339488.875000
9800.000000,-340145.500000
9810.000000,-340622.500000
9820.000000,-340853.875000
9830.000000,-341854.375000
9840.000000,-339724.718750
9850.000000,-341276.375000
9860.000000,-340591.843750
9870.000000,-341341.281250
9880.000000,-339560.125000
9890.000000,-341064.562500
9900.000000,-340912.875000
9910.000000,-338906.250000
9920.000000,-339626.250000
9930.000000,-340670.375000
9940.000000,-339393.906250
9950.000000,-340641.562500
9960.000000,-339913.218750
9970.000000,-339768.781250
9980.000000,-339570.531250
9990.000000,-339846.937500
10000.000000,-339434.843750
