#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,299.41802511006114,0,--
20.0%,500000,303.51384414408835,452,25:29
30.0%,750000,297.0111375682083,454,22:12
40.0%,1000000,301.32374974704106,455,19:00
50.0%,1250000,303.1326652836171,455,15:50
60.0%,1500000,298.44417771886845,454,12:40
70.0%,1750000,299.1667467227621,454,9:30
80.0%,2000000,302.83487140562653,454,6:20
90.0%,2250000,301.5145004082712,454,3:10
100.0%,2500000,299.1975817190665,454,0:00
