#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
10001000,20002.000003157442,-346235.0475362013,59925.16010644712,-286309.8874297542,273.48701813098114,273.72426636562705,0.9598748430655164,0
10002000,20004.00000315785,-337470.33318073256,63969.30132528255,-273501.03185545,291.943708457302,273.72426636562705,0.9598748430655164,324
10003000,20006.000003158257,-335271.98747760756,64779.66109179391,-270492.32638581365,295.64203610069643,273.72426636562705,0.9598748430655164,324
10004000,20008.000003158664,-335398.2496846388,65629.58005169488,-269768.66963294393,299.52090436877296,273.72426636562705,0.9598748430655164,320
10005000,20010.00000315907,-334570.31755573256,65330.99977482646,-269239.3177809061,298.1582408490023,273.72426636562705,0.9598748430655164,318
10006000,20012.00000315948,-334841.05388385756,65707.54557586112,-269133.50830799644,299.8767241727312,273.72426636562705,0.9598748430655164,316
10007000,20014.000003159887,-334094.6295674513,66498.44062109059,-267596.1889463607,303.4862185352019,273.72426636562705,0.9598748430655164,315
10008000,20016.000003160294,-333847.6295674513,65835.09225327114,-268012.53731418017,300.45882291748916,273.72426636562705,0.9598748430655164,314
10009000,20018.0000031607,-334465.37321979506,65060.49161785148,-269404.8816019436,296.92369313816135,273.72426636562705,0.9598748430655164,316
10010000,20020.00000316111,-334603.1998799513,65882.05521570728,-268721.144664244,300.6731529340705,273.72426636562705,0.9598748430655164,316
10011000,20022.000003161516,-334609.9537862013,65766.12760896352,-268843.8261772378,300.1440814150109,273.72426636562705,0.9598748430655164,315
10012000,20024.000003161924,-333964.11638385756,65553.31633229798,-268410.8000515596,299.1728512776776,273.72426636562705,0.9598748430655164,316
10013000,20026.00000316233,-334680.3219502638,65215.16617331409,-269465.1557769497,297.6295983519157,273.72426636562705,0.9598748430655164,316
10014000,20028.00000316274,-335173.45036823256,65955.78233197599,-269217.66803625657,301.0096294515785,273.72426636562705,0.9598748430655164,316
10015000,20030.000003163146,-332855.73845417006,66100.10173456627,-266755.6367196038,301.66827571973613,273.72426636562705,0.9598748430655164,315
10016000,20032.000003163554,-333214.18669635756,66311.48317664862,-266902.70351970894,302.6329803643401,273.72426636562705,0.9598748430655164,313
10017000,20034.00000316396,-334604.02946979506,65782.59534895187,-268821.4341208432,300.21923704407834,273.72426636562705,0.9598748430655164,311
10018000,20036.00000316437,-334585.84001667006,65840.29693063698,-268745.5430860331,300.4825760737692,273.72426636562705,0.9598748430655164,311
10019000,20038.000003164776,-334074.51579792006,65978.3553591494,-268096.16043877066,301.1126484486221,273.72426636562705,0.9598748430655164,311
10020000,20040.000003165183,-334120.82829792006,65868.66588157229,-268252.16241634777,300.6120465630432,273.72426636562705,0.9598748430655164,311
10021000,20042.00000316559,-334715.88396198256,65590.64661620627,-269125.2373457763,299.34321958397703,273.72426636562705,0.9598748430655164,311
10022000,20044.000003166,-334812.1842549513,65375.1543962179,-269437.0298587334,298.35975413189715,273.72426636562705,0.9598748430655164,312
10023000,20046.000003166406,-334561.21208698256,65504.10992025968,-269057.1021667229,298.94828258437116,273.72426636562705,0.9598748430655164,312
10024000,20048.000003166813,-334558.73650104506,66352.38260479864,-268206.3538962464,302.8196375652244,273.72426636562705,0.9598748430655164,312
10025000,20050.00000316722,-334647.10661823256,66357.10462682112,-268290.00199141144,302.8411879744379,273.72426636562705,0.9598748430655164,312
10026000,20052.000003167628,-334338.31950885756,65453.89385661279,-268884.42565224477,298.71910603340876,273.72426636562705,0.9598748430655164,312
10027000,20054.000003168036,-333967.07341510756,66109.68425693084,-267857.3891581767,301.7120085268409,273.72426636562705,0.9598748430655164,313
10028000,20056.000003168443,-334662.94157917006,66274.98828899954,-268387.9532901705,302.4664246474686,273.72426636562705,0.9598748430655164,313
10029000,20058.00000316885,-334076.8239033888,65404.3840922488,-268672.43981114,298.4931528978607,273.72426636562705,0.9598748430655164,313
10030000,20060.000003169258,-334478.3776143263,65940.32437682361,-268538.0532375027,300.93908228819146,273.72426636562705,0.9598748430655164,313
10031000,20062.000003169665,-333571.5690205763,65751.60265364731,-267819.966366929,300.07779228518854,273.72426636562705,0.9598748430655164,314
10032000,20064.000003170073,-334100.91716510756,65847.54935699166,-268253.3678081159,300.5156747664457,273.72426636562705,0.9598748430655164,314
10033000,20066.00000317048,-334145.14372760756,65405.32033128035,-268739.8233963272,298.49742571449633,273.72426636562705,0.9598748430655164,314
10034000,20068.000003170888,-335093.14665729506,66370.72661978193,-268722.42003751313,302.903356156037,273.72426636562705,0.9598748430655164,314
10035000,20070.000003171295,-333526.0543721388,66086.55968586926,-267439.49468626955,301.6064723885318,273.72426636562705,0.9598748430655164,314
10036000,20072.000003171703,-334018.44060260756,66015.37638555281,-268003.06421705475,301.28160536256667,273.72426636562705,0.9598748430655164,314
10037000,20074.00000317211,-334885.8668721388,66003.3647100681,-268882.5021620707,301.2267863632476,273.72426636562705,0.9598748430655164,313
10038000,20076.000003172518,-335106.1334737013,65783.07602594863,-269323.0574477527,300.2214307623478,273.72426636562705,0.9598748430655164,313
10039000,20078.000003172925,-334145.06169635756,65756.74072038964,-268388.3209759679,300.1012414432688,273.72426636562705,0.9598748430655164,313
10040000,20080.000003173333,-335058.77751667006,65976.68755557627,-269082.0899610938,301.1050369107433,273.72426636562705,0.9598748430655164,313
10041000,20082.00000317374,-334017.05681354506,65982.18469188258,-268034.8721216625,301.13012479392967,273.72426636562705,0.9598748430655164,313
