#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,299.91509692974466,0,--
20.0%,500000,300.22344291758026,454,25:23
30.0%,750000,303.4678355103847,453,22:13
40.0%,1000000,300.3809216210862,454,19:01
50.0%,1250000,302.7523049672621,455,15:50
60.0%,1500000,300.9635542414517,455,12:39
70.0%,1750000,303.8643841723297,455,9:30
80.0%,2000000,305.1411670936861,455,6:20
90.0%,2250000,299.4081693484694,454,3:10
100.0%,2500000,296.9498783901853,454,0:00
