#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,300.95783825439565,0,--
20.0%,500000,297.82892523028306,476,24:13
30.0%,750000,299.30077520455046,476,21:09
40.0%,1000000,296.33826525007765,478,18:03
50.0%,1250000,300.9319008518862,477,15:05
60.0%,1500000,301.15338036121153,476,12:06
70.0%,1750000,298.0975798835075,476,9:04
80.0%,2000000,299.6299102170616,474,6:04
90.0%,2250000,297.46143958837456,473,3:02
100.0%,2500000,300.1096593683039,471,0:00
