#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
257000,-724728.1346965069,140442.5625,-584285.5721965069,301.4349172434082,555.6059413096531,1.0039350320477223,133
258000,-726025.5283894297,139684.640625,-586340.8877644297,299.8081730883548,547.7918316286286,1.0182559072417174,133
259000,-727408.4016859243,139628.5,-587779.9016859243,299.68767724756674,543.7789397709089,1.0257702674723046,133
260000,-727622.5773825664,139461.125,-588161.4523825664,299.32843665571545,547.8216399125943,1.0182005015055775,133
261000,-729802.0696031414,139986.578125,-589815.4914781414,300.45622809180276,538.2187702011242,1.0363671788818751,133
262000,-728441.945432812,140819.078125,-587622.867307812,302.24304089369207,540.2222340401773,1.0325237158845397,133
263000,-726897.9966439623,140511.09375,-586386.9028939623,301.58200735131146,545.4379246292642,1.0226503206093425,133
264000,-724741.0093117375,139191.296875,-585549.7124367375,298.74929870008805,547.524124690459,1.018753774201196,133
265000,-725223.7902120156,140154.328125,-585069.4620870156,300.8162735542856,554.5474058388278,1.005851371084994,133
266000,-726074.4539094819,140777.96875,-585296.4851594819,302.1548069507159,551.0116817504169,1.0123057041597636,133
267000,-724720.5118124057,140735.46875,-583985.0430624057,302.06358827914795,552.0864406451195,1.0103350262376025,133
268000,-725676.0386846671,140379.34375,-585296.6949346671,301.29922946945095,549.3866633431403,1.015299980345939,133
269000,-723310.0438438514,139418.515625,-583891.5282188514,299.2369832302133,556.0985853888417,1.0030456526059772,133
270000,-723177.5864783879,139571.625,-583605.9614783879,299.56560520179204,560.5268665866454,0.9951213790898438,133
271000,-722685.1387031153,140584.578125,-582100.5605781153,301.7397284588056,560.1281124389816,0.9958298041242758,133
272000,-725874.9280666327,141294.75,-584580.1780666327,303.26398575345024,539.944721576201,1.0330543965062016,133
273000,-726270.0160999969,139685.484375,-586584.5317249969,299.80998404727563,546.4948278034325,1.0206725482409185,133
274000,-728569.7486474738,140943.34375,-587626.4048974738,302.5097548991993,537.6797005672182,1.0374062251302694,133
275000,-725758.8471579114,139516.59375,-586242.2534079114,299.4474904366221,546.4702303775446,1.0207184902080477,133
276000,-728033.5277912021,140502.46875,-587531.0590412021,301.5634953267874,544.7971155063938,1.0238531971230034,133
277000,-724656.3390735583,138459.796875,-586196.5421985583,297.17926438827783,550.4634326433077,1.013313937705382,133
278000,-726908.8849449307,139795.96875,-587112.9161949307,300.0471190570759,546.5889849100014,1.02049672403562,133
279000,-726400.7276503844,139789.703125,-586611.0245253844,300.03367101027493,544.2453623571529,1.0248911742284514,133
280000,-727895.5667606406,140819.5625,-587076.0042606406,302.24408051825776,543.7843498441965,1.0257600621541028,133
281000,-723339.8200400732,139472.84375,-583866.9762900732,299.3535888629492,558.9420118176901,0.9979430007071042,133
282000,-725201.0045052068,139952.59375,-585248.4107552068,300.3832866908248,550.3396489039967,1.0135418547536175,133
283000,-727402.6575373001,140233.8125,-587168.8450373001,300.9868725918834,546.3753597070994,1.0208957241293464,133
284000,-727021.7638018401,139785.34375,-587236.4200518401,300.024314389184,547.2957366780954,1.0191789029460132,133
285000,-725873.6490446422,140518.84375,-585354.8052946422,301.5986413443621,551.3301801292589,1.0117209044566313,133
286000,-725565.2600613264,140175.109375,-585390.1506863264,300.8608768017802,545.9863770678238,1.0216230512749973,133
287000,-726578.5045829332,140003.90625,-586574.5983329332,300.49341982223257,547.7307312055154,1.0183694956588454,133
288000,-726702.1195548465,139424.359375,-587277.7601798465,299.24952579755393,548.9411506115889,1.0161239831868338,133
289000,-727419.3684033677,139592.375,-587826.9934033677,299.610141376734,544.7614586437667,1.023920212496835,133
290000,-727021.8483094089,140080.75,-586941.0983094089,300.65835122913364,551.3242871863233,1.0117317184434178,133
291000,-727294.1976964502,140021.0625,-587273.1351964502,300.53024265362285,545.4543278438354,1.0226195668838993,133
292000,-727107.824917254,140290.8125,-586817.012417254,301.1092129278686,546.3593656851747,1.0209256096399097,133
293000,-724254.2447843282,140353.78125,-583900.4635343282,301.24436412140494,558.9207401662811,0.997980980860839,133
294000,-725785.3158887671,139756.984375,-586028.3315137671,299.9634460476782,549.5133146097409,1.0150659750451183,133
295000,-728520.4005625211,140336.5,-588183.9005625211,301.20727299980416,543.8225787299688,1.0256879546952007,133
296000,-724022.4051908376,139375.515625,-584646.8895658376,299.1446913978034,558.4284390160124,0.9988607841632815,133
297000,-726163.0648061754,139966.671875,-586196.3929311754,300.41350287578166,545.4952938091992,1.022542769525182,133
298000,-725100.1122441506,138839.890625,-586260.2216191506,297.9950678458371,548.0061144583465,1.0178577460690152,133
299000,-725209.685934375,139760.78125,-585448.904684375,299.9715953628219,550.510125664413,1.013227990713903,133
300000,-724483.8500473248,140175.9375,-584307.9125473248,300.8626542244247,554.1960456158866,1.0064890807272509,133
301000,-725744.3764286293,138999.359375,-586745.0170536293,298.3373390818747,550.8021924026851,1.0126907194421912,133
302000,-724845.4704036387,139010.28125,-585835.1891536387,298.3607809390166,552.175832939181,1.0101714620966562,133
303000,-725971.3699489441,139982.5625,-585988.8074489441,300.44760926879064,546.4562202723276,1.0207446595019716,133
304000,-726280.9021306466,141355.28125,-584925.6208806466,303.393905287882,545.1684129160617,1.0231558822548534,133
305000,-728303.3620440606,141400.515625,-586902.8464190606,303.4909928078044,539.6444683946893,1.0336291783994513,133
306000,-728668.6056182645,140745.609375,-587922.9962432645,302.0853533224743,538.4842719723582,1.0358561940008608,133
307000,-727535.1065063775,140949.09375,-586586.0127563775,302.52209624888206,544.8688887970757,1.0237183292407592,133
308000,-729208.1225444274,141294.734375,-587913.3881694274,303.26395221717394,536.816025116904,1.0390752928307967,133
309000,-727794.0965161258,140107.25,-587686.8465161258,300.7152287537583,538.866052129348,1.0351223022687657,133
310000,-726294.8724325411,139679.453125,-586615.4193075411,299.7970390446193,550.2055414566527,1.013788896087584,133
311000,-724900.0554152541,138898.15625,-586001.8991652541,298.12012462020357,552.2698147607131,1.009999557437864,133
312000,-722362.2771452265,141375.75,-580986.5271452265,303.43783780985035,561.9593901661577,0.9925846569263408,133
313000,-724464.4187298035,141111.890625,-583352.5281048035,302.871510711774,551.3941626379518,1.0116035066930162,133
314000,-722622.9347940488,140794.515625,-581828.4191690488,302.19032186733,554.6537585200576,1.0056585030324647,133
315000,-725523.3649682887,141054.28125,-584469.0837182887,302.74786246101263,549.1527478161971,1.0157324546089788,133
316000,-728187.5254200334,139935.15625,-588252.3691700334,300.3458602064609,540.0992907442612,1.0327587502030766,133
317000,-726333.092590333,139790.8125,-586542.280090333,300.03605208589306,540.5834383783478,1.0318338093521455,133
318000,-727764.1296650013,139984.03125,-587780.0984150013,300.450761678764,542.6957278550219,1.0278176883744006,133
319000,-728328.5444068359,139813.03125,-588515.5131568359,300.08374067080837,543.060554914085,1.0271272023851135,133
320000,-726010.4660516214,139795.28125,-586215.1848016214,300.0456434609182,545.9004369777723,1.0217838834910535,133
321000,-728199.7640758967,140489.46875,-587710.2953258967,301.53559314489604,537.0245729093484,1.038671778970473,133
322000,-727645.4721017471,139554.78125,-588090.6908517471,299.529453095928,545.3358778643376,1.0228416855297617,133
323000,-728383.398266688,140423.625,-587959.773266688,301.39427127651834,545.2038254174962,1.0230894254409815,133
324000,-726879.5912302183,138993.796875,-587885.7943552183,298.32540016750767,544.928008750512,1.0236072646983156,133
325000,-726070.8345869705,140026.390625,-586044.4439619705,300.5416785238451,552.3856110210364,1.009787831843739,133
326000,-725248.9789614705,139966.9375,-585282.0414614705,300.41407299247896,554.5052304623814,1.0059278756117216,133
327000,-726075.2677209191,139719.0,-586356.2677209191,299.88191935996434,543.1221378087793,1.0270107396929513,133
328000,-727613.7618806232,140496.09375,-587117.6681306232,301.54981252605216,542.5649665816441,1.028065398340967,133
329000,-727443.9800914004,139250.53125,-588193.4488414004,298.8764347235858,542.4596401805067,1.0282650121380508,133
330000,-727001.8737848494,141518.75,-585483.1237848494,303.7447618106553,545.3331056971621,1.022846885082323,133
331000,-727295.046435386,141134.9375,-586160.108935386,302.92097671933385,540.7739768973709,1.0314702487994727,133
332000,-727013.4792912602,139570.59375,-587442.8855412602,299.5633918075555,544.943346143673,1.0235784553419445,133
333000,-725870.9587133788,139791.703125,-586079.2555883788,300.0379636536428,549.654133313202,1.014805920101709,133
334000,-724872.1094507687,139434.609375,-585437.5000757687,299.2715255948144,548.6485130827928,1.0166659622577685,133
335000,-726104.1083827838,139543.78125,-586560.3271327838,299.5058435574045,547.2033821860394,1.0193509153146498,133
336000,-726390.702507766,139889.84375,-586500.858757766,300.24860500515683,549.58554901773,1.0149325605295647,133
337000,-725785.0850342801,139856.90625,-585928.1787842801,300.1779105346917,546.8104423140488,1.020083424402227,133
338000,-726411.672018569,141139.1875,-585272.484518569,302.9300985864906,545.3247878168243,1.0228624866434184,133
339000,-724821.6918883463,140111.28125,-584710.4106383463,300.7238811130468,551.7795872508689,1.0108968895962598,133
340000,-723370.5369982412,139908.25,-583462.2869982412,300.2881107386521,553.8663343512607,1.0070882339291287,133
341000,-728028.1592435297,141007.0625,-587021.0967435297,302.6465158339986,539.3857666167761,1.0341249306471092,133
342000,-728360.0886298073,140945.53125,-587414.5573798073,302.514449977883,533.5052756195346,1.0455234352591425,133
343000,-725625.0673922021,139125.296875,-586499.7705172021,298.6076414689473,547.3172990481963,1.0191387508939174,133
344000,-725339.363867878,139822.40625,-585516.957617878,300.10386243659536,553.2049399396154,1.0082922769191047,133
345000,-727084.4144172855,140578.703125,-586505.7112922855,301.72711881891234,541.4654507112017,1.0301530185572594,133
346000,-724192.8377226638,140971.09375,-583221.7439726638,302.569315325929,553.5985476208579,1.0075753827241354,133
347000,-724548.8258724567,138665.3125,-585883.5133724567,297.6203670306061,556.8243973156057,1.0017381982249192,133
348000,-725385.464867956,139527.578125,-585857.886742956,299.47106643886923,547.5690193344499,1.018670247583743,133
349000,-726915.4471769789,140139.375,-586776.0721769789,300.7841793378553,544.0619269594443,1.0252367255542043,133
350000,-727636.8467645664,140010.953125,-587625.8936395664,300.5085446828491,543.5195225080178,1.026259858929691,133
351000,-726035.9399477346,139615.34375,-586420.5961977346,299.65943970291227,548.4024696843077,1.0171220943182642,133
352000,-728654.6198918857,140865.3125,-587789.3073918857,302.34227473529853,539.9310744820966,1.0330805075993212,133
353000,-728283.9057493741,139897.34375,-588386.5619993741,300.26470241778645,546.7228544748426,1.0202468470618473,133
354000,-727648.0716466466,140540.625,-587107.4466466466,301.64539091354067,547.3073262909986,1.019157321124618,133
355000,-727860.5015029395,140964.375,-586896.1265029395,302.55489472711497,542.5675761096225,1.028060453767169,133
356000,-726547.0764371883,139346.46875,-587200.6076871883,299.0823474601399,548.9707461806911,1.0160692029134404,133
357000,-725814.5703944899,139875.46875,-585939.1016444899,300.21775163095003,549.7991833646375,1.0145381902553186,133
358000,-726331.6805504067,141811.828125,-584519.8524254067,304.37380174543455,548.5383416759639,1.0168701549473709,133
359000,-726714.2818198921,139990.0625,-586724.2193198921,300.4637066814203,546.0623051045528,1.0214809981945425,133
360000,-725636.8151919749,140693.265625,-584943.5495669749,301.97300679682996,548.3525367471558,1.0172147133729925,133
361000,-724678.9112974731,140053.25,-584625.6612974731,300.599327382825,550.1691138960052,1.013856020641768,133
362000,-726896.4888546336,141047.796875,-585848.6919796336,302.7339449063433,540.9061421500479,1.031218218889959,133
363000,-724890.5342760775,139653.21875,-585237.3155260775,299.7407316366919,549.4763635045027,1.0151342360517033,133
364000,-726801.8857286824,139676.40625,-587125.4794786824,299.79049947073855,543.6666780538849,1.0259820787459157,133
365000,-727439.3822825467,139968.03125,-587471.3510325467,300.4164205318208,545.4418747775471,1.022642914466553,133
366000,-726960.6503205057,139419.984375,-587540.6659455057,299.2401356401866,541.7863016196434,1.0295429523173971,133
367000,-725291.2961495835,138700.828125,-586590.4680245835,297.69659498666266,549.4404788062279,1.0152005358369833,133
368000,-726704.5055549489,139386.96875,-587317.5368049489,299.1692734883399,543.8163181895039,1.0256997626544875,133
369000,-726538.0445173727,139727.78125,-586810.2632673727,299.9007667472515,549.5837187894888,1.0149359404663638,133
370000,-726072.997908459,140853.875,-585219.122908459,302.3177261810383,549.3826870897495,1.0153073287573184,133
371000,-725354.3226269679,139266.84375,-586087.4788769679,298.91144659605527,548.985058095665,1.0160427142215804,133
372000,-726707.9079884663,139308.328125,-587399.5798634663,299.00048540966293,547.7879477181217,1.018263126850753,133
373000,-725096.1072908342,140550.203125,-584545.9041658342,301.66594865091974,549.5888830160419,1.0149264035938115,133
374000,-724582.3651489783,139052.0625,-585530.3026489783,298.45045694187417,552.372678976345,1.00981147280548,133
375000,-727054.0203922922,140950.390625,-586103.6297672922,302.5248797598159,540.8892065728331,1.0312505069732838,133
376000,-725011.753595571,139836.359375,-585175.394220571,300.1338103313418,543.8375524514643,1.0256597139720185,133
377000,-725956.4926993605,139659.875,-586296.6176993605,299.7550180904007,550.9585163566479,1.012403387796151,133
378000,-726188.8383943383,139975.0,-586213.8383943383,300.4313777110558,548.8344244195182,1.0163215783787023,133
379000,-726718.7752433671,139688.34375,-587030.4314933671,299.8161211858407,546.5845255994676,1.020505049759416,133
380000,-730772.9334627772,142301.75,-588471.1834627772,305.4253316891891,540.3790114212583,1.0322241550935782,133
381000,-727758.3124179952,139859.96875,-587898.3436679952,300.1844836448488,542.2257573498622,1.0287085423990752,133
382000,-725954.2825488225,140894.921875,-585059.3606738225,302.40582597890926,548.4591907679583,1.0170169046006594,133
383000,-723569.6791482754,140099.84375,-583469.8353982754,300.6993325587866,555.8810184980304,1.003438235760856,133
384000,-725327.1472187582,139357.375,-585969.7722187582,299.1057557810055,545.5152271623683,1.0225054053873164,133
385000,-729613.6514240559,141371.875,-588241.7764240559,303.42952081332504,536.7084687244494,1.0392835235491442,133
386000,-728529.3284344655,140008.1875,-588521.1409344655,300.502608761942,537.8583930114949,1.0370615681415805,133
387000,-727569.0082294187,139915.953125,-587653.0551044187,300.30464412287375,542.82281840871,1.0275770464657041,133
388000,-726963.1752228746,139853.859375,-587109.3158478746,300.1713709608109,541.6270168984177,1.029845726102739,133
389000,-726357.3434698824,139881.65625,-586475.6872198824,300.2310319963695,549.3153910283902,1.0154317130098092,133
390000,-725993.3578425786,140249.4375,-585743.9203425786,301.02040886819515,550.0400959078506,1.014093831785055,133
391000,-725109.2424894599,139749.09375,-585360.1487394599,299.9465102281407,552.9016313518587,1.0088454019041235,133
392000,-726683.7219415223,140116.59375,-586567.1281915223,300.73528344699275,547.8345658593679,1.0181764774546915,133
393000,-726259.1851317054,140152.546875,-586106.6382567054,300.81245041878606,551.7934778235028,1.010871441784289,133
394000,-726116.2898865044,141056.90625,-585059.3836365044,302.75349655543306,549.459697461891,1.0151650267912475,133
395000,-724369.3229592191,140092.828125,-584276.4948342191,300.68427477072265,545.9127504985205,1.0217608362970871,133
396000,-727297.1267392943,139453.203125,-587843.9236142943,299.3114337636254,543.6503884903136,1.0260128205620693,133
397000,-727114.2678638725,139975.203125,-587139.0647388725,300.4318136826479,546.3499788017793,1.020943150245794,133
398000,-725700.4752391465,140799.5,-584900.9752391465,302.2010199394735,550.7740024455358,1.0127425514238386,133
399000,-726358.0008835178,140161.0625,-586196.9383835178,300.830727689376,544.2940893244831,1.024799422655647,133
400000,-727124.8107948182,139122.4375,-588002.3732948182,298.6015043303822,548.8871917001735,1.016223874284358,133
401000,-727339.6546030631,140024.015625,-587315.6389780631,300.5365810098457,547.6005893156803,1.0186115197422765,133
402000,-725936.2647985974,141072.796875,-584863.4679235974,302.7876029484421,546.90551113819,1.0199061028545213,133
403000,-726043.540347823,139859.1875,-586184.352847823,300.1828068310332,549.3451397090384,1.0153767243486433,133
404000,-725848.9138531592,140017.0,-585831.9138531592,300.52152322178176,546.2637946187942,1.02110422471594,133
405000,-726541.0056644343,140255.375,-586285.6306644343,301.03315265319355,541.2791643780905,1.030507555441366,133
406000,-727622.0101589421,140727.34375,-586894.6664089421,302.0461494154659,539.7048090954648,1.033513615395536,133
407000,-725216.470705146,139517.46875,-585699.001955146,299.44936846809554,547.7623873019044,1.0183106423975383,133
408000,-725860.1593638491,138971.453125,-586888.7062388491,298.2774432923819,544.817527139902,1.0238148383786807,133
409000,-724127.9100266928,140148.3125,-583979.5975266928,300.8033620879056,549.7956637401994,1.0145446850199071,133
410000,-725722.7338543544,140871.53125,-584851.2026043544,302.3556221732706,544.7756476223959,1.023893543936894,133
411000,-725734.4351087417,141722.0625,-584012.3726087417,304.18113583802364,544.0114278845319,1.0253318954413664,133
412000,-727824.1023797048,140293.9375,-587530.1648797048,301.1159201831309,545.1590121291665,1.023173525676673,133
413000,-727100.2925443873,139678.765625,-587421.5269193873,299.79556344846156,544.3864673832578,1.0246255223348815,133
414000,-725005.4356432017,139824.875,-585180.5606432017,300.1091611682526,552.6972934261913,1.0092183825197265,133
415000,-727350.7674983172,141144.21875,-586206.5487483172,302.94089726746296,541.8087415889322,1.0295003119713522,133
416000,-727340.7650982961,140448.71875,-586892.0463482961,301.448130536275,546.7475320794895,1.0202007979315693,133
417000,-727012.5574338855,139841.515625,-587171.0418088855,300.14487730252466,542.3969975363652,1.0283837687674775,133
418000,-723267.839247141,139404.125,-583863.714247141,299.2060963197302,551.2368760542322,1.011892151496291,133
419000,-725293.8803465823,140225.0625,-585068.8178465823,300.9680922771488,547.1162115815819,1.0195133258474787,133
420000,-725972.1925141728,141262.453125,-584709.7393891728,303.1946662703139,544.6491540999252,1.0241313408746704,133
421000,-725215.474551932,141074.5,-584140.974551932,302.79125840256006,549.5083971299001,1.0150750587397357,133
422000,-727071.7713024691,140335.703125,-586736.0681774691,301.2055626497122,543.640826042078,1.026030867761646,133
423000,-727141.3078763662,140317.78125,-586823.5266263662,301.16709654078267,545.6712756886037,1.0222129940607771,133
424000,-728282.9776717629,140724.125,-587558.8526717629,302.0392409425457,536.4600860566067,1.039764715013213,133
425000,-728588.6914510075,140044.0,-588544.6914510075,300.5794739072484,540.2622560099338,1.0324472277855279,133
426000,-728787.0956166368,140167.40625,-588619.6893666368,300.8443434175585,543.6955229754144,1.0259276468602345,133
427000,-727213.6481882287,140695.890625,-586517.7575632287,301.9786408912504,545.1612039204796,1.0231694120625177,133
428000,-726438.2832439039,141085.5625,-585352.7207439039,302.81500208618877,545.950936603631,1.0216893700460439,133
429000,-728661.9934508437,140864.40625,-587797.5872008437,302.3403296312724,538.8774791001613,1.035100352358452,133
430000,-727610.1788551165,139133.578125,-588476.6007301165,298.6254156953925,543.6923360888076,1.0259336603992533,133
431000,-724061.7882638695,138918.484375,-585143.3038888695,298.1637553156852,557.5803525891016,1.00038006343754,133
432000,-724898.085267216,140249.171875,-584648.913392216,301.01983875149784,548.4966428923942,1.0169474612519018,133
433000,-726256.9868437387,140142.90625,-586114.0805937387,300.79175853630176,546.3337316640722,1.0209735115487704,133
434000,-724544.0675601345,138900.03125,-585644.0363101345,298.124148973361,553.4557883351822,1.007835278356151,133
435000,-723005.4240744365,140477.171875,-582528.2521994365,301.5092000954387,556.0762869179322,1.0030858743971804,133
436000,-727150.0922567546,139515.6875,-587634.4047567546,299.445545332596,539.5179873161372,1.033871495683361,133
437000,-725607.2028742591,139736.578125,-585870.6247492591,299.91964767081504,544.823210301548,1.023804158758004,133
438000,-727536.3149001524,140635.0,-586901.3149001524,301.8479500224635,545.030568274726,1.023414650411778,133
439000,-724023.02684859,138819.40625,-585203.62059859,297.95110178759245,551.876233773034,1.0107198577498637,133
440000,-726294.9312983938,140705.140625,-585589.7906733938,301.9984943668269,551.3010725296848,1.011774321307124,133
441000,-725756.1667238288,140265.53125,-585490.6354738288,301.05495123279627,546.1945334219885,1.0212337077047648,133
442000,-729512.1636483651,140505.4375,-589006.7261483651,301.56986721928666,540.4899214384532,1.0320123398603067,133
443000,-727002.614635149,141226.859375,-585775.755260149,303.11827063287575,547.5801712611808,1.0186495015148378,133
444000,-726785.8731495459,139214.171875,-587571.7012745459,298.79839580860846,544.1147572269845,1.025137181239731,133
445000,-728049.5809549112,140206.4375,-587843.1434549112,300.92811703578525,542.7912646357238,1.0276367820122436,133
446000,-727017.9640395455,138967.671875,-588050.2921645455,298.2693275135145,545.474814631231,1.0225811596300878,133
447000,-725788.7343690107,140060.8125,-585727.9218690107,300.6155589405599,552.5754602380736,1.009440897455508,133
448000,-721792.3772827853,139529.34375,-582263.0335327853,299.47485603809247,553.7298022290057,1.0073365497924303,133
449000,-726409.2790784799,141233.421875,-585175.8572034799,303.1323558689267,548.0315676330152,1.017810471947361,133
450000,-726895.8055994557,139287.59375,-587608.2118494557,298.95598277099725,541.0782558887305,1.030890194577174,133
451000,-726002.7224682923,138994.28125,-587008.4412182923,298.3264397920734,548.6651071445115,1.016635213778404,133
452000,-728208.6008052211,140292.03125,-587916.5695552211,301.11182875742094,538.6887988817568,1.0354629048395116,133
453000,-726648.0335575715,140555.59375,-586092.4398075715,301.6775186662473,546.6606633857477,1.0203629158899417,133
454000,-725050.3646764755,140705.765625,-584344.5990514755,301.9998358178794,549.0562793972695,1.0159109173779632,133
455000,-725099.5831013536,140435.796875,-584663.7862263536,301.4203960357652,553.4579621875221,1.0078313198168805,133
456000,-725775.6716914047,140770.375,-585005.2966914047,302.13850832042846,548.6193944036885,1.0167199231097055,133
457000,-725288.7618803009,141047.125,-584241.6368803009,302.73250284646184,545.9756306472941,1.0216431598481928,133
458000,-726746.5101548629,140409.90625,-586336.6039048629,301.36482642591665,549.1478634105288,1.0157414890597876,133
459000,-725403.9933320219,139863.78125,-585540.2120820219,300.1926664962689,549.0648653843601,1.0158950310982688,133
460000,-724728.2150107324,139206.96875,-585521.2462607324,298.7829355852287,546.2177037922385,1.0211903873162915,133
461000,-724893.3357412079,139333.90625,-585559.4294912079,299.05538429398524,556.0478375134279,1.0031371958732622,133
462000,-727128.8022834435,140262.59375,-586866.2085334435,301.0486464128496,546.8633077470594,1.019984812644638,133
463000,-726440.9879774693,140343.796875,-586097.1911024693,301.2229344408417,546.8933803849883,1.0199287255990388,133
464000,-728262.0358447228,139230.953125,-589031.0827197228,298.83441376936725,544.391180400911,1.0246166517316304,133
465000,-726935.8515527174,140032.578125,-586903.2734277174,300.5549588892645,544.5678577234885,1.024284229382186,133
466000,-728603.948062568,140621.03125,-587982.916812568,301.81796859144083,540.8658381873472,1.031295062679483,133
467000,-725108.580618863,140630.6875,-584477.893118863,301.8386940102015,552.2830531063975,1.0099753475273712,133
468000,-726582.4206190333,141241.984375,-585340.4362440333,303.15073374834554,545.2024325840785,1.023092039136475,133
469000,-726231.2140777893,140659.15625,-585572.0578277893,301.8997971056415,543.0763136034367,1.0270973977736773,133
470000,-723833.0869948193,140370.125,-583462.9619948193,301.279443066427,546.2475148049823,1.0211346566835195,133
471000,-726773.9521078151,141063.859375,-585710.0927328151,302.7684201983917,551.5122803959581,1.0113868508859758,133
472000,-726748.5475833379,139927.25,-586821.2975833379,300.3288908506471,549.549406271107,1.0149993105796167,133
473000,-723046.6932037855,139403.828125,-583642.8650787855,299.2054591304803,557.4409584951896,1.0006302192080936,133
474000,-722905.5889231851,139376.546875,-583529.0420481851,299.14690479204,556.5853053777978,1.002168514161534,133
475000,-726101.0585983964,141504.484375,-584596.5742233964,303.7141431903827,545.6128956320405,1.0223223698707897,133
476000,-728494.1178939827,141293.375,-587200.7428939827,303.26103456113486,541.3764606782297,1.0303223523900837,133
477000,-726465.1419103891,140704.796875,-585760.3450353891,301.99775656874806,548.5478796401948,1.016852473954471,133
478000,-725851.1497501861,141488.28125,-584362.8685001861,303.6793660718474,550.5339574373446,1.0131841296239985,133
479000,-726184.3216194361,140153.359375,-586030.9622444361,300.8141943051543,549.4515122561171,1.01518014975379,133
480000,-723105.106741759,139171.25,-583933.856741759,298.70627165758015,559.5616844386561,0.9968378536392823,133
481000,-723283.2607486015,140035.328125,-583247.9326236015,300.5608612738954,555.1038913610076,1.0048430161910995,133
482000,-722638.8628865797,140364.40625,-582274.4566365797,301.2671687892969,555.5326091108669,1.0040675548954021,133
483000,-723799.1166800521,139932.5625,-583866.5541800521,300.3402931845932,552.3842090926526,1.0097903946436884,133
484000,-724063.8360584835,141841.140625,-582222.6954334835,304.43671579979537,554.9994430638603,1.0050321229429229,133
485000,-727008.0839765975,141703.984375,-585304.0996015975,304.142334366331,542.55086851228,1.0280921124025193,133
486000,-726967.3963104114,139695.859375,-587271.5369354114,299.8322521347466,544.114028703867,1.0251385538125661,133
487000,-724994.2050449932,140526.03125,-584468.1737949932,301.61406803146554,546.5565852072237,1.0205572187610323,133
488000,-725664.7943013795,140205.90625,-585458.8880513795,300.92697680239064,549.496904913603,1.015096288089762,133
489000,-728626.6202944983,140751.03125,-587875.5890444983,302.09699041035446,540.2961892570337,1.0323823850426128,133
490000,-727165.0840729736,141262.3125,-585902.7715729736,303.1943644438271,541.1609720575287,1.030732623555334,133
491000,-727190.7289619753,139447.28125,-587743.4477119753,299.2987235149032,538.7821447999703,1.0352835072173723,133
492000,-728209.9164101537,140799.015625,-587410.9007851537,302.1999803149078,540.0146723951751,1.0329205797697785,133
493000,-728122.4198747957,140142.5,-587979.9198747957,300.7908865931176,540.261444830231,1.0324487779613611,133
494000,-726280.4254799876,139616.1875,-586664.2379799876,299.6612506618331,546.9886685642181,1.0197510488814174,133
495000,-726352.5695573064,141294.953125,-585057.6164323064,303.2644217250423,547.9030401787446,1.018049230594962,133
496000,-724211.7325208196,140621.8125,-583589.9200208196,301.81964540525644,551.9643718013626,1.0105584653484592,133
497000,-726104.032272228,140864.5,-585239.532272228,302.3405308489303,548.2289617997321,1.0174440012499242,133
498000,-725308.3094789525,140011.78125,-585296.5282289525,300.51032210549363,551.8393464104264,1.0107874186987702,133
499000,-727205.1446489478,140176.546875,-587028.5977739478,300.8639621392009,542.358053961746,1.028457611019369,133
500000,-725877.9688004181,138762.75,-587115.2188004181,297.8294992496861,548.4050881341736,1.0171172379023243,133
501000,-727054.5653987229,139729.015625,-587325.5497737229,299.90341611308014,541.906986234574,1.0293136694369192,133
502000,-727093.1151139457,140716.15625,-586376.9588639457,302.0221374416267,545.5820639034893,1.02238014296834,133
503000,-725044.9078327958,139655.734375,-585389.1734577958,299.7461309771781,547.4082129907212,1.0189694916105803,133
504000,-725597.2002391126,139346.875,-586250.3252391126,299.083219403324,549.1756575650842,1.0156900816903125,133
505000,-725246.5918394541,139184.859375,-586061.7324644541,298.73548175424764,549.3012437342969,1.015457865528558,133
506000,-726150.4241632745,139451.875,-586698.5491632745,299.30858318013884,548.0486246668057,1.0177787944157866,133
507000,-727037.2020736337,140003.046875,-587034.1551986337,300.4915753270354,543.4432894337352,1.0264038204903176,133
508000,-725404.3711886937,138274.1875,-587130.1836886937,296.7808869619707,548.3642859618275,1.017192918601997,133
509000,-725847.5750233019,139805.78125,-586041.7937733019,300.0681798385997,543.6710850186156,1.0259737621976204,133
510000,-726739.080553283,140015.71875,-586723.361803283,300.51877324712416,544.9113984113179,1.0236384669523293,133
511000,-724192.0220585233,139432.09375,-584759.9283085233,299.26612625432824,554.175430691317,1.0065265213919399,133
512000,-726518.7231625896,139641.25,-586877.4731625896,299.7150428490371,547.8003542682708,1.0182400652874484,133
513000,-729180.8010371821,141378.5,-587802.3010371821,303.44374019448117,540.5872121743108,1.0318266062030947,133
514000,-728073.306611727,139770.703125,-588302.603486727,299.9928908982798,543.2804002594303,1.0267115622581844,133
515000,-728776.2492242036,140254.1875,-588522.0617242036,301.0306038961939,535.8973979213592,1.0408564599458368,133
516000,-728392.6719284272,139700.671875,-588692.0000534272,299.84258130785065,542.4120187230205,1.028355289412281,133
517000,-725255.8608072121,138956.1875,-586299.6733072121,298.2446783504254,551.5261070701929,1.0113614955739911,133
