#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,301.5213698773813,0,--
20.0%,500000,299.6880689904338,478,24:07
30.0%,750000,301.25283131574736,478,21:05
40.0%,1000000,297.45864123025024,478,18:04
50.0%,1250000,300.92247164123586,479,15:02
60.0%,1500000,296.8881273066116,478,12:02
70.0%,1750000,301.27681366424747,478,9:02
80.0%,2000000,301.2460901354676,478,6:01
90.0%,2250000,298.9669971001794,477,3:00
100.0%,2500000,302.4050245599941,478,0:00
