GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
7551,530.29,1362.06,2025.14,-1363.14,-12432.04,640.14,8155.81,-2027.31,57.45,-1081.75,-1969.86,-3051.61
7561,494.66,1361.32,2012.5,-1380.51,-12471.43,624.29,8223.76,-2030.97,57.75,-1135.42,-1973.22,-3108.64
7571,509.78,1326.9,2013.27,-1365.58,-12470.44,607.12,8168.84,-1973.47,58.76,-1210.09,-1914.71,-3124.8
7581,523.48,1306.25,2024.68,-1335.51,-12459.76,630.95,8159.48,-1992.67,58.8,-1150.43,-1933.87,-3084.3
7591,528.44,1308.61,2021.25,-1361.43,-12366.8,620.82,8164.73,-2081.51,59.26,-1084.37,-2022.25,-3106.62
7601,499.61,1386.28,2016.36,-1384.17,-12462.49,603.63,8193.85,-1977.38,58.96,-1146.93,-1918.42,-3065.35
7611,502.51,1293.74,2016.51,-1346.99,-12448.95,625.23,8162.35,-1998.76,59.12,-1195.61,-1939.64,-3135.25
7621,526.08,1261.69,2025.5,-1351.21,-12447.33,612.25,8194.92,-2021.56,58.95,-1178.1,-1962.61,-3140.7
7631,516.96,1329.86,2028.0,-1361.26,-12520.54,631.11,8185.21,-1951.14,58.54,-1190.67,-1892.6,-3083.26
7641,460.17,1303.21,1999.41,-1349.46,-12487.58,625.95,8180.55,-1973.29,58.98,-1267.74,-1914.31,-3182.05
7651,505.52,1344.65,1994.93,-1369.93,-12472.75,618.06,8159.42,-1958.26,57.89,-1220.11,-1900.37,-3120.48
7661,488.85,1291.44,1989.49,-1354.99,-12380.92,634.71,8209.25,-2077.94,58.99,-1122.17,-2018.94,-3141.11
7671,520.52,1310.92,2037.09,-1364.18,-12414.63,610.27,8141.18,-1995.88,56.0,-1158.82,-1939.89,-3098.71
7681,535.18,1321.09,2039.0,-1371.74,-12448.12,617.01,8162.06,-1975.05,57.89,-1145.51,-1917.15,-3062.66
7691,505.46,1283.16,2059.46,-1323.84,-12513.59,620.76,8198.03,-1978.14,58.03,-1170.58,-1920.12,-3090.69
7701,541.97,1280.03,2023.0,-1364.77,-12473.69,619.43,8212.79,-2001.43,57.93,-1161.24,-1943.5,-3104.74
7711,517.04,1325.13,2040.06,-1356.58,-12423.25,609.73,8146.46,-2004.74,59.45,-1141.4,-1945.29,-3086.7
7721,493.16,1371.65,2001.05,-1352.15,-12588.3,606.34,8157.75,-1873.45,55.98,-1310.51,-1817.48,-3127.99
7731,514.22,1376.38,2015.03,-1345.57,-12515.74,609.11,8171.89,-1939.22,57.7,-1174.67,-1881.52,-3056.18
7741,499.88,1307.02,1997.88,-1347.46,-12571.88,631.89,8190.82,-1899.14,57.75,-1291.85,-1841.39,-3133.24
7751,470.98,1276.95,2013.6,-1353.98,-12471.09,641.36,8177.48,-1980.37,58.16,-1244.69,-1922.22,-3166.91
7761,493.15,1335.23,2014.93,-1358.76,-12478.48,604.93,8175.62,-1951.96,59.55,-1213.37,-1892.41,-3105.78
7771,511.89,1335.19,2029.02,-1318.51,-12528.75,626.62,8147.75,-1912.38,57.91,-1196.77,-1854.46,-3051.23
7781,484.77,1308.76,1998.36,-1358.63,-12551.68,611.23,8195.78,-1910.96,57.85,-1311.4,-1853.11,-3164.51
7791,510.28,1317.36,2016.15,-1355.26,-12523.1,615.83,8181.07,-1924.49,56.99,-1237.67,-1867.51,-3105.17
7801,504.82,1343.14,2019.2,-1364.81,-12580.92,620.7,8203.32,-1918.42,56.72,-1254.54,-1861.71,-3116.25
7811,544.86,1275.02,2038.35,-1365.26,-12476.61,626.03,8225.96,-2027.98,58.58,-1131.65,-1969.4,-3101.05
7821,500.24,1317.21,2008.73,-1346.8,-12451.5,606.98,8187.52,-1987.47,59.05,-1177.63,-1928.42,-3106.05
7831,503.67,1316.38,2007.52,-1331.66,-12523.01,635.55,8153.43,-1922.22,57.9,-1238.11,-1864.32,-3102.43
7841,523.08,1304.12,2017.34,-1324.54,-12518.16,620.79,8172.3,-1969.62,58.84,-1205.08,-1910.78,-3115.86
7851,488.07,1332.71,1981.44,-1325.16,-12457.51,646.23,8229.71,-2028.16,59.85,-1104.52,-1968.31,-3072.84
7861,519.98,1308.41,2001.73,-1360.46,-12551.12,620.75,8154.97,-1878.59,57.46,-1305.74,-1821.13,-3126.87
7871,530.23,1250.12,2015.41,-1358.3,-12419.18,623.38,8150.61,-2020.89,57.53,-1207.73,-1963.36,-3171.09
7881,508.06,1326.55,1981.44,-1353.5,-12534.35,615.91,8172.64,-1907.03,57.64,-1283.25,-1849.39,-3132.64
7891,463.68,1311.91,2017.28,-1359.86,-12513.4,634.13,8189.21,-1927.14,59.17,-1257.04,-1867.97,-3125.01
7901,490.47,1297.22,2019.32,-1382.71,-12470.4,627.29,8175.24,-1959.19,59.14,-1243.56,-1900.05,-3143.61
7911,484.34,1331.8,2026.42,-1348.75,-12511.12,621.26,8154.6,-1932.85,59.0,-1241.45,-1873.85,-3115.3
7921,519.83,1345.7,2044.74,-1352.05,-12399.15,629.6,8130.85,-2017.95,59.44,-1080.47,-1958.52,-3038.99
7931,505.67,1290.0,2024.96,-1334.34,-12516.41,615.71,8191.25,-1960.44,59.12,-1223.16,-1901.32,-3124.48
7941,507.77,1271.1,2009.61,-1347.57,-12422.34,621.99,8161.8,-2014.75,59.59,-1197.64,-1955.16,-3152.8
7951,489.78,1317.94,2011.6,-1352.59,-12526.96,650.09,8172.31,-1917.71,57.86,-1237.84,-1859.85,-3097.68
7961,499.57,1310.29,2016.27,-1329.76,-12482.39,612.4,8163.9,-1969.43,59.42,-1209.71,-1910.01,-3119.72
7971,498.33,1333.21,2019.98,-1384.5,-12411.45,611.69,8149.32,-1976.37,57.77,-1183.41,-1918.61,-3102.02
7981,530.53,1343.61,2013.06,-1342.03,-12444.6,629.8,8124.25,-1985.46,58.94,-1145.38,-1926.52,-3071.9
7991,520.89,1297.19,2033.02,-1358.45,-12443.53,614.04,8156.51,-1947.46,58.78,-1180.34,-1888.68,-3069.01
8001,486.32,1243.73,2063.77,-1374.98,-12701.35,630.94,8180.91,-1750.58,54.4,-1470.67,-1696.17,-3166.84
8011,508.31,1274.99,2040.97,-1353.98,-12571.42,621.4,8255.41,-1939.27,57.48,-1224.31,-1881.79,-3106.11
8021,526.68,1286.07,2022.29,-1363.49,-12464.95,621.95,8193.3,-2005.25,58.01,-1178.15,-1947.24,-3125.4
8031,479.76,1293.22,1986.17,-1350.5,-12451.38,610.44,8169.16,-1999.11,58.75,-1263.12,-1940.36,-3203.48
8041,536.65,1386.72,1982.57,-1345.34,-12534.37,619.19,8162.35,-1940.7,59.29,-1192.24,-1881.41,-3073.65
8051,508.05,1314.53,2019.39,-1377.58,-12433.81,625.94,8178.98,-2004.33,57.31,-1164.5,-1947.02,-3111.52
8061,567.61,1276.88,2026.03,-1361.97,-12354.97,628.83,8149.82,-2079.96,60.4,-1067.79,-2019.56,-3087.35
8071,515.32,1323.18,2008.36,-1352.69,-12402.02,624.84,8164.05,-2063.69,59.48,-1118.96,-2004.21,-3123.17
8081,485.14,1318.48,2028.39,-1375.89,-12513.04,628.23,8172.82,-1928.16,58.13,-1255.85,-1870.03,-3125.88
8091,519.82,1316.4,2025.68,-1377.68,-12490.48,626.55,8158.44,-1932.42,57.31,-1221.28,-1875.11,-3096.39
8101,456.96,1292.72,2028.17,-1376.32,-12359.55,647.99,8164.14,-2061.45,59.75,-1145.89,-2001.7,-3147.59
8111,487.71,1343.63,1999.45,-1375.45,-12429.87,640.81,8146.92,-1970.09,59.15,-1186.8,-1910.93,-3097.73
8121,487.64,1281.48,2001.74,-1368.68,-12506.57,631.57,8146.71,-1930.06,57.88,-1326.12,-1872.17,-3198.29
8131,500.56,1306.01,1998.92,-1338.33,-12413.42,620.16,8135.11,-2026.02,61.01,-1190.99,-1965.01,-3156.0
8141,520.98,1355.92,2028.92,-1369.14,-12369.31,618.49,8174.28,-2064.36,59.38,-1039.86,-2004.98,-3044.84
8151,501.86,1304.82,1998.55,-1367.24,-12431.82,621.47,8179.82,-2005.96,57.92,-1192.54,-1948.04,-3140.58
8161,542.18,1345.08,2007.91,-1388.31,-12554.9,624.3,8203.27,-1935.49,58.4,-1220.47,-1877.09,-3097.57
8171,519.56,1317.4,2026.95,-1366.83,-12333.2,609.49,8165.34,-2079.1,59.09,-1061.28,-2020.01,-3081.3
8181,511.39,1364.52,2042.1,-1355.1,-12357.73,600.25,8124.37,-2068.48,60.18,-1070.2,-2008.3,-3078.5
8191,525.12,1299.21,2008.2,-1330.78,-12537.49,620.53,8160.4,-1935.67,60.44,-1254.8,-1875.23,-3130.04
8201,496.04,1318.24,2025.25,-1359.33,-12521.41,628.23,8235.79,-1977.36,61.25,-1177.2,-1916.11,-3093.31
8211,511.09,1305.6,2003.81,-1327.62,-12427.21,613.06,8111.66,-1980.37,59.78,-1209.61,-1920.58,-3130.19
8221,511.98,1271.7,2016.12,-1347.63,-12474.26,625.87,8140.82,-1950.71,59.73,-1255.4,-1890.98,-3146.39
8231,495.38,1370.62,2006.16,-1347.79,-12530.25,607.41,8129.11,-1887.24,59.36,-1269.36,-1827.88,-3097.24
8241,471.04,1335.92,1999.12,-1371.44,-12398.22,619.61,8113.98,-1974.99,58.44,-1229.99,-1916.55,-3146.53
8251,505.65,1306.45,2062.16,-1360.39,-12609.7,630.47,8161.73,-1824.85,57.79,-1303.63,-1767.06,-3070.69
8261,535.38,1234.4,2009.07,-1351.3,-12525.56,614.33,8182.88,-1951.31,60.2,-1300.79,-1891.11,-3191.89
8271,510.22,1328.91,2024.24,-1372.47,-12517.17,623.47,8180.48,-1945.58,59.1,-1222.32,-1886.48,-3108.81
8281,509.31,1299.7,2036.57,-1335.53,-12559.43,616.44,8171.08,-1906.34,59.67,-1261.85,-1846.67,-3108.52
8291,502.06,1355.88,2009.67,-1365.66,-12591.22,627.15,8189.57,-1881.52,59.39,-1272.55,-1822.12,-3094.67
8301,486.96,1313.13,1983.5,-1347.03,-12679.41,652.78,8211.84,-1847.36,58.63,-1378.24,-1788.72,-3166.96
8311,499.02,1252.41,2032.29,-1350.73,-12489.64,630.69,8181.33,-1961.76,60.32,-1244.62,-1901.44,-3146.06
8321,515.52,1317.79,1995.86,-1364.53,-12590.42,620.68,8192.51,-1896.15,57.97,-1312.58,-1838.18,-3150.76
8331,512.28,1278.74,2000.65,-1351.03,-12564.57,611.86,8159.24,-1911.28,58.83,-1352.82,-1852.45,-3205.28
8341,518.2,1309.55,1994.23,-1338.83,-12590.59,618.27,8161.63,-1886.14,59.01,-1327.54,-1827.13,-3154.67
8351,509.92,1333.73,1986.74,-1344.09,-12531.79,627.06,8198.27,-1968.53,60.67,-1220.16,-1907.86,-3128.01
8361,490.7,1344.14,1992.85,-1323.2,-12541.53,631.16,8131.22,-1934.68,59.11,-1274.65,-1875.57,-3150.22
8371,529.55,1382.94,2007.65,-1381.67,-12488.18,620.44,8194.67,-1987.19,59.43,-1134.61,-1927.75,-3062.36
8381,504.21,1328.49,2005.55,-1348.91,-12455.16,618.18,8182.5,-2018.07,61.31,-1165.15,-1956.76,-3121.92
8391,528.32,1316.25,1994.87,-1341.5,-12564.95,617.36,8176.0,-1905.54,59.64,-1273.66,-1845.9,-3119.56
8401,558.24,1356.94,1999.61,-1345.57,-12502.17,605.69,8170.64,-1960.64,58.82,-1156.61,-1901.82,-3058.44
8411,515.41,1304.12,2001.21,-1308.89,-12539.33,627.01,8192.16,-1956.45,61.62,-1208.32,-1894.83,-3103.15
8421,503.89,1352.65,2014.27,-1358.67,-12588.64,631.22,8180.08,-1879.28,58.2,-1265.19,-1821.08,-3086.27
8431,516.78,1353.69,2034.08,-1313.38,-12573.09,629.44,8193.28,-1931.95,61.52,-1159.2,-1870.43,-3029.64
8441,518.55,1272.21,2025.3,-1315.2,-12498.22,626.68,8127.16,-1949.8,62.92,-1243.51,-1886.87,-3130.38
8451,520.4,1341.93,2000.68,-1326.48,-12518.24,623.38,8178.88,-1955.6,59.51,-1179.45,-1896.09,-3075.55
8461,504.89,1342.19,2022.32,-1338.73,-12423.48,627.9,8152.59,-2025.38,60.24,-1112.32,-1965.14,-3077.47
8471,498.63,1330.82,2013.71,-1351.56,-12432.78,615.31,8198.26,-2022.22,61.91,-1127.62,-1960.31,-3087.93
8481,449.16,1315.14,1981.42,-1318.05,-12499.9,651.23,8215.69,-2004.16,61.66,-1205.31,-1942.5,-3147.81
8491,510.59,1345.45,2018.67,-1345.1,-12457.18,618.78,8188.88,-2003.4,61.86,-1119.92,-1941.55,-3061.46
8501,524.93,1338.98,2028.5,-1363.85,-12562.16,623.62,8155.54,-1904.18,58.9,-1254.44,-1845.28,-3099.72
8511,470.8,1299.34,2001.9,-1326.65,-12494.08,634.33,8147.58,-1970.43,59.97,-1266.79,-1910.46,-3177.25
8521,485.22,1320.83,2036.07,-1321.87,-12530.73,606.29,8163.33,-1932.11,60.27,-1240.86,-1871.84,-3112.71
8531,539.13,1331.79,2009.38,-1329.17,-12511.72,601.63,8169.25,-1969.58,60.51,-1189.7,-1909.07,-3098.77
8541,484.85,1308.17,2028.16,-1323.7,-12516.45,634.03,8193.72,-1971.57,61.02,-1191.21,-1910.55,-3101.77
8551,492.01,1297.14,1973.09,-1351.45,-12423.04,638.12,8181.62,-2019.47,60.25,-1192.53,-1959.22,-3151.75
8561,484.88,1315.01,2035.8,-1337.27,-12575.96,612.64,8219.7,-1947.15,59.83,-1245.21,-1887.32,-3132.53
8571,517.74,1314.0,2009.73,-1314.37,-12455.04,617.7,8135.32,-1992.61,59.56,-1174.93,-1933.05,-3107.97
8581,502.1,1337.27,2017.62,-1337.9,-12388.37,630.08,8181.28,-2060.61,61.83,-1057.92,-1998.78,-3056.7
8591,492.59,1309.95,2007.66,-1309.04,-12368.9,620.44,8175.92,-2091.56,63.59,-1071.38,-2027.97,-3099.35
8601,528.51,1297.15,2008.27,-1327.06,-12431.99,622.4,8098.64,-1964.01,61.09,-1204.06,-1902.93,-3106.99
8611,514.54,1289.01,2015.13,-1355.56,-12430.47,619.21,8113.93,-1974.16,58.99,-1234.21,-1915.17,-3149.38
8621,525.5,1329.83,2023.14,-1336.24,-12424.85,605.64,8147.78,-2004.76,60.37,-1129.21,-1944.39,-3073.6
8631,504.65,1346.45,2013.41,-1364.5,-12348.23,633.41,8128.51,-2064.85,59.59,-1086.3,-2005.26,-3091.56
8641,506.89,1332.35,2026.81,-1343.42,-12460.29,620.13,8153.5,-1959.51,60.58,-1164.04,-1898.94,-3062.97
8651,512.69,1313.12,2039.35,-1344.47,-12427.05,606.56,8182.96,-2034.49,59.08,-1116.83,-1975.41,-3092.24
8661,532.37,1331.89,2005.68,-1348.51,-12473.18,614.48,8155.65,-1981.82,59.21,-1181.62,-1922.62,-3104.24
8671,523.84,1360.23,2029.25,-1333.68,-12520.66,627.56,8124.42,-1918.22,59.62,-1189.05,-1858.61,-3047.65
8681,527.33,1277.48,2026.12,-1356.59,-12545.08,621.94,8174.35,-1921.95,59.79,-1274.46,-1862.16,-3136.62
8691,492.67,1333.09,2032.89,-1341.3,-12518.92,608.68,8162.1,-1945.06,61.2,-1230.79,-1883.86,-3114.65
8701,511.41,1287.86,2028.77,-1332.43,-12522.17,625.85,8242.46,-2022.48,61.12,-1158.25,-1961.35,-3119.6
8711,478.76,1279.71,2018.12,-1359.71,-12440.21,632.06,8147.5,-1962.48,60.35,-1243.78,-1902.12,-3145.9
8721,495.34,1304.44,2016.89,-1353.25,-12440.16,620.99,8194.71,-2009.94,60.05,-1161.04,-1949.89,-3110.93
8731,489.29,1360.02,1999.69,-1329.63,-12470.97,620.06,8179.38,-2020.33,60.0,-1152.14,-1960.32,-3112.47
8741,522.71,1306.7,2003.92,-1325.77,-12367.45,602.97,8148.26,-2065.64,60.51,-1108.65,-2005.13,-3113.77
8751,498.21,1344.38,2014.7,-1366.87,-12291.33,618.43,8136.68,-2107.26,59.56,-1045.81,-2047.71,-3093.51
8761,523.82,1323.13,2030.87,-1350.05,-12351.46,605.57,8124.05,-2063.99,59.14,-1094.06,-2004.85,-3098.9
8771,507.34,1324.17,2006.4,-1344.59,-12454.01,627.65,8165.5,-1984.9,58.8,-1167.54,-1926.11,-3093.65
8781,491.28,1304.77,2009.13,-1328.24,-12391.97,622.35,8147.38,-2053.58,59.9,-1145.31,-1993.68,-3138.99
8791,499.21,1360.06,2047.09,-1357.14,-12404.12,605.4,8168.17,-2016.24,60.34,-1081.33,-1955.89,-3037.22
8801,504.78,1316.0,2023.73,-1339.26,-12412.98,606.32,8139.45,-1979.69,58.59,-1161.97,-1921.1,-3083.07
8811,507.98,1314.17,2017.12,-1345.47,-12519.17,630.73,8217.19,-1955.5,57.72,-1177.45,-1897.78,-3075.23
8821,500.53,1335.52,2017.4,-1365.13,-12464.78,607.61,8159.96,-1960.14,57.53,-1208.88,-1902.61,-3111.49
8831,514.98,1296.54,2026.3,-1348.03,-12452.6,609.82,8145.72,-1967.2,60.88,-1207.27,-1906.32,-3113.59
8841,501.66,1293.57,2043.91,-1362.25,-12446.15,634.36,8202.32,-2029.94,58.83,-1132.57,-1971.11,-3103.68
8851,461.84,1314.63,2021.17,-1327.78,-12564.01,615.72,8184.22,-1935.88,60.44,-1294.21,-1875.43,-3169.65
8861,528.03,1318.06,2020.29,-1343.22,-12467.66,628.87,8170.31,-2012.01,58.39,-1145.31,-1953.62,-3098.92
8871,511.05,1370.48,2026.92,-1336.29,-12437.27,626.01,8166.14,-2014.5,61.3,-1072.95,-1953.2,-3026.15
8881,465.49,1315.81,1990.8,-1337.04,-12395.91,621.88,8220.75,-2064.18,62.28,-1118.22,-2001.9,-3120.12
8891,518.19,1337.51,1995.99,-1375.69,-12422.79,609.33,8132.14,-1996.81,59.77,-1205.33,-1937.04,-3142.37
8901,527.99,1310.06,2004.32,-1340.47,-12349.57,617.91,8154.62,-2059.31,61.03,-1075.14,-1998.28,-3073.42
8911,505.57,1310.52,2018.29,-1384.06,-12446.28,617.87,8189.9,-2014.3,58.5,-1188.2,-1955.81,-3144.01
8921,519.37,1280.29,2007.85,-1355.55,-12428.33,621.8,8195.84,-2027.01,60.29,-1158.73,-1966.72,-3125.46
8931,527.59,1350.52,1991.86,-1338.37,-12511.52,616.88,8169.08,-1918.19,60.04,-1193.97,-1858.15,-3052.12
8941,512.64,1355.44,2022.53,-1321.71,-12535.55,613.08,8173.73,-1962.92,59.59,-1179.83,-1903.33,-3083.16
8951,498.85,1326.42,2013.76,-1365.28,-12496.3,621.67,8191.16,-1956.86,61.34,-1209.72,-1895.53,-3105.25
8961,517.08,1304.46,2016.7,-1351.18,-12400.39,619.41,8177.83,-2051.02,60.63,-1116.09,-1990.38,-3106.47
8971,513.19,1312.47,2027.61,-1337.2,-12541.5,631.8,8220.93,-1943.27,60.03,-1172.68,-1883.24,-3055.93
8981,485.6,1317.54,2001.65,-1359.15,-12469.18,631.46,8197.78,-1984.94,59.02,-1194.31,-1925.92,-3120.23
8991,525.25,1353.82,2042.64,-1351.67,-12509.9,611.11,8183.44,-1970.02,60.13,-1145.32,-1909.89,-3055.2
9001,471.55,1248.75,2046.07,-1354.98,-12703.84,634.19,8169.77,-1745.44,54.84,-1488.48,-1690.59,-3179.07
9011,469.03,1330.18,2014.36,-1338.79,-12429.94,639.52,8169.48,-2023.55,58.04,-1146.16,-1965.5,-3111.66
9021,500.89,1326.01,2011.98,-1393.68,-12436.72,620.86,8131.64,-1957.26,56.25,-1239.03,-1901.01,-3140.04
9031,531.63,1313.74,2061.15,-1352.29,-12411.24,621.87,8136.94,-2010.29,57.72,-1098.21,-1952.57,-3050.78
9041,532.24,1292.87,2005.08,-1380.75,-12339.68,618.48,8147.62,-2042.02,57.89,-1124.14,-1984.14,-3108.28
9051,536.95,1308.59,2004.13,-1367.17,-12410.41,613.86,8136.66,-1989.52,58.11,-1177.4,-1931.41,-3108.81
9061,507.91,1341.53,1998.75,-1349.14,-12384.57,642.65,8148.57,-2030.39,60.19,-1094.31,-1970.2,-3064.51
9071,514.89,1311.99,1990.12,-1311.49,-12479.74,613.28,8171.58,-1977.21,61.76,-1189.38,-1915.45,-3104.83
9081,508.87,1363.58,2031.7,-1349.39,-12426.86,636.49,8157.52,-1999.18,59.95,-1078.1,-1939.23,-3017.33
9091,527.91,1329.28,2024.64,-1338.44,-12427.18,615.87,8121.63,-1981.23,60.49,-1146.31,-1920.74,-3067.05
9101,521.82,1270.16,2006.77,-1335.65,-12471.2,637.66,8143.26,-1969.91,60.09,-1227.18,-1909.82,-3137.0
9111,494.33,1323.42,1984.88,-1325.5,-12453.64,623.12,8153.22,-1981.03,61.59,-1200.17,-1919.43,-3119.61
9121,520.89,1309.09,2004.74,-1339.28,-12372.27,627.36,8106.43,-2005.82,59.91,-1143.04,-1945.91,-3088.95
9131,519.84,1350.45,2028.86,-1334.19,-12550.35,615.73,8171.68,-1910.44,61.04,-1197.98,-1849.4,-3047.38
9141,552.98,1331.62,2025.21,-1329.8,-12477.58,610.24,8105.06,-1918.11,63.2,-1182.26,-1854.91,-3037.17
9151,504.07,1261.63,2019.66,-1314.51,-12437.53,623.9,8163.7,-1982.92,62.05,-1179.09,-1920.87,-3099.96
9161,499.87,1292.67,2004.58,-1356.36,-12395.9,627.22,8182.02,-2030.4,60.69,-1145.89,-1969.71,-3115.6
9171,533.8,1316.87,1989.56,-1360.05,-12413.91,606.38,8166.56,-2022.99,60.64,-1160.79,-1962.35,-3123.14
9181,499.69,1317.83,1996.74,-1326.46,-12355.02,636.82,8199.33,-2091.77,61.84,-1031.06,-2029.94,-3061.0
9191,494.78,1327.55,1995.85,-1350.99,-12385.93,622.44,8154.13,-2031.06,60.3,-1142.16,-1970.77,-3112.93
9201,492.1,1367.24,2003.1,-1353.24,-12453.95,623.5,8205.69,-2002.79,60.44,-1115.57,-1942.35,-3057.92
9211,503.46,1296.47,2021.72,-1341.13,-12451.12,601.91,8158.57,-2002.03,61.73,-1210.12,-1940.31,-3150.43
9221,530.05,1385.09,2011.02,-1341.78,-12431.75,619.45,8201.6,-2067.81,63.58,-1026.34,-2004.23,-3030.57
9231,485.17,1333.06,2023.6,-1344.9,-12398.67,625.83,8189.76,-2064.91,60.73,-1086.17,-2004.18,-3090.35
9241,523.87,1269.89,2021.82,-1366.44,-12475.82,614.38,8220.18,-1999.13,59.97,-1192.12,-1939.17,-3131.29
9251,498.71,1311.23,2042.55,-1346.86,-12446.11,613.58,8194.49,-2036.94,61.37,-1132.41,-1975.57,-3107.98
9261,576.67,1330.49,2009.25,-1360.13,-12464.86,613.53,8136.64,-1980.66,58.96,-1158.41,-1921.7,-3080.11
9271,509.22,1282.66,2073.19,-1338.64,-12344.94,609.37,8158.17,-2122.55,62.09,-1050.97,-2060.46,-3111.44
9281,497.64,1326.39,2033.38,-1341.66,-12446.81,617.45,8181.86,-2017.03,61.01,-1131.74,-1956.03,-3087.77
9291,506.41,1287.29,2007.64,-1322.83,-12408.87,613.23,8218.02,-2096.81,62.54,-1099.11,-2034.28,-3133.39
9301,507.92,1315.91,2017.71,-1351.69,-12322.9,609.02,8142.18,-2086.85,60.41,-1081.85,-2026.44,-3108.29
9311,506.08,1358.56,2024.59,-1335.62,-12312.23,624.08,8133.75,-2086.29,60.86,-1000.79,-2025.43,-3026.22
9321,510.09,1308.85,2025.27,-1337.14,-12477.21,619.47,8121.07,-1930.33,60.31,-1229.6,-1870.02,-3099.62
9331,516.66,1276.03,2028.64,-1329.9,-12536.51,603.22,8171.03,-1950.33,60.4,-1270.83,-1889.92,-3160.76
9341,495.18,1366.94,2022.95,-1341.84,-12435.25,622.86,8161.84,-2020.9,59.79,-1107.32,-1961.11,-3068.43
9351,496.52,1317.74,2015.74,-1357.88,-12324.97,619.17,8119.64,-2066.61,59.46,-1114.03,-2007.15,-3121.17
9361,538.94,1279.18,2006.77,-1332.54,-12336.66,618.04,8150.86,-2078.23,59.96,-1075.4,-2018.27,-3093.68
9371,484.91,1298.93,2020.23,-1334.24,-12356.8,608.15,8092.59,-2054.27,62.33,-1186.23,-1991.93,-3178.16
9381,484.56,1315.23,2028.89,-1319.33,-12414.2,598.37,8142.3,-2021.95,61.06,-1164.18,-1960.89,-3125.07
9391,520.06,1280.02,2039.2,-1362.91,-12367.11,634.08,8146.66,-2029.86,58.16,-1110.0,-1971.7,-3081.7
9401,489.49,1337.02,2039.99,-1347.77,-12362.23,620.38,8161.13,-2090.62,59.99,-1061.97,-2030.63,-3092.61
9411,524.25,1313.38,2031.68,-1332.94,-12478.34,612.19,8165.42,-2000.46,60.45,-1164.36,-1940.01,-3104.37
9421,507.79,1290.68,2009.75,-1336.27,-12386.08,624.09,8111.97,-2017.37,59.67,-1178.07,-1957.71,-3135.77
9431,505.52,1329.29,2020.6,-1355.91,-12490.98,624.72,8177.8,-1987.59,61.31,-1188.96,-1926.28,-3115.24
9441,520.52,1296.6,2031.22,-1355.95,-12521.33,615.3,8191.8,-1986.08,59.7,-1221.84,-1926.38,-3148.22
9451,501.03,1334.04,2005.29,-1330.34,-12485.52,624.64,8237.16,-2039.27,61.39,-1113.69,-1977.89,-3091.58
9461,490.58,1342.81,2016.95,-1349.79,-12418.19,637.79,8213.26,-2050.13,60.99,-1066.57,-1989.14,-3055.72
9471,507.81,1334.07,2042.27,-1359.11,-12437.69,612.31,8181.32,-2034.88,59.94,-1119.02,-1974.94,-3093.96
9481,483.68,1311.75,1989.62,-1321.84,-12514.35,624.48,8168.13,-1955.34,58.76,-1258.54,-1896.58,-3155.12
9491,515.39,1280.26,2051.04,-1363.97,-12571.49,622.04,8200.3,-1937.1,57.36,-1266.44,-1879.73,-3146.17
9501,516.74,1284.27,1986.27,-1354.55,-12521.22,615.72,8150.61,-1928.34,59.37,-1322.15,-1868.97,-3191.12
9511,510.59,1285.19,2023.37,-1340.79,-12455.94,628.26,8131.86,-1986.93,59.24,-1217.45,-1927.69,-3145.14
9521,496.6,1297.33,2008.37,-1357.53,-12612.4,646.18,8217.04,-1871.87,57.68,-1304.41,-1814.19,-3118.6
9531,505.74,1364.74,2006.27,-1368.13,-12490.75,617.47,8140.53,-1953.46,56.97,-1224.14,-1896.5,-3120.63
9541,513.21,1337.23,2011.77,-1382.01,-12392.65,612.95,8134.81,-2002.27,57.72,-1164.69,-1944.55,-3109.24
9551,503.75,1318.82,2023.16,-1341.17,-12451.11,617.67,8156.11,-1969.2,58.39,-1172.77,-1910.81,-3083.58
9561,498.54,1326.68,2016.26,-1341.06,-12381.17,627.03,8135.98,-2030.27,58.54,-1117.74,-1971.73,-3089.47
9571,503.07,1306.23,2026.56,-1336.65,-12398.6,607.77,8145.09,-2045.0,58.54,-1146.53,-1986.47,-3133.0
9581,500.73,1297.35,2007.74,-1359.53,-12436.81,619.85,8199.75,-2032.26,58.61,-1170.92,-1973.64,-3144.56
9591,492.49,1264.4,2008.19,-1353.46,-12453.54,631.07,8154.68,-1980.45,57.58,-1256.16,-1922.87,-3179.03
9601,522.89,1367.24,2008.8,-1349.86,-12488.45,606.68,8161.12,-1976.47,58.78,-1171.57,-1917.69,-3089.26
9611,522.7,1313.1,2017.71,-1329.29,-12563.89,619.92,8150.79,-1900.79,60.7,-1268.95,-1840.09,-3109.04
9621,486.45,1335.64,1991.62,-1351.62,-12433.62,621.69,8146.77,-1982.72,59.53,-1203.06,-1923.19,-3126.26
9631,503.46,1308.44,2031.13,-1343.34,-12415.14,632.31,8156.52,-2027.58,58.62,-1126.62,-1968.96,-3095.58
9641,521.92,1306.47,2018.4,-1334.3,-12466.34,624.3,8136.48,-1960.0,58.3,-1193.07,-1901.7,-3094.76
