#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
35001000,70001.99999709656,-346331.32732135756,59377.571130380034,-286953.7561909775,270.9879263311434,273.72426636562705,0.9598748430655164,0
35002000,70003.99999708969,-337704.85173542006,64865.52203275019,-272839.3297026699,296.03388908322233,273.72426636562705,0.9598748430655164,299
35003000,70005.99999708282,-335224.2838643263,65576.45589693438,-269647.82796739193,299.2784558438066,273.72426636562705,0.9598748430655164,309
35004000,70007.99999707595,-333786.84196979506,65540.6264828241,-268246.21548697096,299.1149372214284,273.72426636562705,0.9598748430655164,306
35005000,70009.99999706908,-333321.20232135756,66328.11661181031,-266993.0857095473,302.70889219462254,273.72426636562705,0.9598748430655164,306
35006000,70011.99999706222,-333281.23357135756,66486.18406650343,-266795.04950485413,303.4302819542958,273.72426636562705,0.9598748430655164,306
35007000,70013.99999705535,-333767.4518330763,65956.60585949139,-267810.8459735849,301.0133878743201,273.72426636562705,0.9598748430655164,310
35008000,70015.99999704848,-334419.37907917006,66236.40247919323,-268182.9765999768,302.2903263600823,273.72426636562705,0.9598748430655164,312
35009000,70017.99999704161,-335132.77946979506,66183.77331613202,-268949.00615366304,302.0501368829616,273.72426636562705,0.9598748430655164,312
35010000,70019.99999703474,-335513.40251667006,65440.17165176879,-270073.23086490127,298.6564805038599,273.72426636562705,0.9598748430655164,312
35011000,70021.99999702787,-335226.09392292006,65411.31268669409,-269814.781236226,298.5247736833757,273.72426636562705,0.9598748430655164,313
35012000,70023.999997021,-334234.96306354506,66117.75311986683,-268117.20994367823,301.7488332805863,273.72426636562705,0.9598748430655164,314
35013000,70025.99999701414,-333669.40154010756,66029.5234401845,-267639.8780999231,301.346169825635,273.72426636562705,0.9598748430655164,315
35014000,70027.99999700727,-334718.1217549513,65564.95177863745,-269153.16997631383,299.2259532388296,273.72426636562705,0.9598748430655164,315
35015000,70029.9999970004,-334128.6266377638,65162.39223160525,-268966.23440615856,297.3887481326199,273.72426636562705,0.9598748430655164,314
35016000,70031.99999699353,-334086.55876667006,65699.52395027678,-268387.0348163933,299.8401150012626,273.72426636562705,0.9598748430655164,314
35017000,70033.99999698666,-335417.4694112013,66406.47462609985,-269010.99478510144,303.06650324875477,273.72426636562705,0.9598748430655164,314
35018000,70035.9999969798,-335134.72282917006,65991.25995675905,-269143.462872411,301.17154257446464,273.72426636562705,0.9598748430655164,314
35019000,70037.99999697293,-334046.03630573256,65515.634431857965,-268530.4018738746,299.00087826049173,273.72426636562705,0.9598748430655164,314
35020000,70039.99999696606,-334139.93083698256,65321.2644082366,-268818.66642874596,298.11381048996213,273.72426636562705,0.9598748430655164,314
35021000,70041.99999695919,-334524.6920674513,65770.83169555751,-268753.8603718938,300.16554997034444,273.72426636562705,0.9598748430655164,314
35022000,70043.99999695232,-334733.16130573256,65285.0105624249,-269448.15074330766,297.9483548421306,273.72426636562705,0.9598748430655164,314
35023000,70045.99999694545,-334947.6617940138,66054.83129819948,-268892.8304958143,301.46167006979795,273.72426636562705,0.9598748430655164,315
35024000,70047.99999693858,-334132.0963643263,65903.50400746136,-268228.59235686495,300.77104113476815,273.72426636562705,0.9598748430655164,315
35025000,70049.99999693171,-335053.3551533888,66198.94086869736,-268854.41428469145,302.1193587042479,273.72426636562705,0.9598748430655164,316
35026000,70051.99999692485,-334871.89665729506,65732.55228213803,-269139.34437515703,299.9908500177152,273.72426636562705,0.9598748430655164,316
35027000,70053.99999691798,-334578.0201924513,65999.94636282581,-268578.0738296255,301.21118567744935,273.72426636562705,0.9598748430655164,316
35028000,70055.99999691111,-335076.70427448256,65596.66468273383,-269480.03959174873,299.37068489348326,273.72426636562705,0.9598748430655164,316
35029000,70057.99999690424,-335292.1266377638,65114.453112636984,-270177.6735251268,297.1699631235325,273.72426636562705,0.9598748430655164,315
35030000,70059.99999689737,-334480.9576924513,66197.85101533355,-268283.10667711776,302.1143848210553,273.72426636562705,0.9598748430655164,316
35031000,70061.9999968905,-334192.8893330763,66303.94018909085,-267888.94914398546,302.59855560566933,273.72426636562705,0.9598748430655164,316
35032000,70063.99999688363,-333466.9762471388,65776.31215647236,-267690.66409066645,300.1905617502199,273.72426636562705,0.9598748430655164,316
35033000,70065.99999687677,-333901.6823018263,66508.87979836739,-267392.8025034589,303.5338609521784,273.72426636562705,0.9598748430655164,316
35034000,70067.9999968699,-334420.4459737013,66367.3460784299,-268053.0998952714,302.8879280091218,273.72426636562705,0.9598748430655164,316
35035000,70069.99999686303,-334303.2096455763,65476.841510090046,-268826.36813548626,298.8238347535566,273.72426636562705,0.9598748430655164,316
35036000,70071.99999685616,-333424.47087604506,65549.85043565661,-267874.62044038845,299.15703358547756,273.72426636562705,0.9598748430655164,317
35037000,70073.99999684929,-334874.12029010756,65353.76087253104,-269520.3594175765,298.26211816413274,273.72426636562705,0.9598748430655164,317
35038000,70075.99999684242,-334594.0328877638,66252.87223818363,-268341.1606495802,302.3654912034906,273.72426636562705,0.9598748430655164,317
35039000,70077.99999683556,-334353.3053487013,65015.80380912137,-269337.50153957994,296.71974648979705,273.72426636562705,0.9598748430655164,317
35040000,70079.99999682869,-334011.96501667006,66361.38153531897,-267650.5834813511,302.8607069702957,273.72426636562705,0.9598748430655164,317
35041000,70081.99999682182,-335112.1510518263,65772.09633819084,-269340.0547136355,300.171321558475,273.72426636562705,0.9598748430655164,317
35042000,70083.99999681495,-334226.21208698256,65872.34085961338,-268353.8712273692,300.62881846293243,273.72426636562705,0.9598748430655164,317
35043000,70085.99999680808,-334293.3024190138,65577.01426322304,-268716.28815579077,299.28100412120864,273.72426636562705,0.9598748430655164,317
35044000,70087.99999680121,-333918.25993854506,65451.76584755228,-268466.4940909928,298.70939420533057,273.72426636562705,0.9598748430655164,318
35045000,70089.99999679434,-335004.9537862013,65820.68858581409,-269184.2652003872,300.3930873223571,273.72426636562705,0.9598748430655164,318
35046000,70091.99999678748,-335022.26189167006,65470.36619537929,-269551.89569629077,298.79428265042395,273.72426636562705,0.9598748430655164,318
35047000,70093.9999967806,-333769.8219502638,65440.72165400439,-268329.1002962594,298.6589906093167,273.72426636562705,0.9598748430655164,318
35048000,70095.99999677374,-334113.9362080763,65898.30899156441,-268215.6272165119,300.74733207159204,273.72426636562705,0.9598748430655164,318
35049000,70097.99999676687,-334920.82536823256,66138.08531596628,-268782.7400522663,301.841625551369,273.72426636562705,0.9598748430655164,318
35050000,70099.99999676,-334918.0992940138,65437.12120989547,-269480.97808411834,298.642558868099,273.72426636562705,0.9598748430655164,318
35051000,70101.99999675313,-333669.6657002638,65390.190704741515,-268279.4749955223,298.4283769803721,273.72426636562705,0.9598748430655164,319
35052000,70103.99999674626,-334170.94353229506,66023.05980167177,-268147.8837306233,301.31667101044644,273.72426636562705,0.9598748430655164,319
35053000,70105.9999967394,-334551.0817158888,66091.37047976011,-268459.7112361287,301.62842793564613,273.72426636562705,0.9598748430655164,319
