#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,298.71728383535265,0,--
20.0%,500000,298.9704122048436,459,25:04
30.0%,750000,299.98788639996866,458,21:59
40.0%,1000000,304.2337140358941,458,18:52
50.0%,1250000,298.02658165053066,459,15:41
60.0%,1500000,302.611123543365,459,12:33
70.0%,1750000,300.4614703123935,461,9:22
80.0%,2000000,302.9378711830062,462,6:13
90.0%,2250000,301.6742933081791,463,3:06
100.0%,2500000,302.4122279679185,463,0:00
