#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,297.8528158811752,0,--
20.0%,500000,299.30669523127426,478,24:06
30.0%,750000,298.6083455543411,478,21:05
40.0%,1000000,302.05915684670356,478,18:05
50.0%,1250000,298.3985150969784,477,15:04
60.0%,1500000,298.6041061398171,477,12:03
70.0%,1750000,296.32827241783724,477,9:02
80.0%,2000000,302.58719461169875,478,6:01
90.0%,2250000,297.781155735058,478,3:00
100.0%,2500000,298.16440252249106,478,0:00
