CompScore,PoseScore,ContactScore
-3.4799040772075633,1.5200959227924367,1.0
-2.3837849109151987,1.3662150890848013,0.75
-1.9899871071390183,1.7600128928609817,0.75
-1.7908673823433707,1.9591326176566293,0.75
-3.606868929545851,1.393131070454149,1.0
-3.688742699669059,1.3112573003309411,1.0
-2.229557598962876,1.520442401037124,0.75
-2.927340646669293,2.072659353330707,1.0
-2.086390894078506,1.663609105921494,0.75
-3.3121253940309474,1.6878746059690528,1.0
-3.05115574039313,1.94884425960687,1.0
-3.38513788776311,1.61486211223689,1.0
-1.859194160418289,1.890805839581711,0.75
-2.2081975412247563,1.5418024587752437,0.75
-3.640641872276783,1.359358127723217,1.0
-3.2317747234000187,1.768225276599981,1.0
-2.0086586248942226,1.7413413751057774,0.75
-2.33105438628273,1.4189456137172698,0.75
-1.9709816605211992,1.7790183394788008,0.75
-3.3149584532115317,1.6850415467884683,1.0
-1.857523776586505,1.892476223413495,0.75
-3.0147799264597737,1.9852200735402266,1.0
-1.921557099816117,1.828442900183883,0.75
-3.2596372946486305,1.7403627053513695,1.0
-2.3020968630229253,1.4479031369770747,0.75
-1.7409402684095685,2.0090597315904315,0.75
-1.2330122377284138,2.516987762271586,0.75
-2.14628300688982,1.6037169931101798,0.75
-2.074433336677803,1.675566663322197,0.75
0.7083601487743869,2.583360148774387,0.375
-1.5794430011580278,2.170556998841972,0.75
-2.8714340447847233,2.1285659552152767,1.0
-3.3975574196678533,1.6024425803321467,1.0
-3.230747032858034,1.769252967141966,1.0
-1.9055674856421974,1.8444325143578026,0.75
-1.833520114038192,1.916479885961808,0.75
0.2504448303033291,2.125444830303329,0.375
1.0323995895634992,2.907399589563499,0.375
-1.1839301860020135,2.5660698139979865,0.75
-3.0140943909013944,1.9859056090986056,1.0
-3.092472238619566,1.9075277613804338,1.0
-1.7157361525815986,2.0342638474184014,0.75
-2.555520150191768,2.444479849808232,1.0
-2.4609192484223836,1.2890807515776164,0.75
-2.7233475842158703,2.2766524157841297,1.0
-3.101596369787225,1.898403630212775,1.0
-3.212181033009573,1.7878189669904268,1.0
-1.6645943891616124,2.0854056108383876,0.75
-3.099359607770382,1.9006403922296178,1.0
-2.2109630073363196,1.5390369926636802,0.75
0.2876612630291393,2.1626612630291393,0.375
-1.4687383591058465,2.2812616408941535,0.75
0.18325435490116027,2.0582543549011603,0.375
-3.0204003316071724,1.9795996683928274,1.0
-0.38901498280761837,3.3609850171923816,0.75
-3.202259811682145,1.7977401883178552,1.0
-2.8426836194429748,2.1573163805570252,1.0
2.0851066251326626,2.0851066251326626,0.0
-2.9493164871889412,2.0506835128110588,1.0
2.0388523656364543,2.0388523656364543,0.0
0.34564270669044195,2.220642706690442,0.375
0.04147390912420956,1.9164739091242096,0.375
-2.276526713829597,1.4734732861704034,0.75
-3.3828355264115544,1.6171644735884456,1.0
-2.8098227575412476,2.1901772424587524,1.0
-2.977556507670283,2.022443492329717,1.0
-1.6426384594885959,2.107361540511404,0.75
-2.3525912685516936,2.6474087314483064,1.0
-2.9514329207936654,2.0485670792063346,1.0
1.6709467578220176,1.6709467578220176,0.0
-0.4603731268048721,1.414626873195128,0.375
0.1816507070718396,2.0566507070718396,0.375
-2.110551237551213,1.639448762448787,0.75
1.8839783072035612,1.8839783072035612,0.0
-3.222735851661363,1.777264148338637,1.0
0.022458330131299276,1.8974583301312993,0.375
-3.1472956481182566,1.8527043518817434,1.0
-3.0307618367931903,1.9692381632068097,1.0
-3.2477175979374673,1.752282402062533,1.0
-1.7782367125860497,1.9717632874139503,0.75
1.2473199159563138,1.2473199159563138,0.0
-3.293918369617219,1.7060816303827806,1.0
-4.039169953536546,0.9608300464634539,1.0
-1.4397956685469238,2.3102043314530762,0.75
-1.8252424901881323,1.9247575098118677,0.75
-0.4062997882706776,1.4687002117293224,0.375
-3.5032295032902216,1.4967704967097784,1.0
-4.218132320846087,0.7818676791539126,1.0
-1.4809167962157699,2.26908320378423,0.75
-3.428239408829674,1.5717605911703258,1.0
-2.2167916093937965,1.5332083906062033,0.75
-2.7236484288979756,1.0263515711020246,0.75
-3.5826312415165846,1.4173687584834151,1.0
-2.2746899524329844,1.4753100475670153,0.75
-2.0830780940811735,1.6669219059188267,0.75
-2.154439786035528,1.595560213964472,0.75
-2.2029167006602037,1.547083299339796,0.75
-3.688099536889437,1.3119004631105626,1.0
-2.4468398463803966,1.3031601536196031,0.75
