#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,300.05939254308186,0,--
20.0%,500000,300.96168100656286,479,24:02
30.0%,750000,300.70644519764335,479,21:03
40.0%,1000000,298.7799118108372,478,18:03
50.0%,1250000,300.5496127177238,478,15:03
60.0%,1500000,299.1742129760163,479,12:02
70.0%,1750000,298.0894629269519,478,9:02
80.0%,2000000,301.98286156329925,478,6:01
90.0%,2250000,300.5255387916652,478,3:00
100.0%,2500000,297.797533207262,478,0:00
