#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,300.7188242974386,0,--
20.0%,500000,300.53386786639203,418,27:33
30.0%,750000,300.556980458528,415,24:17
40.0%,1000000,298.2956340383751,411,21:01
50.0%,1250000,302.0717905612575,410,17:34
60.0%,1500000,299.373498096733,411,14:00
70.0%,1750000,300.0161026597641,412,10:28
80.0%,2000000,299.70382088197283,412,6:59
90.0%,2250000,298.7549898185114,412,3:29
100.0%,2500000,300.1325813938606,412,0:00
