#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,303.9432419619161,0,--
20.0%,500000,301.26074522688157,420,27:26
30.0%,750000,299.1823996254894,418,24:08
40.0%,1000000,302.18453034911255,416,20:45
50.0%,1250000,303.7917110429279,416,17:19
60.0%,1500000,303.94421358928685,415,13:53
70.0%,1750000,300.81784437856095,414,10:26
80.0%,2000000,302.3138748461756,413,6:58
90.0%,2250000,301.85675741944215,412,3:29
100.0%,2500000,298.5490666402022,415,0:00
