#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,300.02757128130844,0,--
20.0%,500000,302.872140397543,467,24:41
30.0%,750000,301.78231214784194,467,21:35
40.0%,1000000,303.7151075377905,467,18:29
50.0%,1250000,295.2116862851589,468,15:23
60.0%,1500000,303.3566925852972,466,12:21
70.0%,1750000,297.22713263004084,467,9:15
80.0%,2000000,300.9922043104967,467,6:10
90.0%,2250000,303.0108537218086,467,3:05
100.0%,2500000,298.3529053323315,467,0:00
