GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
9041,523.06,1344.55,2077.0,-1382.31,-12453.67,638.51,8168.63,-2005.51,55.66,-1084.23,-1949.84,-3034.07
9051,487.84,1323.19,2005.38,-1349.48,-12487.42,627.26,8228.06,-2008.17,59.65,-1165.18,-1948.52,-3113.7
9061,532.45,1330.8,2033.34,-1357.39,-12573.69,613.03,8196.97,-1933.15,58.43,-1224.48,-1874.71,-3099.19
9071,492.64,1327.57,2008.76,-1371.5,-12449.02,618.32,8173.54,-2012.01,57.9,-1199.68,-1954.11,-3153.79
9081,511.28,1332.2,2031.48,-1348.99,-12532.51,629.31,8182.43,-1972.75,58.01,-1194.8,-1914.74,-3109.54
9091,548.46,1325.21,2020.78,-1370.42,-12429.51,620.28,8204.28,-2035.61,58.55,-1080.91,-1977.05,-3057.97
9101,512.1,1307.18,2013.61,-1359.8,-12554.95,632.26,8168.4,-1906.16,57.02,-1281.2,-1849.14,-3130.34
9111,511.57,1294.29,2035.89,-1354.41,-12434.02,624.88,8169.43,-2010.02,57.49,-1152.37,-1952.52,-3104.9
9121,502.55,1336.1,2012.17,-1355.81,-12374.46,605.92,8099.61,-2025.59,59.7,-1173.92,-1965.89,-3139.81
9131,506.76,1331.84,2018.0,-1354.85,-12519.95,637.55,8161.02,-1927.11,56.45,-1219.63,-1870.66,-3090.29
9141,522.41,1319.09,2030.65,-1351.15,-12451.46,616.49,8166.55,-1984.88,57.8,-1147.41,-1927.08,-3074.5
9151,537.32,1354.49,2022.76,-1349.13,-12421.41,611.29,8109.91,-1998.98,56.02,-1134.77,-1942.96,-3077.72
9161,494.91,1329.7,2008.5,-1368.73,-12425.77,623.37,8186.02,-2028.96,57.46,-1152.0,-1971.5,-3123.5
9171,533.87,1387.87,2036.15,-1378.86,-12393.57,609.75,8177.82,-2040.08,55.93,-1026.98,-1984.14,-3011.12
9181,534.31,1318.44,2039.67,-1364.69,-12395.38,618.9,8159.89,-2044.51,59.32,-1088.86,-1985.19,-3074.05
9191,537.77,1281.86,2033.0,-1361.99,-12370.77,615.54,8178.49,-2059.64,59.37,-1086.1,-2000.27,-3086.37
9201,530.43,1295.34,2000.59,-1350.15,-12555.5,628.14,8168.88,-1900.56,57.23,-1282.27,-1843.33,-3125.6
9211,563.37,1257.14,2027.76,-1359.48,-12460.01,622.18,8167.77,-2013.99,59.37,-1181.26,-1954.61,-3135.87
9221,511.23,1314.2,2008.67,-1351.51,-12477.46,643.97,8161.46,-1971.93,57.21,-1189.45,-1914.72,-3104.17
9231,521.36,1266.42,1986.79,-1330.1,-12609.74,605.79,8178.39,-1854.13,56.55,-1381.09,-1797.58,-3178.67
9241,508.36,1295.96,2002.89,-1341.81,-12506.75,610.54,8186.34,-1952.91,60.79,-1244.46,-1892.12,-3136.59
9251,537.67,1312.7,2008.25,-1367.73,-12552.24,610.77,8179.56,-1890.81,58.69,-1271.02,-1832.12,-3103.14
9261,506.07,1329.88,2025.69,-1358.33,-12462.08,616.4,8180.31,-1982.08,59.87,-1162.06,-1922.22,-3084.28
9271,513.74,1310.12,1998.88,-1333.15,-12360.52,615.82,8108.15,-2055.95,61.08,-1146.94,-1994.87,-3141.81
9281,534.64,1294.53,2006.49,-1320.81,-12570.33,634.85,8178.96,-1932.78,58.87,-1241.65,-1873.92,-3115.57
9291,549.67,1314.4,2004.01,-1317.54,-12582.84,624.38,8190.64,-1910.48,59.25,-1217.28,-1851.23,-3068.51
9301,519.14,1335.56,2027.92,-1340.32,-12394.7,592.32,8133.43,-2033.96,60.69,-1126.64,-1973.27,-3099.91
9311,498.74,1321.14,2016.88,-1335.95,-12395.83,621.3,8204.26,-2087.47,62.59,-1069.45,-2024.88,-3094.33
9321,510.96,1299.84,2010.66,-1305.07,-12486.26,627.45,8176.34,-2006.56,62.26,-1166.08,-1944.29,-3110.37
9331,534.64,1357.27,2005.36,-1330.23,-12429.29,621.75,8157.53,-2016.65,60.43,-1082.97,-1956.22,-3039.18
9341,532.06,1288.02,2003.36,-1343.3,-12401.4,612.2,8197.01,-2043.35,59.66,-1112.07,-1983.69,-3095.76
9351,541.89,1279.06,2005.38,-1338.99,-12509.91,639.04,8231.1,-1988.7,59.35,-1152.43,-1929.35,-3081.78
9361,535.8,1333.23,2027.51,-1367.91,-12378.14,614.97,8184.12,-2060.04,57.73,-1050.42,-2002.31,-3052.73
9371,500.07,1313.18,2019.74,-1331.6,-12372.97,618.13,8196.22,-2093.71,62.02,-1057.22,-2031.7,-3088.92
9381,526.68,1320.71,2014.33,-1334.81,-12416.32,615.54,8148.69,-2011.31,59.89,-1125.18,-1951.42,-3076.6
9391,512.11,1332.34,2005.58,-1340.39,-12477.82,602.14,8161.6,-1959.58,60.85,-1204.46,-1898.73,-3103.19
9401,550.46,1328.21,2018.38,-1359.58,-12563.37,626.76,8137.04,-1875.29,58.28,-1262.09,-1817.0,-3079.1
9411,506.64,1353.86,2032.49,-1369.42,-12605.25,614.03,8228.64,-1886.79,57.59,-1239.0,-1829.21,-3068.2
9421,533.44,1293.6,2008.67,-1316.04,-12508.07,630.16,8201.54,-1993.86,60.95,-1156.71,-1932.9,-3089.61
9431,526.52,1326.23,2005.37,-1336.48,-12604.88,619.41,8190.33,-1898.78,60.23,-1273.51,-1838.56,-3112.07
9441,549.32,1325.68,2012.78,-1326.41,-12463.49,632.46,8175.34,-2015.04,59.22,-1094.32,-1955.82,-3050.14
9451,479.17,1349.99,2021.99,-1331.0,-12619.6,634.08,8187.73,-1877.49,60.38,-1277.64,-1817.12,-3094.75
9461,545.31,1341.13,1976.53,-1339.06,-12436.69,630.39,8156.96,-1988.44,63.04,-1125.42,-1925.4,-3050.83
9471,555.03,1306.48,2024.0,-1340.4,-12521.79,621.42,8170.86,-1958.1,60.91,-1184.4,-1897.19,-3081.59
9481,517.16,1320.65,1996.83,-1345.45,-12436.03,604.56,8188.17,-2042.43,59.51,-1154.12,-1982.91,-3137.03
9491,528.45,1388.27,2024.42,-1340.37,-12396.5,640.02,8170.93,-2060.12,61.66,-984.78,-1998.46,-2983.24
9501,502.92,1317.64,2010.5,-1356.42,-12422.59,615.26,8179.35,-2018.93,59.54,-1153.35,-1959.39,-3112.74
9511,522.24,1330.91,2012.96,-1356.89,-12417.4,600.54,8139.6,-2000.12,60.84,-1168.04,-1939.28,-3107.32
9521,542.4,1291.56,2034.7,-1380.56,-12433.19,609.9,8169.51,-1998.78,58.51,-1165.67,-1940.28,-3105.95
9531,508.73,1291.75,2002.48,-1349.67,-12513.34,619.86,8168.41,-1958.68,58.86,-1271.77,-1899.82,-3171.59
9541,548.99,1337.11,2054.9,-1335.58,-12388.28,623.73,8143.45,-2041.95,62.37,-1015.67,-1979.58,-2995.26
9551,536.05,1343.82,2010.21,-1337.29,-12376.34,634.3,8162.6,-2070.58,61.54,-1026.64,-2009.04,-3035.68
9561,483.45,1318.6,2029.06,-1351.52,-12503.72,621.11,8205.5,-1981.93,58.91,-1197.53,-1923.03,-3120.56
9571,526.08,1332.62,2013.04,-1326.46,-12457.37,635.63,8181.81,-1996.44,60.08,-1094.64,-1936.37,-3031.01
9581,534.82,1296.41,2016.02,-1334.46,-12434.52,615.08,8139.13,-1995.03,59.94,-1167.53,-1935.09,-3102.62
9591,501.69,1304.06,1989.6,-1324.42,-12410.27,623.73,8167.4,-2032.17,61.63,-1148.2,-1970.54,-3118.74
9601,543.64,1338.89,2016.87,-1354.12,-12450.22,613.35,8167.83,-2004.18,58.89,-1123.75,-1945.29,-3069.04
9611,535.48,1319.39,1977.73,-1342.91,-12393.63,609.87,8155.7,-2014.75,61.23,-1138.37,-1953.53,-3091.9
9621,538.13,1308.28,1995.6,-1324.02,-12488.27,627.49,8175.52,-1983.93,60.72,-1167.28,-1923.22,-3090.49
9631,497.13,1362.84,2048.26,-1354.62,-12504.18,624.83,8209.61,-1983.09,60.64,-1116.13,-1922.44,-3038.57
9641,507.76,1365.64,2019.68,-1367.42,-12433.35,626.6,8134.89,-1982.38,59.72,-1146.19,-1922.65,-3068.85
9651,580.59,1327.6,1997.36,-1347.55,-12359.44,622.87,8150.01,-2064.05,60.53,-1028.57,-2003.52,-3032.09
9661,517.58,1310.15,2016.28,-1340.62,-12390.48,613.91,8143.11,-2034.04,60.0,-1130.07,-1974.04,-3104.12
9671,518.42,1290.07,2021.03,-1343.52,-12338.24,623.42,8100.29,-2021.73,60.34,-1128.53,-1961.39,-3089.92
9681,557.86,1279.94,2002.09,-1309.78,-12359.21,624.04,8145.43,-2048.59,62.41,-1059.63,-1986.19,-3045.82
9691,529.22,1269.16,2020.58,-1332.26,-12396.19,613.67,8119.42,-1984.85,59.47,-1176.4,-1925.38,-3101.78
9701,557.27,1331.24,2013.5,-1339.64,-12421.66,608.33,8130.09,-1987.1,60.8,-1120.88,-1926.3,-3047.18
9711,577.05,1342.3,1992.42,-1319.85,-12356.96,627.23,8162.02,-2091.77,61.8,-975.78,-2029.97,-3005.75
9721,550.19,1315.08,2018.57,-1350.25,-12373.74,606.0,8139.43,-2067.4,61.82,-1094.72,-2005.57,-3100.3
9731,520.98,1329.84,1994.19,-1373.4,-12359.86,617.39,8169.77,-2059.89,59.63,-1101.09,-2000.26,-3101.35
9741,557.4,1321.38,2010.1,-1335.6,-12327.05,599.58,8113.36,-2081.23,61.04,-1060.82,-2020.19,-3081.0
9751,536.31,1301.2,2026.52,-1342.03,-12474.6,623.87,8206.13,-2030.31,60.64,-1122.6,-1969.67,-3092.28
9761,552.35,1311.16,2031.06,-1318.46,-12427.85,626.94,8191.92,-2050.07,62.11,-1032.88,-1987.96,-3020.83
9771,502.32,1323.06,2007.98,-1362.32,-12347.47,618.63,8141.21,-2038.97,60.94,-1116.58,-1978.02,-3094.61
9781,532.08,1311.83,2021.24,-1349.65,-12345.79,605.32,8124.09,-2082.59,60.32,-1100.88,-2022.28,-3123.16
9791,527.72,1320.28,2027.74,-1340.09,-12537.87,617.82,8132.96,-1891.11,58.55,-1251.45,-1832.56,-3084.01
9801,556.15,1285.85,2027.48,-1355.66,-12442.07,600.62,8144.91,-1997.99,59.21,-1182.73,-1938.78,-3121.52
9811,542.93,1299.82,2019.62,-1353.02,-12554.33,606.4,8189.74,-1925.04,58.4,-1248.84,-1866.64,-3115.48
9821,551.78,1322.13,1991.0,-1361.43,-12568.36,587.85,8167.34,-1902.15,59.42,-1309.69,-1842.73,-3152.42
9831,491.77,1308.79,2033.22,-1370.07,-12580.72,634.39,8225.31,-1915.96,58.77,-1257.31,-1857.2,-3114.51
9841,581.08,1326.06,2028.96,-1340.63,-12476.32,625.62,8149.26,-1974.79,59.84,-1105.97,-1914.95,-3020.93
9851,552.77,1313.38,2013.62,-1336.03,-12430.27,609.48,8113.02,-2006.11,59.6,-1164.01,-1946.51,-3110.52
9861,528.1,1300.9,2020.32,-1312.57,-12451.57,639.7,8145.07,-1969.0,60.73,-1130.05,-1908.27,-3038.32
9871,500.28,1304.04,2020.66,-1344.33,-12668.94,637.45,8216.57,-1818.21,58.01,-1334.28,-1760.21,-3094.49
9881,476.86,1304.18,2028.98,-1346.71,-12550.93,613.52,8164.63,-1895.86,59.31,-1309.48,-1836.55,-3146.03
9891,533.29,1369.81,2024.8,-1327.36,-12502.18,630.18,8158.74,-1936.93,59.88,-1112.72,-1877.06,-2989.78
9901,540.53,1335.84,1968.13,-1314.79,-12450.17,615.64,8120.54,-1977.78,60.04,-1184.27,-1917.74,-3102.01
9911,533.89,1334.61,2007.7,-1350.89,-12518.65,616.97,8160.05,-1927.86,58.66,-1216.32,-1869.2,-3085.52
9921,470.21,1342.03,2010.09,-1333.21,-12488.28,624.82,8135.73,-1938.57,59.64,-1238.62,-1878.92,-3117.54
9931,498.21,1289.39,2033.13,-1324.28,-12472.36,602.23,8171.4,-2000.99,59.89,-1202.27,-1941.1,-3143.37
9941,514.53,1342.6,1996.2,-1330.63,-12545.91,626.82,8192.78,-1921.98,60.23,-1203.6,-1861.75,-3065.36
9951,521.35,1288.59,2009.58,-1343.66,-12389.4,609.15,8147.21,-2025.42,58.69,-1157.19,-1966.73,-3123.92
9961,554.05,1316.96,2017.81,-1348.77,-12406.4,623.9,8149.32,-2029.82,57.86,-1093.14,-1971.95,-3065.09
9971,509.38,1372.65,2018.55,-1337.29,-12451.97,615.01,8182.47,-2001.95,61.3,-1091.21,-1940.65,-3031.86
9981,498.45,1338.16,2006.38,-1344.36,-12461.76,624.2,8101.06,-1937.32,62.39,-1237.87,-1874.93,-3112.8
9991,566.85,1314.79,2015.39,-1344.21,-12524.28,617.45,8161.85,-1922.74,61.03,-1192.16,-1861.71,-3053.87
10001,509.61,1282.13,2013.69,-1337.21,-12524.35,637.53,8178.08,-1923.09,59.83,-1240.52,-1863.27,-3103.78

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,94.2,326.46,1748.83,-1387.31,-12359.16,516.79,7836.34,-1818.51,54.34,-3223.84,-1764.17,-4988.0
11,493.39,1286.27,1965.55,-1304.9,-12208.1,574.78,7859.6,-1946.34,55.34,-1333.4,-1891.0,-3224.41
21,508.71,1247.12,1966.86,-1267.02,-12268.95,586.62,7869.61,-1911.51,57.29,-1357.05,-1854.22,-3211.27
31,487.08,1232.29,1957.03,-1257.49,-12251.94,568.58,7816.31,-1911.16,58.78,-1448.15,-1852.37,-3300.52
41,506.33,1195.92,1956.79,-1290.82,-12091.94,582.74,7847.88,-2042.77,56.27,-1293.09,-1986.49,-3279.58
51,487.24,1207.17,1955.38,-1297.68,-12140.9,582.99,7871.47,-2004.83,56.98,-1334.33,-1947.85,-3282.17
61,487.81,1256.16,1986.6,-1300.97,-12240.17,582.04,7833.59,-1902.77,55.97,-1394.94,-1846.8,-3241.73
71,511.75,1237.27,1951.72,-1269.69,-12137.3,574.34,7761.19,-1949.38,57.35,-1370.71,-1892.03,-3262.74
81,507.26,1234.31,1960.89,-1264.9,-12121.97,581.84,7842.67,-2028.15,59.68,-1259.9,-1968.47,-3228.37
91,534.18,1233.35,1957.59,-1263.27,-12068.6,557.75,7798.52,-2046.81,59.78,-1250.46,-1987.04,-3237.5
101,465.97,1250.33,1965.93,-1282.25,-12177.24,576.28,7835.72,-1963.55,57.32,-1365.25,-1906.23,-3271.48
111,490.66,1275.64,1944.42,-1279.74,-12125.91,565.0,7820.49,-2020.52,58.91,-1309.46,-1961.61,-3271.07
121,465.2,1244.71,1978.52,-1289.02,-12176.32,598.44,7839.49,-1978.43,57.89,-1338.99,-1920.54,-3259.53
131,488.01,1229.29,1931.56,-1281.75,-12021.42,572.66,7779.21,-2072.73,58.84,-1302.44,-2013.89,-3316.33
141,493.0,1269.89,1945.2,-1242.33,-12163.38,584.45,7838.55,-1989.33,57.22,-1274.63,-1932.12,-3206.75
151,487.01,1236.76,1939.11,-1287.88,-12160.51,578.78,7811.58,-1929.91,57.32,-1395.16,-1872.59,-3267.75
161,468.34,1250.65,1929.82,-1290.43,-12214.33,578.73,7816.87,-1919.54,57.05,-1460.35,-1862.49,-3322.84
171,489.88,1224.17,1962.67,-1272.73,-12244.32,569.85,7777.26,-1864.21,56.25,-1493.22,-1807.95,-3301.18
181,471.1,1249.94,1943.13,-1287.06,-12102.03,580.38,7812.75,-1984.38,58.18,-1331.79,-1926.2,-3257.99
191,463.75,1282.52,1964.69,-1266.4,-12182.8,581.88,7835.92,-1959.13,57.06,-1320.44,-1902.06,-3222.51
201,495.56,1233.3,1966.55,-1284.29,-12224.92,580.54,7876.8,-1970.81,58.26,-1356.46,-1912.55,-3269.01
211,481.19,1233.74,1956.5,-1277.58,-12264.85,577.64,7826.26,-1886.69,55.35,-1467.1,-1831.34,-3298.44
221,519.48,1246.7,1963.21,-1293.72,-12327.53,571.65,7823.21,-1841.11,56.17,-1496.99,-1784.94,-3281.93
231,494.76,1280.97,1937.38,-1271.02,-12335.31,573.92,7828.75,-1819.81,57.31,-1490.54,-1762.5,-3253.05
241,502.14,1225.26,1963.0,-1235.54,-12340.16,574.83,7787.92,-1779.51,56.51,-1522.54,-1723.0,-3245.54
251,483.04,1302.94,1969.89,-1285.31,-12180.37,572.86,7810.1,-1934.97,56.26,-1326.85,-1878.71,-3205.56
261,460.41,1210.97,1935.48,-1259.48,-12290.2,582.23,7833.8,-1877.56,58.22,-1526.79,-1819.34,-3346.13
271,489.29,1260.74,1948.61,-1267.36,-12164.48,591.32,7828.01,-1969.55,58.66,-1313.86,-1910.89,-3224.75
281,481.5,1205.91,1951.62,-1265.15,-12208.89,578.42,7811.41,-1924.32,56.9,-1445.18,-1867.42,-3312.6
291,493.54,1218.56,1955.75,-1284.76,-12149.05,552.38,7792.55,-1940.91,56.67,-1421.02,-1884.23,-3305.26
301,501.31,1265.12,1947.75,-1253.95,-12224.97,559.22,7775.01,-1888.31,59.03,-1430.52,-1829.28,-3259.79
311,504.22,1231.69,1978.47,-1271.17,-12266.04,566.23,7855.59,-1905.25,57.94,-1401.01,-1847.31,-3248.32
321,481.51,1234.06,1939.34,-1255.38,-12331.71,573.3,7850.52,-1846.31,57.38,-1508.36,-1788.93,-3297.29
331,499.43,1253.57,1960.27,-1272.13,-12261.15,575.65,7797.12,-1864.9,58.55,-1447.24,-1806.36,-3253.6
341,522.36,1247.23,1943.03,-1254.39,-12251.44,562.7,7739.52,-1834.9,55.55,-1490.98,-1779.35,-3270.33
351,510.66,1224.06,1949.29,-1289.52,-12148.02,566.62,7760.0,-1910.12,55.94,-1426.92,-1854.18,-3281.11
361,485.9,1262.56,1960.93,-1276.81,-12262.1,574.46,7774.74,-1822.47,55.9,-1480.34,-1766.58,-3246.92
371,513.32,1261.63,1920.34,-1254.79,-12128.71,566.1,7790.42,-1964.84,58.79,-1331.68,-1906.04,-3237.72
381,480.11,1237.15,1969.31,-1267.28,-12274.99,583.23,7792.77,-1845.71,56.42,-1479.69,-1789.29,-3268.98
391,478.3,1214.14,1972.41,-1280.17,-12317.96,593.62,7831.68,-1834.93,54.81,-1507.98,-1780.12,-3288.1
401,489.18,1226.61,1986.54,-1264.3,-12257.28,557.09,7777.81,-1854.99,54.64,-1484.35,-1800.35,-3284.7
411,494.13,1245.53,1957.56,-1274.04,-12164.88,564.24,7757.82,-1903.63,57.92,-1419.64,-1845.71,-3265.35
421,499.49,1235.23,1957.22,-1260.11,-12262.77,578.84,7829.86,-1879.16,56.34,-1422.25,-1822.82,-3245.07
431,498.47,1214.17,1958.47,-1264.49,-12242.7,572.57,7830.67,-1899.46,56.9,-1432.84,-1842.56,-3275.4
441,498.27,1278.57,1940.86,-1291.65,-12200.56,554.44,7807.67,-1913.22,57.49,-1412.39,-1855.73,-3268.12
451,482.68,1223.01,1957.55,-1275.45,-12202.37,575.68,7799.83,-1920.16,57.36,-1439.08,-1862.8,-3301.88
461,487.95,1293.94,1944.61,-1255.95,-12236.11,579.08,7760.63,-1882.8,57.6,-1425.86,-1825.19,-3251.05
471,478.23,1245.55,1945.06,-1277.36,-12301.81,574.1,7788.85,-1813.19,57.23,-1547.37,-1755.96,-3303.34
481,499.91,1244.91,1964.26,-1281.1,-12140.56,569.01,7812.22,-1962.09,57.21,-1331.34,-1904.88,-3236.23
491,480.32,1247.25,1957.08,-1271.82,-12097.11,568.23,7773.38,-1993.21,56.6,-1342.68,-1936.61,-3279.29
501,483.23,1208.43,1967.46,-1283.54,-12061.74,573.86,7801.98,-2046.63,57.31,-1310.32,-1989.32,-3299.64
511,485.74,1241.25,1955.65,-1282.07,-12281.67,574.21,7833.07,-1876.87,56.94,-1473.82,-1819.93,-3293.75
521,486.76,1222.66,1992.73,-1301.69,-12160.68,575.33,7824.49,-1958.95,55.79,-1360.39,-1903.17,-3263.56
531,518.24,1220.52,1937.97,-1257.5,-12232.95,569.08,7821.57,-1930.95,57.22,-1423.08,-1873.72,-3296.8
541,448.96,1223.7,1969.91,-1255.66,-12353.68,585.15,7862.6,-1841.11,55.91,-1519.02,-1785.2,-3304.21
551,498.08,1229.43,1948.06,-1277.36,-12308.72,575.85,7830.38,-1835.78,56.16,-1504.27,-1779.61,-3283.89
561,482.25,1262.89,1969.47,-1278.72,-12338.21,558.02,7803.72,-1798.66,57.09,-1540.56,-1741.57,-3282.14
571,504.51,1218.32,1963.46,-1266.91,-12189.19,570.57,7819.32,-1908.74,57.35,-1379.94,-1851.39,-3231.33
581,486.96,1232.7,1953.23,-1267.07,-12201.76,577.99,7835.6,-1927.08,57.83,-1382.35,-1869.24,-3251.59
591,464.14,1219.9,1940.97,-1262.12,-12233.79,577.05,7840.22,-1924.51,56.5,-1453.63,-1868.01,-3321.64
601,484.7,1245.23,1921.49,-1237.9,-12123.17,566.5,7794.71,-1971.6,57.84,-1348.44,-1913.77,-3262.21
611,478.37,1231.12,1990.98,-1270.26,-12202.44,574.7,7821.57,-1933.54,58.58,-1375.96,-1874.96,-3250.92
621,503.12,1224.35,1952.4,-1268.15,-12199.77,579.66,7859.92,-1962.69,57.5,-1348.48,-1905.19,-3253.67
631,524.71,1232.72,1973.33,-1267.16,-12061.27,564.3,7800.68,-2047.02,57.86,-1232.69,-1989.17,-3221.86
641,517.71,1215.86,1942.99,-1270.46,-12298.69,569.45,7821.59,-1859.93,56.35,-1501.55,-1803.58,-3305.13
651,478.53,1298.79,1959.78,-1274.26,-12126.3,556.04,7786.12,-1970.72,55.98,-1321.3,-1914.74,-3236.03
661,520.9,1225.36,1906.78,-1275.0,-12164.65,594.9,7806.09,-1935.99,57.58,-1385.61,-1878.41,-3264.03
671,459.16,1229.27,1915.24,-1255.23,-12178.68,573.52,7791.04,-1937.16,57.23,-1465.67,-1879.93,-3345.6
681,520.18,1259.88,1952.5,-1249.21,-12147.42,563.7,7756.32,-1947.91,58.07,-1344.06,-1889.83,-3233.89
691,489.98,1234.98,1960.11,-1269.94,-12227.01,577.94,7835.81,-1911.39,57.27,-1398.13,-1854.12,-3252.25
701,512.22,1270.66,1963.25,-1253.52,-12233.38,564.68,7798.09,-1895.51,58.43,-1377.99,-1837.08,-3215.08
711,490.51,1226.37,1953.46,-1267.82,-12195.86,581.07,7811.88,-1917.95,58.76,-1400.4,-1859.18,-3259.58
721,470.75,1265.31,1956.12,-1308.3,-12128.92,576.68,7843.03,-1987.47,56.51,-1325.33,-1930.96,-3256.29
731,494.88,1292.13,1948.55,-1299.58,-12058.9,570.55,7770.76,-2009.51,56.86,-1281.62,-1952.66,-3234.28
741,488.5,1248.33,1963.93,-1257.83,-12134.27,583.43,7861.95,-2027.72,57.55,-1245.96,-1970.17,-3216.12
751,482.74,1220.18,1952.33,-1285.41,-12179.75,575.65,7830.74,-1953.88,57.63,-1403.52,-1896.25,-3299.77
761,484.04,1236.21,1940.01,-1269.5,-12195.06,580.85,7817.78,-1917.25,56.42,-1405.66,-1860.83,-3266.49
771,474.74,1227.67,1973.69,-1242.16,-12269.21,566.9,7800.6,-1872.45,58.59,-1467.78,-1813.86,-3281.64
781,463.11,1232.3,1990.86,-1272.11,-12193.8,575.86,7784.51,-1913.14,58.9,-1419.27,-1854.24,-3273.52
791,450.14,1265.6,1930.01,-1278.17,-12296.9,563.86,7829.26,-1854.37,58.07,-1536.21,-1796.3,-3332.5
801,508.4,1202.31,1945.26,-1257.55,-12221.46,570.87,7797.56,-1893.68,58.19,-1454.61,-1835.49,-3290.1
811,557.61,1222.22,1933.25,-1246.61,-12240.33,572.58,7781.88,-1869.01,57.8,-1419.4,-1811.21,-3230.61
821,528.48,1315.45,1940.7,-1261.42,-12165.12,571.59,7765.07,-1922.65,58.33,-1305.26,-1864.32,-3169.58
831,509.08,1231.81,1987.92,-1301.14,-12157.28,564.26,7782.57,-1909.41,57.86,-1382.78,-1851.55,-3234.34
841,505.85,1242.12,1961.97,-1281.69,-12209.33,584.29,7836.3,-1924.16,58.99,-1360.48,-1865.17,-3225.65
851,468.95,1205.08,1962.79,-1267.25,-12147.36,570.27,7803.21,-1964.08,58.6,-1404.31,-1905.48,-3309.79
861,523.55,1248.26,1919.72,-1262.21,-12255.51,575.7,7818.23,-1885.56,56.6,-1432.27,-1828.96,-3261.23
871,520.34,1272.33,1960.19,-1260.03,-12127.87,556.55,7791.8,-1976.03,57.25,-1286.69,-1918.78,-3205.47
881,501.61,1213.07,1978.76,-1285.09,-12252.49,574.83,7853.25,-1889.91,57.04,-1416.06,-1832.87,-3248.94
891,468.45,1310.53,1956.45,-1272.24,-12282.91,569.81,7848.35,-1881.32,57.95,-1401.55,-1823.37,-3224.93
901,474.16,1221.9,1937.66,-1285.33,-12171.27,551.78,7788.68,-1907.97,57.4,-1482.42,-1850.58,-3333.0
911,504.96,1221.78,1962.22,-1278.98,-12219.92,567.8,7817.07,-1893.7,57.11,-1425.07,-1836.59,-3261.66
921,505.35,1236.87,1936.22,-1265.65,-12222.04,578.8,7789.01,-1881.04,57.46,-1441.44,-1823.58,-3265.02
931,477.27,1267.23,1937.59,-1261.84,-12176.72,580.44,7778.39,-1903.61,58.53,-1397.63,-1845.08,-3242.72
941,497.79,1232.36,1931.86,-1246.98,-12311.86,583.8,7821.32,-1822.76,58.35,-1491.71,-1764.41,-3256.13
951,517.19,1235.8,1963.87,-1246.91,-12229.55,572.46,7807.16,-1883.56,59.61,-1379.98,-1823.95,-3203.93
961,505.2,1241.75,1960.84,-1255.8,-12107.86,569.41,7765.16,-1996.34,59.39,-1321.29,-1936.95,-3258.24
971,482.12,1248.8,1934.01,-1251.29,-12110.09,565.32,7780.71,-1970.43,60.09,-1350.41,-1910.34,-3260.75
981,497.39,1239.46,1926.36,-1263.85,-12149.52,571.84,7769.0,-1924.41,58.8,-1409.32,-1865.61,-3274.93
991,540.37,1248.33,1952.17,-1263.96,-12128.33,556.98,7797.66,-1965.53,58.67,-1296.77,-1906.85,-3203.63
1001,478.58,1237.25,1946.84,-1285.06,-12029.07,564.86,7752.8,-2022.39,57.77,-1333.79,-1964.62,-3298.41
1011,466.55,1242.27,1987.23,-1284.9,-12249.54,580.54,7875.01,-1891.97,56.64,-1382.84,-1835.33,-3218.17
1021,486.44,1214.63,1966.97,-1289.0,-12132.21,571.13,7810.38,-2004.12,57.49,-1371.66,-1946.63,-3318.29
1031,472.88,1283.15,1959.84,-1289.63,-12081.16,580.46,7830.2,-2023.98,57.6,-1244.26,-1966.38,-3210.65
1041,509.02,1206.4,1946.16,-1267.88,-12139.53,567.71,7830.9,-2021.29,57.52,-1347.21,-1963.77,-3310.98
1051,487.94,1226.31,1952.76,-1279.77,-12141.75,584.65,7841.91,-1996.51,57.56,-1327.94,-1938.95,-3266.89
1061,463.4,1272.68,1985.08,-1289.75,-12155.1,566.67,7831.39,-1997.59,56.86,-1325.63,-1940.74,-3266.36
1071,502.73,1273.36,1971.0,-1251.18,-12147.93,571.63,7827.9,-2018.97,59.0,-1252.48,-1959.96,-3212.45
1081,510.99,1285.76,1951.15,-1286.07,-11961.23,570.09,7775.43,-2095.56,58.18,-1153.88,-2037.38,-3191.26
1091,511.94,1275.75,1961.77,-1279.24,-12143.39,589.2,7812.8,-1996.08,57.53,-1271.17,-1938.56,-3209.72
1101,459.3,1166.02,1957.51,-1264.95,-12150.99,586.16,7880.88,-2028.58,57.37,-1366.07,-1971.2,-3337.27
1111,508.08,1276.16,1962.64,-1272.35,-12130.16,553.81,7792.62,-1989.45,57.55,-1309.2,-1931.9,-3241.1
1121,485.37,1256.58,1972.26,-1276.81,-12226.12,593.5,7836.69,-1923.19,56.94,-1358.54,-1866.25,-3224.79
