#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,301.7717498044254,0,--
20.0%,500000,298.0892169966837,463,24:51
30.0%,750000,299.917195971876,464,21:43
40.0%,1000000,297.8377506395143,461,18:43
50.0%,1250000,299.8064371324814,463,15:33
60.0%,1500000,300.1988617421283,464,12:24
70.0%,1750000,298.77397563407783,464,9:18
80.0%,2000000,302.5523305065219,462,6:13
90.0%,2250000,297.60085046278795,461,3:07
100.0%,2500000,299.17759003405064,461,0:00
