#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,297.9927999710185,0,--
20.0%,500000,298.9635011988106,479,24:02
30.0%,750000,298.6335178364759,478,21:04
40.0%,1000000,299.33889267371563,479,18:03
50.0%,1250000,300.3735515076471,478,15:03
60.0%,1500000,302.4699398932431,479,12:02
70.0%,1750000,300.27782471661584,479,9:01
80.0%,2000000,297.1946593777878,478,6:01
90.0%,2250000,298.74527864766713,478,3:00
100.0%,2500000,297.8711099703808,478,0:00
