#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,301.95261176077094,0,--
20.0%,500000,299.16008303542856,453,25:26
30.0%,750000,300.77887242494927,455,22:09
40.0%,1000000,303.9461640983074,454,19:01
50.0%,1250000,300.46597566273556,455,15:49
60.0%,1500000,303.620574006364,454,12:41
70.0%,1750000,301.0497277932301,454,9:30
80.0%,2000000,301.38441878750774,454,6:20
90.0%,2250000,304.2989488496977,453,3:10
100.0%,2500000,298.6058756672319,453,0:00
