#"Progress (%)","Step","Temperature (K)","Speed (ns/day)","Time Remaining"
10.0%,250000,299.62989091281224,0,--
20.0%,500000,301.943843125754,478,24:07
30.0%,750000,298.52501714119313,477,21:06
40.0%,1000000,299.791272387997,478,18:04
50.0%,1250000,300.76350685457214,478,15:03
60.0%,1500000,299.7422823339549,478,12:02
70.0%,1750000,298.6848131843908,478,9:02
80.0%,2000000,302.17664927322585,478,6:01
90.0%,2250000,297.9607937971161,478,3:00
100.0%,2500000,300.54088341500477,478,0:00
